,Unnamed: 0.1,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization,day,time,button,timeFromStart,timeFromDisplay,num,timeFromDisplay_std
0,0,600,785,2.965605437914575,1,pictures\transformed\roomBright_figureDark\E.JPG,contrast,1.024977910386193,sharpness,0.6841249487370106,equalization,7.216338988045546,1,2_E_contrast1.0_sharpness0.68_equalization7.2.jpg,2,E,1.0,0.0,0.68,0.0,7.2,2023-08-26,12:56:29.175069,f,6.543241739273071,1.4353396892547607,8,0.23678456887727528
1,1,1800,1914,3.244622395923702,5,pictures\transformed\roomBright_figureDark\8.JPG,sharpness,0.3136051485398795,contrast,1.141323099590037,equalization,10.7975245166058,0,6_8_sharpness0.31_contrast1.1_equalization11.0.jpg,6,8,1.1,0.0,0.31,0.0,11.0,2023-08-26,12:56:39.081163,t,16.449336051940918,1.339860916137695,8,-0.24778247145796473
2,2,2100,2237,3.6658332863382257,6,pictures\transformed\roomBright_figureDark\2.JPG,contrast,1.123583864905848,sharpness,0.4283593827596035,None,None,2,7_2_contrast1.1_sharpness0.43.jpg,7,2,1.1,0.0,0.43,0.0,0.0,2023-08-26,12:56:41.584859,f,18.95303225517273,1.3557970523834229,8,-0.16690453259396806
3,3,2400,2614,3.0550930385336845,7,pictures\transformed\roomBright_figureDark\T.JPG,gamma,0.7246655356270885,brightness,22.04148617650134,None,None,1,8_T_gamma0.72_brightness22.0.jpg,8,T,0.0,0.72,0.0,22.0,0.0,2023-08-26,12:56:44.286118,f,21.65429091453552,1.539168119430542,8,0.7637271915191222
4,4,4200,4374,3.838988613315351,13,pictures\transformed\roomBright_figureDark\E.JPG,sharpness,0.3145768389248981,contrast,1.161337282987168,None,None,2,14_E_sharpness0.31_contrast1.2.jpg,14,E,1.2,0.0,0.31,0.0,0.0,2023-08-26,12:56:59.288808,f,36.6569812297821,1.548309326171875,8,0.8101199901604419
5,5,5100,5239,3.689134712458658,16,pictures\transformed\roomBright_figureDark\B.JPG,sharpness,0.9340111468585244,brightness,16.89273621521717,contrast,0.8114334114110973,1,17_B_sharpness0.93_brightness17.0_contrast0.81.jpg,17,B,0.81,0.0,0.93,17.0,0.0,2023-08-26,12:57:06.720017,f,44.072675704956055,1.4722943305969238,8,0.42433412148690774
6,6,5400,5534,3.5915376705551174,17,pictures\transformed\roomBright_figureDark\0.JPG,brightness,21.5119236943246,sharpness,0.0370746760770296,contrast,0.8874590635219869,0,18_0_brightness22.0_sharpness0.037_contrast0.89.jpg,18,0,0.89,0.0,0.037,22.0,0.0,2023-08-26,12:57:09.132846,t,46.50101947784424,1.39471173286438,8,0.030592470463757394
7,7,9600,9801,3.598257775296257,31,pictures\transformed\roomBright_figureDark\B.JPG,contrast,0.9790309850816066,gamma,0.787025461716201,brightness,22.89443880098393,2,32_B_contrast0.98_gamma0.79_brightness23.0.jpg,32,B,0.98,0.79,0.0,23.0,0.0,2023-08-26,12:57:44.204725,f,81.55722856521606,1.4667198657989502,8,0.3960429964501926
8,8,11400,11566,3.811015204435155,37,pictures\transformed\roomBright_figureDark\B.JPG,sharpness,0.7166941773506256,equalization,31.83053838183076,None,None,2,38_B_sharpness0.72_equalization32.0.jpg,38,B,0.0,0.0,0.72,0.0,32.0,2023-08-26,12:57:58.801799,f,96.16997265815736,1.071732997894287,8,-1.6085661046447506
9,9,14100,14237,3.895366197939613,46,pictures\transformed\roomBright_figureDark\T.JPG,sharpness,0.0594331396411442,contrast,1.036041600820756,equalization,5.985916802754932,1,47_T_sharpness0.059_contrast1.0_equalization6.0.jpg,47,T,1.0,0.0,0.059,0.0,6.0,2023-08-26,12:58:21.376909,f,118.74508237838744,1.1437177658081057,8,-1.2432341591404823
10,0,300,160,3.070090719576974,0,pictures\transformed\roomBright_figureDark\S.JPG,contrast,1.074585820663311,sharpness,0.4193545689658871,None,None,2,1_S_contrast1.1_sharpness0.42.jpg,1,S,1.1,0.0,0.42,0.0,0.0,2023-08-26,12:59:52.474356,f,1.3268561363220217,1.2241783142089844,8,-0.8348865387268786
