frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
600,787,2.915822604051993,1,pictures\transformed\roomDark_figureBright\E.JPG,gamma,0.6782811451417633,sharpness,0.2747205556521176,equalization,17.13337574597195,1,2_E_gamma0.678_sharpness0.275_equalization17.133.jpg,2,E,0.0,0.678,0.275,0.0,17.133
3900,4057,2.577828404416091,12,pictures\transformed\roomDark_figureBright\C.JPG,brightness,14.05872832824484,gamma,0.6639914967144345,sharpness,0.7614590760446557,2,13_C_brightness14.059_gamma0.664_sharpness0.761.jpg,13,C,0.0,0.664,0.761,14.059,0.0
4200,4350,2.45488048420071,13,pictures\transformed\roomDark_figureBright\T.JPG,contrast,1.082934617677298,gamma,0.9843797176240924,equalization,27.98326596395124,2,14_T_contrast1.083_gamma0.984_equalization27.983.jpg,14,T,1.083,0.984,0.0,0.0,27.983
4800,4937,2.386833647298383,15,pictures\transformed\roomDark_figureBright\P.JPG,brightness,6.885452409916236,contrast,1.007880988686773,sharpness,0.3831412767383612,2,16_P_brightness6.885_contrast1.008_sharpness0.383.jpg,16,P,1.008,0.0,0.383,6.885,0.0
5100,5240,2.591648186177164,16,pictures\transformed\roomDark_figureBright\C.JPG,brightness,29.31807842161891,contrast,0.936619716151494,sharpness,0.2204793193529573,1,17_C_brightness29.318_contrast0.937_sharpness0.22.jpg,17,C,0.937,0.0,0.22,29.318,0.0
6600,6772,2.436334662487035,21,pictures\transformed\roomDark_figureBright\0.JPG,brightness,1.615573932967137,contrast,0.8451948359271263,sharpness,0.7975319181984475,2,22_0_brightness1.616_contrast0.845_sharpness0.798.jpg,22,0,0.845,0.0,0.798,1.616,0.0
6900,7044,2.5224876688050326,22,pictures\transformed\roomDark_figureBright\S.JPG,gamma,1.065734946539074,sharpness,0.2060222369946812,equalization,25.8720520782319,2,23_S_gamma1.066_sharpness0.206_equalization25.872.jpg,23,S,0.0,1.066,0.206,0.0,25.872
9900,10059,2.949473931304289,32,pictures\transformed\roomDark_figureBright\2.JPG,contrast,0.8259095892343501,gamma,0.938140694784136,equalization,19.02146564698334,0,33_2_contrast0.826_gamma0.938_equalization19.021.jpg,33,2,0.826,0.938,0.0,0.0,19.021
11400,11576,3.0990994702624977,37,pictures\transformed\roomDark_figureBright\3.JPG,brightness,11.99734529114402,contrast,1.05118588959535,sharpness,0.1982260677360299,0,38_3_brightness11.997_contrast1.051_sharpness0.198.jpg,38,3,1.051,0.0,0.198,11.997,0.0
11700,11888,3.3300238448593498,38,pictures\transformed\roomDark_figureBright\0.JPG,contrast,1.16838491640898,gamma,0.6796670623004093,sharpness,0.4046161189256474,0,39_0_contrast1.168_gamma0.68_sharpness0.405.jpg,39,0,1.168,0.68,0.405,0.0,0.0
