trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S109_8_1,S109,8,1,9,match,9,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_8_48_9_match_9_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-10T17:58:55.722,1768035535.7227385,0.0,0,0,2026-01-10T17:58:56.961,1.2391750812530518,9,9,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S109\8\M_8_48_9_match_9_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,M_8_48_9_match_9_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,0,5.492,5.077,5.2844999999999995,19859.737,0.050353134082289204,5.4985,5.0680000000000005,5.283250000000001,,0.0,2.5425043159010765,64.0
S109_8_2,S109,8,2,I,filler,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,brightness,43.12,,,,,M_8_18_I_filler_8_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-10T17:58:58.331,1768035538.331567,2.608828544616699,157,313,,,I,8,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,313,3.896,3.568,3.732,10141.841,0.09860142749230637,3.9170000000000003,3.5835999999999997,3.7503,5392.646076923077,0.0,4.619270212013925,391.0
S109_8_3,S109,8,3,Q,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,,,,,,,M_8_11_Q_filler_5_night_rain_empty_ORIG.jpg,Ignore,2026-01-10T17:59:00.919,1768035540.9191985,5.196459770202637,312,624,,,Q,5,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,624,4.797,4.39,4.5935,19796.009,0.05051523264108437,4.805400000000001,4.344199999999999,4.5748,,0.0,,
S109_8_4,S109,8,4,4,unmatch,9,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,,,,,,,M_8_10_4_unmatch_9_night_sun_busy_ORIG.jpg,Mismatch,2026-01-10T17:59:03.507,1768035543.5076666,7.7849280834198,467,934,2026-01-10T17:59:04.385,0.8780193328857422,4,9,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S109\8\M_8_10_4_unmatch_9_night_sun_busy_ORIG.jpg,M_8_10_4_unmatch_9_night_sun_busy_ORIG.jpg,934,4.094,3.797,3.9455,10004.347,0.0999565488881983,4.1652000000000005,3.7982,3.9817,5630.373,0.0,5.652107224783239,995.0
S109_8_5,S109,8,5,A,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\9_night_rain_empty.jpg,brightness,35.62,,,,,M_8_31_A_filler_9_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-10T17:59:06.110,1768035546.110059,10.387320518493652,623,1246,,,A,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,1246,4.272,4.396,4.334,10338.529,0.09672555931312858,4.265600000000001,4.2021999999999995,4.2339,3043.7533898305082,0.0,1.5451575098804822,1356.0
S109_8_6,S109,8,6,F,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,brightness,45.47,,,,,M_8_25_F_filler_1_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-10T17:59:08.701,1768035548.701323,12.97858452796936,779,1557,,,F,1,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,1557,4.858,4.401,4.6295,19795.862,0.05051560775681301,4.8522,4.4256,4.6389,,0.0,,
S109_8_7,S109,8,7,A,filler,6,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,,,,,,,M_8_15_A_filler_6_night_sun_empty_ORIG.jpg,Ignore,2026-01-10T17:59:11.304,1768035551.3040888,15.581350326538086,935,1870,,,A,6,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,1870,5.149,4.61,4.8795,19751.041,0.05063024272999079,5.1442,4.6028,4.8735,,0.0,,
S109_8_8,S109,8,8,7,unmatch,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_8_26_7_unmatch_2_night_rain_busy_ORIG.jpg,Mismatch,2026-01-10T17:59:13.909,1768035553.9096029,18.186864376068115,1091,2182,2026-01-10T17:59:15.063,1.1539411544799805,7,2,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S109\8\M_8_26_7_unmatch_2_night_rain_busy_ORIG.jpg,M_8_26_7_unmatch_2_night_rain_busy_ORIG.jpg,2182,4.759,4.404,4.5815,19775.52,0.05056757041028504,4.766800000000001,4.428,4.5974,,0.0,4.579401476761021,2238.0
S109_8_9,S109,8,9,R,filler,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_8_1_R_filler_8_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-10T17:59:16.513,1768035556.5131545,20.79041576385498,1247,2495,,,R,8,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,2495,4.544,4.221,4.3825,19795.917,0.050515467406738464,4.5656,4.213000000000001,4.3893,,0.0,,
S109_8_10,S109,8,10,L,filler,3,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_8_19_L_filler_3_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-10T17:59:19.112,1768035559.1120777,23.38933897018433,1403,2807,,,L,3,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,2807,4.431,3.998,4.2145,16432.212,0.06085607951017185,4.4350000000000005,3.9787999999999997,4.2069,,0.0,,
