frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
1200.0,1410,2.109057739036362,3.0,pictures\transformed\roomDark_figureBright\8.JPG,contrast,0.955945583603573,sharpness,0.2509172451732346,equalization,19.93488995323764,0.0,4_8_contrast0.956_sharpness0.251_equalization19.935.jpg,4.0,8,0.956,0.0,0.251,0.0,19.935
1500.0,1666,2.1557804514702625,4.0,pictures\transformed\roomDark_figureBright\I.JPG,brightness,5.031122391964958,contrast,1.111277956734345,sharpness,0.9067234893746984,1.0,5_I_brightness5.031_contrast1.111_sharpness0.907.jpg,5.0,I,1.111,0.0,0.907,5.031,0.0
2400.0,2623,2.588431939484892,7.0,pictures\transformed\roomDark_figureBright\9.JPG,brightness,19.40703743829724,contrast,0.8977279520568302,sharpness,0.2933034673555937,2.0,8_9_brightness19.407_contrast0.898_sharpness0.293.jpg,8.0,9,0.898,0.0,0.293,19.407,0.0
3300.0,3590,2.73242259984936,10.0,pictures\transformed\roomDark_figureBright\E.JPG,contrast,1.057303281164163,gamma,0.965541027701272,equalization,23.51439889107177,1.0,11_E_contrast1.057_gamma0.966_equalization23.514.jpg,11.0,E,1.057,0.966,0.0,0.0,23.514
3600.0,3905,2.40932673837632,11.0,pictures\transformed\roomDark_figureBright\P.JPG,gamma,0.9647112328015351,sharpness,0.4629740351756461,equalization,12.3997620650716,1.0,12_P_gamma0.965_sharpness0.463_equalization12.4.jpg,12.0,P,0.0,0.965,0.463,0.0,12.4
6900.0,7054,2.800064580823033,22.0,pictures\transformed\roomDark_figureBright\1.JPG,gamma,0.9169302528392452,sharpness,0.431531687529813,equalization,28.23992337343488,2.0,23_1_gamma0.917_sharpness0.432_equalization28.24.jpg,23.0,1,0.0,0.917,0.432,0.0,28.24
7200.0,7371,2.527229589350795,23.0,pictures\transformed\roomDark_figureBright\2.JPG,brightness,6.524914267354633,contrast,0.922074766067324,sharpness,0.4350356029851591,0.0,24_2_brightness6.525_contrast0.922_sharpness0.435.jpg,24.0,2,0.922,0.0,0.435,6.525,0.0
7500.0,7660,2.718961532329919,24.0,pictures\transformed\roomDark_figureBright\9.JPG,brightness,12.75010529691207,contrast,0.8662655950576733,gamma,0.6896076214123367,0.0,25_9_brightness12.75_contrast0.866_gamma0.69.jpg,25.0,9,0.866,0.69,0.0,12.75,0.0
7800.0,7783,2.3717859418483305,25.0,pictures\transformed\roomDark_figureBright\C.JPG,contrast,0.8343190042384095,gamma,0.6666061830520921,sharpness,0.2427498714414452,1.0,26_C_contrast0.834_gamma0.667_sharpness0.243.jpg,26.0,C,0.834,0.667,0.243,0.0,0.0
10200.0,8075,1.8056931921900248,33.0,pictures\transformed\roomDark_figureBright\3.JPG,contrast,1.086264053305737,gamma,1.023957399626545,sharpness,0.9736855067524764,0.0,34_3_contrast1.086_gamma1.024_sharpness0.974.jpg,34.0,3,1.086,1.024,0.974,0.0,0.0
10500.0,10442,3.1075805432631527,34.0,pictures\transformed\roomDark_figureBright\S.JPG,brightness,24.36904107103791,contrast,0.8610975082662496,gamma,0.6604780266027075,1.0,35_S_brightness24.369_contrast0.861_gamma0.66.jpg,35.0,S,0.861,0.66,0.0,24.369,0.0
10800.0,10748,4.651959764474615,35.0,pictures\transformed\roomDark_figureBright\P.JPG,gamma,0.9117547539154546,sharpness,0.2423556204813193,equalization,10.08865279208366,1.0,36_P_gamma0.912_sharpness0.242_equalization10.089.jpg,36.0,P,0.0,0.912,0.242,0.0,10.089
11700.0,11049,4.553421728412871,38.0,pictures\transformed\roomDark_figureBright\2.JPG,contrast,0.9053871142917048,gamma,1.083180700046348,equalization,7.542373972350932,0.0,39_2_contrast0.905_gamma1.083_equalization7.542.jpg,39.0,2,0.905,1.083,0.0,0.0,7.542
13800.0,11943,2.790467085300666,45.0,pictures\transformed\roomDark_figureBright\B.JPG,brightness,1.887440711861509,contrast,0.8033017493067964,sharpness,0.0822219237086015,1.0,46_B_brightness1.887_contrast0.803_sharpness0.082.jpg,46.0,B,0.803,0.0,0.082,1.887,0.0
,13982,2.7314196438825067,,,,,,,,,,,,,,,,,
