condition,metric,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
dark,RT,sun_empty,0.4144302686242679,0.6668623487439989,2.0,18.0,0.04402074865915691,10
dark,RT,sun_busy,0.025840225660032426,0.97452685654396,2.0,18.0,0.002862916361688954,10
dark,RT,rain_empty,0.3723853556644213,0.6942747232117693,2.0,18.0,0.03973218572786932,10
dark,RT,rain_busy,0.252373220451703,0.7796582854336083,2.0,18.0,0.027276593198148364,10
dark,RT,ALL,0.3731179343887134,0.6937865113648084,2.0,18.0,0.039807237783682815,10
