condition,metric,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
dark,diopter,sun_empty,0.581680196749465,0.5691248400617167,2.0,18.0,0.06070753613200292,10
dark,diopter,sun_busy,0.44862786680781236,0.6454518988539695,2.0,18.0,0.047480742509058066,10
dark,diopter,rain_empty,1.4555575439091892,0.2594524736990906,2.0,18.0,0.13921376624789503,10
dark,diopter,rain_busy,2.7311970383761426,0.09206649743040934,2.0,18.0,0.23281486360186485,10
dark,diopter,ALL,1.3863237889813438,0.2754392761021255,2.0,18.0,0.1334758878258801,10
