,フレーム数,両眼.注視Z座標[mm]
0,185,8.820107644914387
1,1088,2.5940916485766614
2,3196,2.740786184272431
3,9205,2.027744801894334
4,10690,2.135603367998911
5,11855,1.9423246454036383
6,13989,1.852045049004758
