,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,1800.0,2012.0,3.1082976100148745,5,pictures\transformed\roomBright_figureDark\I.JPG,gamma,1.038190737583141,contrast,1.284241175666021,sharpness,0.5149769690560692,2,6_I_gamma1.0_contrast1.3_sharpness0.51.jpg,6,I,1.3,1.0,0.51,0.0,0.0
1,4800.0,4961.0,2.947960181813285,15,pictures\transformed\roomBright_figureDark\T.JPG,gamma,1.183919177130397,contrast,1.148067131986519,sharpness,0.6066459737115999,2,16_T_gamma1.2_contrast1.1_sharpness0.61.jpg,16,T,1.1,1.2,0.61,0.0,0.0
2,6300.0,6462.0,3.064006864722442,20,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.757253526989004,contrast,0.9163522406353862,sharpness,1.190977308500671,0,21_1_gamma0.76_contrast0.92_sharpness1.2.jpg,21,1,0.92,0.76,1.2,0.0,0.0
3,6900.0,7041.0,3.3786238881298165,22,pictures\transformed\roomBright_figureDark\3.JPG,contrast,0.9895810549322518,sharpness,1.080428231392734,equalization,14.25758067038351,2,23_3_contrast0.99_sharpness1.1_equalization14.0.jpg,23,3,0.99,0.0,1.1,0.0,14.0
4,7500.0,7649.0,3.1157695504069927,24,pictures\transformed\roomBright_figureDark\P.JPG,gamma,0.481193047505953,sharpness,0.637953517809814,equalization,15.17199104885629,1,25_P_gamma0.48_sharpness0.64_equalization15.0.jpg,25,P,0.0,0.48,0.64,0.0,15.0
5,7800.0,7981.0,3.6959285021110433,25,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.812835147806808,contrast,1.104179569999536,brightness,28.6788230964243,2,26_2_gamma0.81_contrast1.1_brightness29.0.jpg,26,2,1.1,0.81,0.0,29.0,0.0
6,11100.0,11286.0,3.369732766419721,36,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.9939346505698128,contrast,1.152956635008324,brightness,21.87369757707274,2,37_E_gamma0.99_contrast1.2_brightness22.0.jpg,37,E,1.2,0.99,0.0,22.0,0.0
7,11400.0,11542.0,3.317009996832446,37,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.7487150416466667,contrast,0.8821450586812934,sharpness,0.9375850659728407,2,38_E_gamma0.75_contrast0.88_sharpness0.94.jpg,38,E,0.88,0.75,0.94,0.0,0.0
8,12300.0,12470.0,3.239577306541327,40,pictures\transformed\roomBright_figureDark\1.JPG,gamma,1.174387090299674,contrast,1.279359418032234,sharpness,0.6060615884034604,0,41_1_gamma1.2_contrast1.3_sharpness0.61.jpg,41,1,1.3,1.2,0.61,0.0,0.0
9,12900.0,13053.0,2.8995349480925094,42,pictures\transformed\roomBright_figureDark\P.JPG,gamma,0.9503157466245812,contrast,1.177640190438546,sharpness,0.6297278170001793,1,43_P_gamma0.95_contrast1.2_sharpness0.63.jpg,43,P,1.2,0.95,0.63,0.0,0.0
10,13200.0,13405.0,3.3425160612244373,43,pictures\transformed\roomBright_figureDark\C.JPG,gamma,1.036573211079276,contrast,1.259406828693264,sharpness,0.5152215559642096,1,44_C_gamma1.0_contrast1.3_sharpness0.52.jpg,44,C,1.3,1.0,0.52,0.0,0.0
11,14100.0,14253.0,2.4740273431512345,46,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.8443592480354287,contrast,0.788983886961951,sharpness,1.209691060494935,2,47_B_gamma0.84_contrast0.79_sharpness1.2.jpg,47,B,0.79,0.84,1.2,0.0,0.0
