trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S102_2_1,S102,2,1,G,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,,,,,,,M_2_10_G_filler_5_night_rain_empty_ORIG.jpg,Ignore,2026-01-08T15:25:58.262,1767853558.2629278,0.0,0,0,,,G,5,None,1,Correct Rejection,正解(スルー成功)
S102_2_2,S102,2,2,F,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,,,,,,,M_2_47_F_filler_3_night_sun_busy_ORIG.jpg,Ignore,2026-01-08T15:26:00.861,1767853560.8612454,2.5983176231384277,156,312,,,F,3,None,1,Correct Rejection,正解(スルー成功)
S102_2_3,S102,2,3,8,match,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,brightness,46.88,,,,,M_2_7_8_match_8_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Match,2026-01-08T15:26:03.455,1767853563.45508,5.192152261734009,312,623,2026-01-08T15:26:04.975,1.5200066566467285,8,8,t,1,Hit,正解(一致)
S102_2_4,S102,2,4,D,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,brightness,45.47,,,,,M_2_39_D_filler_7_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T15:26:06.043,1767853566.0433335,7.780405759811401,467,934,,,D,7,None,1,Correct Rejection,正解(スルー成功)
S102_2_5,S102,2,5,1,unmatch,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_2_13_1_unmatch_4_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Mismatch,2026-01-08T15:26:08.631,1767853568.631965,10.36903715133667,622,1244,2026-01-08T15:26:10.336,1.7040770053863525,1,4,b,1,Correct Rejection,正解(不一致)
S102_2_6,S102,2,6,L,filler,7,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_2_42_L_filler_7_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-08T15:26:11.235,1767853571.2355404,12.972612619400024,778,1557,,,L,7,None,1,Correct Rejection,正解(スルー成功)
S102_2_7,S102,2,7,R,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_2_2_R_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T15:26:13.839,1767853573.8392768,15.576349020004272,935,1869,,,R,0,None,1,Correct Rejection,正解(スルー成功)
S102_2_8,S102,2,8,3,match,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,brightness,35.62,,,,,M_2_46_3_match_3_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Match,2026-01-08T15:26:16.454,1767853576.45425,18.191322326660156,1091,2183,2026-01-08T15:26:18.300,1.8464062213897705,3,3,t,1,Hit,正解(一致)
S102_2_9,S102,2,9,B,filler,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_2_45_B_filler_8_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-08T15:26:19.038,1767853579.038408,20.775480270385742,1247,2493,,,B,8,None,1,Correct Rejection,正解(スルー成功)
S102_2_10,S102,2,10,A,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\1_night_sun_empty.jpg,brightness,46.88,,,,,M_2_31_A_filler_1_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T15:26:21.630,1767853581.6305764,23.367648601531982,1402,2804,,,A,1,None,1,Correct Rejection,正解(スルー成功)
S102_2_11,S102,2,11,3,unmatch,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,brightness,45.47,,,,,M_2_4_3_unmatch_2_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-08T15:26:24.230,1767853584.2303052,25.967377424240112,1558,3116,2026-01-08T15:26:25.700,1.4702186584472656,3,2,b,1,Correct Rejection,正解(不一致)
S102_2_12,S102,2,12,I,filler,8,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,,,,,,,M_2_32_I_filler_8_night_rain_busy_ORIG.jpg,Ignore,2026-01-08T15:26:26.821,1767853586.821808,28.55888032913208,1714,3427,,,I,8,None,1,Correct Rejection,正解(スルー成功)
S102_2_13,S102,2,13,7,match,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,,,,,,,M_2_15_7_match_7_night_sun_empty_ORIG.jpg,Match,2026-01-08T15:26:29.419,1767853589.4190707,31.156142950057983,1869,3739,2026-01-08T15:26:31.103,1.684427261352539,7,7,t,1,Hit,正解(一致)
S102_2_14,S102,2,14,S,filler,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_2_8_S_filler_0_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-08T15:26:32.016,1767853592.0166101,33.753682374954224,2025,4050,,,S,0,None,1,Correct Rejection,正解(スルー成功)
S102_2_15,S102,2,15,D,filler,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_2_6_D_filler_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-08T15:26:34.602,1767853594.6027687,36.33984088897705,2180,4361,,,D,6,None,1,Correct Rejection,正解(スルー成功)
S102_2_16,S102,2,16,4,match,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,brightness,45.47,,,,,M_2_9_4_match_4_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-08T15:26:37.200,1767853597.2005606,38.93763279914856,2336,4673,2026-01-08T15:26:39.050,1.8501307964324951,4,4,t,1,Hit,正解(一致)
S102_2_17,S102,2,17,E,filler,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\1_night_sun_empty.jpg,,,,,,,M_2_40_E_filler_1_night_sun_empty_ORIG.jpg,Ignore,2026-01-08T15:26:39.796,1767853599.7962258,41.53329801559448,2492,4984,,,E,1,None,1,Correct Rejection,正解(スルー成功)
S102_2_18,S102,2,18,C,filler,5,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,brightness,43.12,,,,,M_2_23_C_filler_5_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-08T15:26:42.395,1767853602.3952286,44.13230085372925,2648,5296,,,C,5,None,1,Correct Rejection,正解(スルー成功)
