frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
1500.0,1673,2.25628390658802,4.0,pictures\transformed\roomBright_figureDark\T.JPG,gamma,0.7100251403666621,contrast,0.7680669444054098,sharpness,0.9677875126201432,2.0,5_T_gamma0.71_contrast0.77_sharpness0.97.jpg,5.0,T,0.77,0.71,0.97,0.0,0.0
6600.0,6768,2.229897632026806,21.0,pictures\transformed\roomBright_figureDark\S.JPG,gamma,1.132517551588913,contrast,1.322303871142161,sharpness,0.4810854971774242,1.0,22_S_gamma1.1_contrast1.3_sharpness0.48.jpg,22.0,S,1.3,1.1,0.48,0.0,0.0
7500.0,7670,1.83137741784085,24.0,pictures\transformed\roomBright_figureDark\T.JPG,gamma,1.170655171964887,contrast,1.304491844743909,sharpness,0.4016272294132301,1.0,25_T_gamma1.2_contrast1.3_sharpness0.4.jpg,25.0,T,1.3,1.2,0.4,0.0,0.0
9000.0,9175,2.150587993924334,29.0,pictures\transformed\roomBright_figureDark\P.JPG,gamma,0.8844195090909015,contrast,0.7753072181590863,sharpness,0.9290514871506192,1.0,30_P_gamma0.88_contrast0.78_sharpness0.93.jpg,30.0,P,0.78,0.88,0.93,0.0,0.0
