,フレーム数,両眼.注視Z座標[mm]
0,786,3.472511598188738
1,1685,3.2762716029158816
2,7534,3.383819926638784
3,9197,3.3590976120175076
4,9506,3.2221581370770513
5,10393,2.874372668165173
6,10696,3.135071416926878
