,image_name
470,33_2_contrast0.96_gamma0.51_equalization16.0.jpg
1015,7_E_gamma0.52_contrast1.0_equalization19.0.jpg
1504,39_9_contrast1.0_gamma0.6_equalization21.0.jpg
1642,39_9_contrast1.0_gamma0.6_equalization21.0.jpg
1781,39_9_contrast1.0_gamma0.6_equalization21.0.jpg
1931,39_9_contrast1.0_gamma0.6_equalization21.0.jpg
