0,1
3_9_brightness17.0_contrast1.1.jpg,"[2.6964106437316984, 0.7568413934999159, 4]"
28_E_gamma0.92_sharpness0.96_equalization22.0.jpg,"[2.696860470998802, nan, 1]"
17_7_brightness30.0_contrast0.95_gamma0.93.jpg,"[2.699122342816161, nan, 1]"
18_2_sharpness0.41_contrast0.95_equalization17.0.jpg,"[2.701165122179213, 0.145805457895452, 4]"
34_3_brightness10.0_sharpness0.92.jpg,"[2.701190112408918, 1.0668377650021859, 2]"
32_2_contrast1.1_sharpness0.65_equalization5.8.jpg,"[2.7016420517774113, 0.6676770858770869, 2]"
33_S_sharpness0.43_gamma0.56_equalization8.5.jpg,"[2.701882908557325, nan, 1]"
46_8_sharpness0.46_brightness22.0_contrast0.89.jpg,"[2.704509459622692, nan, 1]"
29_S_contrast1.1_sharpness0.4_gamma0.5.jpg,"[2.704875220816567, nan, 1]"
17_9_contrast1.0_gamma1.0_sharpness0.25.jpg,"[2.713217597475772, 0.5074420975771935, 3]"
33_7_brightness14.0_sharpness0.99.jpg,"[2.713508466691917, 0.6507301784074645, 2]"
23_I_contrast1.0_gamma0.57_equalization29.0.jpg,"[2.716007738633757, nan, 1]"
24_8_sharpness0.38_brightness19.0.jpg,"[2.716019428469381, nan, 1]"
19_1_sharpness0.048_contrast0.91_gamma0.88.jpg,"[2.726850953044151, nan, 1]"
45_B_brightness19.0_gamma0.85_sharpness0.63.jpg,"[2.73019172830583, nan, 1]"
20_B_gamma0.97_contrast1.1.jpg,"[2.731101953522123, nan, 1]"
11_E_contrast0.82_gamma0.86.jpg,"[2.732038584192469, nan, 1]"
45_C_gamma1.0_contrast1.1_equalization27.0.jpg,"[2.735499295982714, 0.3540157517248526, 4]"
8_C_contrast0.87_gamma0.91_equalization25.0.jpg,"[2.743407100227533, nan, 1]"
38_E_contrast1.1_gamma1.0.jpg,"[2.745185029251429, nan, 1]"
14_P_gamma1.0_contrast0.85.jpg,"[2.7506873319608482, 0.585179107826985, 4]"
37_7_brightness3.0_gamma0.5_contrast0.97.jpg,"[2.754359804812881, nan, 1]"
19_1_sharpness0.89_brightness28.0_contrast1.0.jpg,"[2.7546430882462554, 0.31047379447728524, 4]"
38_S_sharpness0.1_contrast0.89_equalization18.0.jpg,"[2.756096889958092, nan, 1]"
12_C_contrast0.86_sharpness0.58_equalization32.0.jpg,"[2.756212537935354, nan, 1]"
2_C_contrast0.95_brightness28.0_sharpness0.69.jpg,"[2.756377253001974, nan, 1]"
33_8_gamma0.83_brightness5.9.jpg,"[2.757142808421854, 0.4303850053719045, 4]"
9_T_sharpness0.48_brightness28.0_contrast0.88.jpg,"[2.759250125494693, nan, 1]"
23_0_sharpness0.18_gamma1.0_brightness23.0.jpg,"[2.764824521629333, nan, 1]"
11_0_gamma0.74_sharpness0.97.jpg,"[2.764837409541422, nan, 1]"
6_8_contrast1.1_sharpness0.88_gamma0.53.jpg,"[2.766892988796712, nan, 1]"
30_3_contrast1.0_gamma0.52_sharpness0.34.jpg,"[2.769108231594582, nan, 1]"
42_B_brightness5.5_sharpness0.12_gamma0.59.jpg,"[2.771149901600004, nan, 1]"
47_E_gamma0.95_equalization14.0.jpg,"[2.775056296081861, nan, 1]"
18_T_gamma0.85_brightness6.9_sharpness0.81.jpg,"[2.780550716545764, nan, 1]"
22_E_contrast1.0_brightness11.0_sharpness0.79.jpg,"[2.787896830205215, nan, 1]"
34_B_contrast0.94_gamma0.92_equalization17.0.jpg,"[2.788395170180109, nan, 1]"
13_3_gamma0.96_contrast0.86_brightness21.0.jpg,"[2.790559515057194, nan, 1]"
7_S_contrast0.96_gamma0.57_equalization5.8.jpg,"[2.791022145513002, nan, 1]"
28_T_contrast0.85_equalization8.9.jpg,"[2.792069067358392, 0.16859877683335614, 4]"
14_P_gamma0.57_brightness19.0.jpg,"[2.7940686404100004, 0.706587869548341, 3]"
12_1_sharpness0.31_contrast0.96_equalization13.0.jpg,"[2.799380440501653, nan, 1]"
47_8_gamma0.85_sharpness0.6_equalization27.0.jpg,"[2.8000504938135187, 0.01674711847971216, 2]"
29_3_sharpness0.058_contrast1.1.jpg,"[2.80024908051996, nan, 1]"
30_2_gamma0.55_equalization19.0.jpg,"[2.8004248218528858, 0.4238788876648455, 4]"
8_I_brightness14.0_gamma0.87_contrast0.87.jpg,"[2.80125619992786, nan, 1]"
9_B_sharpness0.9_contrast1.0_equalization25.0.jpg,"[2.8028858828247576, 0.1847032869270961, 4]"
47_8_sharpness0.04_contrast0.81_equalization23.0.jpg,"[2.807220695948835, nan, 1]"
6_P_contrast0.87_gamma1.0_equalization15.0.jpg,"[2.808766295698206, nan, 1]"
5_B_sharpness0.064_gamma0.63_equalization30.0.jpg,"[2.809966432988348, nan, 1]"
45_2_gamma1.0_contrast1.1_sharpness0.31.jpg,"[2.8119066873594694, 0.6608123704628505, 2]"
34_9_contrast0.95_brightness9.2_gamma0.73.jpg,"[2.814187664078835, nan, 1]"
31_0_sharpness0.05_contrast1.2.jpg,"[2.8165661007151215, 0.18549694849003318, 4]"
26_S_sharpness0.18_contrast1.0_equalization19.0.jpg,"[2.81802725946576, nan, 1]"
2_7_gamma0.88_sharpness0.51_contrast0.99.jpg,"[2.819557106569137, nan, 1]"
42_9_gamma0.81_sharpness0.49_equalization12.0.jpg,"[2.822633922701729, nan, 1]"
4_0_gamma0.95_sharpness0.049_contrast1.0.jpg,"[2.825991093383172, nan, 1]"
29_S_brightness28.0_gamma0.87_contrast1.0.jpg,"[2.826531706393727, nan, 1]"
12_2_sharpness0.83_contrast1.1_equalization8.9.jpg,"[2.827905756459768, nan, 1]"
39_S_sharpness0.69_contrast1.2_equalization19.0.jpg,"[2.829730020108276, nan, 1]"
28_B_gamma0.69_brightness13.0_contrast0.86.jpg,"[2.830768536562665, nan, 1]"
16_T_gamma0.85_contrast0.86_equalization12.0.jpg,"[2.832292120695941, nan, 1]"
37_0_gamma1.0_brightness25.0_sharpness0.7.jpg,"[2.8368387105399075, 0.49720212295055266, 4]"
39_B_gamma1.0_sharpness0.064_equalization29.0.jpg,"[2.836948527807198, nan, 1]"
28_2_gamma0.98_sharpness0.49_equalization25.0.jpg,"[2.837459259695721, nan, 1]"
4_I_brightness4.3_contrast0.91_sharpness0.26.jpg,"[2.840025747801911, nan, 1]"
35_T_contrast1.0_gamma0.55_equalization6.8.jpg,"[2.843037582364489, nan, 1]"
43_1_contrast1.0_gamma0.84_equalization25.0.jpg,"[2.84346846935114, nan, 1]"
3_1_sharpness0.23_gamma0.99_equalization26.0.jpg,"[2.84438236665328, nan, 1]"
47_0_gamma0.91_sharpness0.12_brightness24.0.jpg,"[2.844563360051798, nan, 1]"
30_T_gamma0.78_equalization21.0.jpg,"[2.850269366131931, 0.3554318570192582, 2]"
14_1_contrast1.1_gamma0.94_brightness16.0.jpg,"[2.853465504311066, nan, 1]"
7_E_gamma0.52_contrast1.0_equalization19.0.jpg,"[2.857367288895267, nan, 1]"
4_9_sharpness0.9_contrast1.2_equalization30.0.jpg,"[2.861436536679934, nan, 1]"
17_Q_gamma1.1_brightness18.0_sharpness0.9.jpg,"[2.863829543525392, nan, 1]"
34_B_contrast1.1_sharpness0.32.jpg,"[2.8646955227637063, 0.13839269270773355, 4]"
38_B_brightness17.0_contrast1.0_sharpness0.68.jpg,"[2.864827644153841, nan, 1]"
34_S_contrast1.0_equalization31.0.jpg,"[2.865656620731612, nan, 1]"
16_C_brightness24.0_sharpness0.61_contrast1.2.jpg,"[2.867069418456865, nan, 1]"
20_I_contrast1.2_sharpness0.81_equalization5.2.jpg,"[2.867801437750539, nan, 1]"
36_I_sharpness0.71_brightness14.0_contrast1.1.jpg,"[2.867974171882607, nan, 1]"
34_C_brightness10.0_sharpness0.45_gamma1.1.jpg,"[2.8703922537980504, 0.39930540028877043, 3]"
16_1_sharpness0.68_gamma0.87_brightness28.0.jpg,"[2.871307958875346, nan, 1]"
12_C_gamma0.9_sharpness0.87.jpg,"[2.874089142881632, nan, 1]"
25_8_brightness3.6_sharpness0.12_contrast0.85.jpg,"[2.8779107585716073, 0.8684149332913871, 2]"
41_3_contrast0.87_brightness20.0_sharpness0.099.jpg,"[2.880434915938926, 0.24079621145049895, 4]"
32_2_sharpness0.82_gamma1.0_equalization14.0.jpg,"[2.88124471337523, nan, 1]"
46_B_contrast1.1_equalization29.0.jpg,"[2.881641161412924, nan, 1]"
19_3_contrast1.1_gamma0.98_brightness12.0.jpg,"[2.881789942164059, nan, 1]"
24_T_sharpness0.56_contrast0.98_equalization16.0.jpg,"[2.882400889120444, nan, 1]"
31_S_sharpness0.14_contrast0.93_brightness21.0.jpg,"[2.885270302454446, nan, 1]"
20_7_brightness5.6_contrast1.1_gamma1.1.jpg,"[2.890998282126724, nan, 1]"
25_P_sharpness0.37_brightness17.0.jpg,"[2.89142508766636, nan, 1]"
22_8_gamma0.69_brightness18.0_sharpness0.18.jpg,"[2.891758753493753, nan, 1]"
21_S_sharpness0.62_gamma0.99_equalization9.0.jpg,"[2.89199417585797, nan, 1]"
14_8_contrast0.93_gamma1.1_sharpness0.29.jpg,"[2.892626254660567, nan, 1]"
47_Q_sharpness0.28_brightness7.1_gamma1.0.jpg,"[2.89599908252081, nan, 1]"
3_C_brightness14.0_contrast0.94_sharpness0.32.jpg,"[2.897333943270866, nan, 1]"
18_8_sharpness0.68_brightness27.0_gamma1.0.jpg,"[2.89769974002212, nan, 1]"
45_C_sharpness0.8_equalization13.0.jpg,"[2.900448398367481, 0.39777584534299953, 4]"
29_2_sharpness0.65_gamma0.71_equalization31.0.jpg,"[2.90296139667501, nan, 1]"
22_B_contrast1.0_sharpness0.52_equalization22.0.jpg,"[2.903870735831779, 0.38265704970736353, 4]"
40_P_brightness26.0_sharpness0.049_gamma0.9.jpg,"[2.904227882840871, 0.490906668183139, 2]"
32_8_contrast1.0_brightness29.0_gamma0.68.jpg,"[2.90681211791187, nan, 1]"
39_C_contrast1.0_gamma0.56_sharpness0.099.jpg,"[2.908610843143046, nan, 1]"
30_Q_brightness18.0_gamma0.65_contrast1.1.jpg,"[2.909137839911863, nan, 1]"
31_9_sharpness0.083_contrast0.84_brightness21.0.jpg,"[2.90939241214907, nan, 1]"
43_0_contrast0.88_sharpness0.37_equalization9.9.jpg,"[2.90947404468413, nan, 1]"
5_1_contrast0.94_brightness15.0_gamma0.91.jpg,"[2.911165988000828, nan, 1]"
34_P_contrast0.91_brightness23.0_sharpness0.7.jpg,"[2.911675377763441, nan, 1]"
31_C_gamma0.93_sharpness0.89.jpg,"[2.917844372849813, nan, 1]"
39_S_brightness8.3_sharpness0.97_contrast1.1.jpg,"[2.918504383301018, 0.341329053043369, 4]"
23_3_brightness21.0_sharpness0.68_gamma1.1.jpg,"[2.921384547481826, nan, 1]"
30_2_brightness27.0_contrast1.2.jpg,"[2.9225727094470937, 0.10482152378730171, 2]"
25_9_contrast0.85_gamma0.66_sharpness0.3.jpg,"[2.922736195419001, nan, 1]"
4_2_gamma0.94_brightness5.6_sharpness0.12.jpg,"[2.928712957189287, nan, 1]"
7_T_contrast1.0_brightness21.0.jpg,"[2.928848752965227, nan, 1]"
26_8_contrast0.82_gamma1.0.jpg,"[2.929038897355177, nan, 1]"
17_9_brightness28.0_sharpness0.82_contrast1.1.jpg,"[2.92914144193853, nan, 1]"
11_8_gamma0.93_equalization5.0.jpg,"[2.930081139702393, nan, 1]"
42_8_gamma1.1_sharpness0.5_contrast0.99.jpg,"[2.9306933732965805, 0.4595549015879114, 2]"
36_T_sharpness0.8_contrast1.2.jpg,"[2.930786866566172, nan, 1]"
7_7_sharpness0.13_brightness15.0.jpg,"[2.931356405419214, nan, 1]"
16_B_sharpness0.47_equalization30.0.jpg,"[2.934303146774227, nan, 1]"
18_8_contrast0.91_sharpness0.64_brightness5.8.jpg,"[2.934407943188805, nan, 1]"
6_I_sharpness0.78_contrast0.93.jpg,"[2.934433889610212, nan, 1]"
22_0_sharpness0.068_gamma0.79_equalization29.0.jpg,"[2.934465522714968, nan, 1]"
25_3_gamma0.58_sharpness0.85_equalization15.0.jpg,"[2.935216484144949, nan, 1]"
21_2_sharpness0.099_equalization17.0.jpg,"[2.93560485152085, nan, 1]"
6_0_gamma0.54_contrast0.88.jpg,"[2.939521718288167, nan, 1]"
19_C_sharpness0.73_brightness20.0.jpg,"[2.939833595925518, 0.40454039672094866, 4]"
11_7_brightness23.0_sharpness0.15.jpg,"[2.941303034616197, nan, 1]"
43_I_contrast0.92_sharpness0.65_equalization9.8.jpg,"[2.942837968299737, nan, 1]"
22_S_brightness18.0_gamma0.81_sharpness0.073.jpg,"[2.944005110499812, nan, 1]"
35_P_sharpness0.83_gamma0.78_equalization14.0.jpg,"[2.9448552770854906, 0.6342881478398599, 3]"
32_3_brightness2.4_sharpness0.36.jpg,"[2.947771916348622, nan, 1]"
35_B_brightness5.0_sharpness0.97_contrast0.87.jpg,"[2.9479085347560523, 0.2765729215006854, 4]"
17_2_contrast0.98_equalization10.0.jpg,"[2.949096586173261, nan, 1]"
1_Q_gamma0.69_contrast1.0_sharpness0.39.jpg,"[2.9500908598394844, 0.16845559712138924, 4]"
19_8_contrast1.1_sharpness0.16_equalization25.0.jpg,"[2.950095670237479, nan, 1]"
15_3_contrast0.91_brightness24.0.jpg,"[2.950461194870751, nan, 1]"
32_T_brightness1.1_contrast1.1.jpg,"[2.950875731541819, nan, 1]"
3_B_contrast1.1_equalization18.0.jpg,"[2.954799570260268, nan, 1]"
11_P_contrast1.1_gamma0.9_equalization20.0.jpg,"[2.954972342086886, nan, 1]"
13_S_brightness6.9_gamma1.0_sharpness1.0.jpg,"[2.955762479406844, nan, 1]"
34_T_sharpness0.12_contrast1.2_equalization30.0.jpg,"[2.955862575323124, nan, 1]"
