,day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2023-09-02,12:09:24.308537,f,1.819841146469116,1.7097663879394531,1_E_brightness3.2_sharpness0.81_contrast1.2.jpg,2,1,E,1.2,0.0,0.81,3.2,0.0,300,189,2.289772772148336,0,pictures\transformed\roomBright_figureDark\E.JPG,brightness,3.244651821427589,sharpness,0.805581835575005,contrast,1.188631524879493,2,1_E_brightness3.2_sharpness0.81_contrast1.2.jpg,1,E,1.2,0.0,0.81,3.2,0.0
1,2023-09-02,12:09:51.683720,t,29.17942523956299,1.50482177734375,12_Q_sharpness0.68_brightness3.6_gamma1.0.jpg,4,12,Q,0.0,1.0,0.68,3.6,0.0,3300,3461,2.167892332378741,10,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.7152670351887903,contrast,1.133919516201442,equalization,8.877611267925197,0,11_7_gamma0.72_contrast1.1_equalization8.9.jpg,11,7,1.1,0.72,0.0,0.0,8.9
2,2023-09-02,12:10:06.280107,f,43.79141187667847,1.1412651538848877,18_P_contrast0.82_brightness8.7_gamma0.99.jpg,4,18,P,0.82,0.99,0.0,8.7,0.0,5100,5223,2.039982418053025,16,pictures\transformed\roomBright_figureDark\Q.JPG,gamma,1.075955565850838,brightness,17.72281180267779,sharpness,0.9006478280501004,2,17_Q_gamma1.1_brightness18.0_sharpness0.9.jpg,17,Q,0.0,1.1,0.9,18.0,0.0
3,2023-09-02,12:10:11.202328,t,48.71363234519959,1.1127912998199463,20_S_contrast0.96_sharpness0.48_gamma0.89.jpg,4,20,S,0.96,0.89,0.48,0.0,0.0,5700,5813,2.0765862591664144,18,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.2543903094747748,gamma,0.9962956167247664,equalization,8.779720826951241,0,19_2_sharpness0.25_gamma1.0_equalization8.8.jpg,19,2,0.0,1.0,0.25,0.0,8.8
4,2023-09-02,12:10:23.635191,t,61.14649510383606,1.0031421184539795,25_J_gamma1.1_sharpness0.81_brightness0.34.jpg,2,25,J,0.0,1.1,0.81,0.34,0.0,7200,7319,1.9918123356076995,23,pictures\transformed\roomBright_figureDark\8.JPG,gamma,1.01866981742211,sharpness,0.6086267934091425,equalization,14.66634094746755,0,24_8_gamma1.0_sharpness0.61_equalization15.0.jpg,24,8,0.0,1.0,0.61,0.0,15.0
5,2023-09-02,12:10:26.315655,f,63.82695984840393,1.1578736305236816,26_9_contrast0.81_gamma1.0_sharpness0.76.jpg,4,26,9,0.81,1.0,0.76,0.0,0.0,7500,7624,2.054546215101844,24,pictures\transformed\roomBright_figureDark\J.JPG,gamma,1.054912405355316,sharpness,0.8131197321662251,brightness,0.3385597219927039,2,25_J_gamma1.1_sharpness0.81_brightness0.34.jpg,25,J,0.0,1.1,0.81,0.34,0.0
6,2023-09-02,12:10:36.272500,t,73.76804828643799,1.0974137783050537,30_T_contrast0.85_sharpness0.96_equalization17.0.jpg,2,30,T,0.85,0.0,0.96,0.0,17.0,8700,8841,2.1362209078014973,28,pictures\transformed\roomBright_figureDark\9.JPG,contrast,0.9933177038872048,gamma,0.8544883545612897,equalization,5.661000640690036,0,29_9_contrast0.99_gamma0.85_equalization5.7.jpg,29,9,0.99,0.85,0.0,0.0,5.7
7,2023-09-02,12:10:38.748482,f,76.24433422088623,1.0651068687438965,31_S_gamma0.85_brightness9.0_sharpness0.85.jpg,4,31,S,0.0,0.85,0.85,9.0,0.0,9000,9126,1.9891113832781773,29,pictures\transformed\roomBright_figureDark\T.JPG,contrast,0.8468494786992087,sharpness,0.9610954934516754,equalization,16.86309008619175,2,30_T_contrast0.85_sharpness0.96_equalization17.0.jpg,30,T,0.85,0.0,0.96,0.0,17.0
8,2023-09-02,12:10:46.180590,f,83.69189429283142,1.0830450057983398,34_B_contrast0.94_gamma0.92_equalization17.0.jpg,2,34,B,0.94,0.92,0.0,0.0,17.0,9900,10033,1.8290571603928567,32,pictures\transformed\roomBright_figureDark\7.JPG,brightness,11.76122235107189,contrast,0.9085741991067589,gamma,0.7793851868353484,2,33_7_brightness12.0_contrast0.91_gamma0.78.jpg,33,7,0.91,0.78,0.0,12.0,0.0
9,2023-09-02,12:10:48.829485,f,86.3407895565033,1.1773817539215088,35_I_sharpness0.32_brightness14.0_contrast1.1.jpg,4,35,I,1.1,0.0,0.32,14.0,0.0,10200,10326,2.028009779007098,33,pictures\transformed\roomBright_figureDark\B.JPG,contrast,0.943405168231533,gamma,0.9222358900147568,equalization,17.19782374839944,2,34_B_contrast0.94_gamma0.92_equalization17.0.jpg,34,B,0.94,0.92,0.0,0.0,17.0
10,2023-09-02,12:11:13.741705,f,111.25300931930542,1.1609551906585691,45_S_gamma0.83_brightness26.0_sharpness0.062.jpg,4,45,S,0.0,0.83,0.062,26.0,0.0,13200,13314,1.8525085726042507,43,pictures\transformed\roomBright_figureDark\P.JPG,brightness,2.566814630992477,gamma,0.5127126269723349,sharpness,0.5704245283976578,2,44_P_brightness2.6_gamma0.51_sharpness0.57.jpg,44,P,0.0,0.51,0.57,2.6,0.0
