trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S03_5_1,S03,5,1,D,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_40_D_filler_3_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:09.282,0.0,0,0,,,D,3,None,1,Correct Rejection,正解(スルー成功),0,4.166,4.298,4.232,19768.02,0.050586755780295645,4.439666666666667,4.30025,4.369958333333333,,0.0,,
S03_5_2,S03,5,2,4,unmatch,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\1_day_sun_empty.jpg,,,,,,,M_5_22_4_unmatch_1_day_sun_empty_ORIG.jpg,Mismatch,2026-01-06T16:48:11.810,2.52829384803772,152,303,,,4,1,None,0,Omission,無反応(不正解),303,4.228,4.488,4.3580000000000005,14759.574,0.06775263296894612,4.783575000000001,4.3452,4.5643875000000005,,0.0,,
S03_5_3,S03,5,3,P,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\3_day_rain_empty.jpg,,,,,,,M_5_43_P_filler_3_day_rain_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:14.305,5.023366689682007,301,603,2026-01-06 16:48:15.468090,1.1621580123901367,P,3,b,0,False Alarm,お手つき(スルー失敗),603,4.267,4.414,4.3405000000000005,11385.679,0.08782963229509633,4.266,4.3822,4.3241,,0.0,1.957663567685239,693.0
S03_5_4,S03,5,4,L,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_5_10_L_filler_9_day_rain_empty_MODEL.jpg,Ignore,2026-01-06T16:48:16.810,7.528158664703369,452,903,,,L,9,None,1,Correct Rejection,正解(スルー成功),903,4.463,4.371,4.417,186.192,5.37080003437312,4.5366,4.372533333333334,4.454566666666667,238.075,4.014597899248778,4.014597899248778,904.0
S03_5_5,S03,5,5,5,match,5,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,,,,,,,M_5_3_5_match_5_day_rain_busy_MODEL.jpg,Match,2026-01-06T16:48:19.297,10.014652490615845,601,1202,,,5,5,None,0,Omission,無反応(不正解),1202,4.041,3.915,3.978,6794.161,0.14718520800434373,4.0368,3.9008000000000003,3.9688000000000003,,0.0,,
S03_5_6,S03,5,6,A,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,,,,,,,M_5_29_A_filler_6_day_rain_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:21.791,12.509119272232056,751,1501,2026-01-06 16:48:23.092609,1.3009250164031982,A,6,t,0,False Alarm,お手つき(スルー失敗),1501,3.678,3.815,3.7465,5127.449,0.19502875601493064,3.7750999999999997,3.7364000000000006,3.75575,,0.0,4.749962262734461,1718.0
S03_5_7,S03,5,7,F,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\8_day_sun_empty.jpg,,,,,,,M_5_39_F_filler_8_day_sun_empty_MODEL.jpg,Ignore,2026-01-06T16:48:24.306,15.02424383163452,901,1803,,,F,8,None,1,Correct Rejection,正解(スルー成功),1803,3.975,4.16,4.0675,174.632,5.72632736268267,3.9864000000000006,4.140000000000001,4.0632,174.5352,5.737615072367326,5.785989722620994,1814.0
S03_5_8,S03,5,8,5,match,5,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,,,,,,,M_5_7_5_match_5_day_rain_busy_BRIGHTONLY.jpg,Match,2026-01-06T16:48:26.809,17.52669644355774,1052,2103,,,5,5,None,0,Omission,無反応(不正解),2103,3.877,3.77,3.8235,10385.854,0.09628481201449587,3.8722000000000003,3.7872,3.8297,,0.0,,
S03_5_9,S03,5,9,G,filler,3,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_11_G_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:48:29.290,20.00796866416931,1200,2401,2026-01-06 16:48:30.400031,1.109497308731079,G,3,t,0,False Alarm,お手つき(スルー失敗),2401,,,,,,4.113733333333333,2.6757,3.3947166666666666,,0.0,,
S03_5_10,S03,5,10,S,filler,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\1_day_rain_busy.jpg,,,,,,,M_5_30_S_filler_1_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:48:31.804,22.521509885787964,1351,2703,,,S,1,None,1,Correct Rejection,正解(スルー成功),2703,4.17,4.228,4.199,10516.34,0.09509011690378973,4.173,4.1232,4.1480999999999995,,0.0,6.446837832036256,2801.0
S03_5_11,S03,5,11,T,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\6_day_sun_empty.jpg,,,,,,,M_5_17_T_filler_6_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:34.295,25.0133593082428,1501,3002,2026-01-06 16:48:35.728694,1.432769775390625,T,6,b,0,False Alarm,お手つき(スルー失敗),3002,4.292,4.33,4.311,176.073,5.6794624956694095,4.2956,4.2653,4.28045,174.81659999999997,5.699951264590953,5.699951264590953,3003.0
S03_5_12,S03,5,12,7,unmatch,0,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_5_45_7_unmatch_0_day_rain_busy_ORIG.jpg,Mismatch,2026-01-06T16:48:36.809,27.526436805725098,1652,3303,,,7,0,None,0,Omission,無反応(不正解),3303,3.817,3.85,3.8335,9889.647,0.10111584366964765,3.8274,3.7410000000000005,3.7842000000000002,,0.0,,
S03_5_13,S03,5,13,T,filler,6,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\6_day_sun_busy.jpg,,,,,,,M_5_27_T_filler_6_day_sun_busy_MODEL.jpg,Ignore,2026-01-06T16:48:39.309,30.027090549468998,1802,3603,2026-01-06 16:48:40.544188,1.234532117843628,T,6,b,0,False Alarm,お手つき(スルー失敗),3603,,2.432,,,,3.395777777777778,3.8873599999999997,3.641568888888889,,0.0,,
S03_5_14,S03,5,14,S,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\4_day_sun_busy.jpg,,,,,,,M_5_36_S_filler_4_day_sun_busy_ORIG.jpg,Ignore,2026-01-06T16:48:41.795,32.51248574256897,1951,3901,,,S,4,None,1,Correct Rejection,正解(スルー成功),3901,4.214,4.297,4.2555,253.202,3.9494158813911424,4.2333,4.2933,4.2633,254.92299999999994,3.9232629561588177,6.777423308036193,3927.0
S03_5_15,S03,5,15,0,match,0,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\0_day_sun_empty.jpg,,,,,,,M_5_16_0_match_0_day_sun_empty_MODEL.jpg,Match,2026-01-06T16:48:44.280,34.99753427505493,2100,4200,,,0,0,None,0,Omission,無反応(不正解),4200,4.252,4.232,4.242,1152.095,0.8679839770157842,4.2356,4.205,4.2203,1121.8572,0.0,2.4287094161131852,4221.0
S03_5_16,S03,5,16,S,filler,3,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_26_S_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:48:46.809,37.52658128738403,2252,4503,2026-01-06 16:48:48.111080,1.301933765411377,S,3,t,0,False Alarm,お手つき(スルー失敗),4503,4.196,4.274,4.234999999999999,10019.553,0.0998048515737179,4.1446,4.2032,4.1739,,0.0,,
S03_5_17,S03,5,17,E,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_5_13_E_filler_9_day_rain_empty_MODEL.jpg,Ignore,2026-01-06T16:48:49.312,40.02950167655945,2402,4804,,,E,9,None,1,Correct Rejection,正解(スルー成功),4804,4.121,4.094,4.1075,10214.233,0.09790260316168624,4.0914,4.1922,4.1418,,0.0,4.731355610249304,5003.0
