trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S03_5_1,S03,5,1,D,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_40_D_filler_3_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:09.282,0.0,0,0,,,D,3,None,1,Correct Rejection,正解(スルー成功),0,3.784,3.629,3.7065,10123.016,0.09878478903915593,3.7898333333333336,3.6399166666666667,3.714875,,0.0,,
S03_5_2,S03,5,2,4,unmatch,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\1_day_sun_empty.jpg,,,,,,,M_5_22_4_unmatch_1_day_sun_empty_ORIG.jpg,Mismatch,2026-01-06T16:48:11.810,2.52829384803772,152,303,,,4,1,None,0,Omission,無反応(不正解),303,4.123,4.233,4.178,12797.182,0.07814220349448808,4.1449,4.2284,4.18665,,0.0,,
S03_5_3,S03,5,3,P,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\3_day_rain_empty.jpg,,,,,,,M_5_43_P_filler_3_day_rain_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:14.305,5.023366689682007,301,603,2026-01-06 16:48:15.468090,1.1621580123901367,P,3,b,0,False Alarm,お手つき(スルー失敗),603,4.598,4.549,4.5735,19179.034,0.052140269421285766,4.5587,4.5317,4.5451999999999995,,0.0,1.6478346628612672,726.0
S03_5_4,S03,5,4,L,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_5_10_L_filler_9_day_rain_empty_MODEL.jpg,Ignore,2026-01-06T16:48:16.810,7.528158664703369,452,903,,,L,9,None,1,Correct Rejection,正解(スルー成功),903,4.628,4.696,4.662,19758.622,0.05061081688793884,4.6464,4.7112,4.6788,,0.0,,
S03_5_5,S03,5,5,5,match,5,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,,,,,,,M_5_3_5_match_5_day_rain_busy_MODEL.jpg,Match,2026-01-06T16:48:19.297,10.014652490615845,601,1202,,,5,5,None,0,Omission,無反応(不正解),1202,4.825,4.942,4.8835,19769.211,0.05058370817125681,4.78,4.9434,4.8617,,0.0,,
S03_5_6,S03,5,6,A,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,,,,,,,M_5_29_A_filler_6_day_rain_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:21.791,12.509119272232056,751,1501,2026-01-06 16:48:23.092609,1.3009250164031982,A,6,t,0,False Alarm,お手つき(スルー失敗),1501,4.47,4.724,4.5969999999999995,14711.628,0.06797344250411987,4.4732,4.736800000000001,4.605,,0.0,,
S03_5_7,S03,5,7,F,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\8_day_sun_empty.jpg,,,,,,,M_5_39_F_filler_8_day_sun_empty_MODEL.jpg,Ignore,2026-01-06T16:48:24.306,15.02424383163452,901,1803,,,F,8,None,1,Correct Rejection,正解(スルー成功),1803,5.049,4.668,4.8585,5196.165,0.1924496239053225,4.361,4.6983999999999995,4.5297,,0.0,2.274576920585373,2042.0
S03_5_8,S03,5,8,5,match,5,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,,,,,,,M_5_7_5_match_5_day_rain_busy_BRIGHTONLY.jpg,Match,2026-01-06T16:48:26.809,17.52669644355774,1052,2103,,,5,5,None,0,Omission,無反応(不正解),2103,4.307,4.378,4.3425,224.483,4.4546803098675625,4.309200000000001,4.334999999999999,4.3221,227.7666,4.37317024306911,4.391270878533966,2106.0
S03_5_9,S03,5,9,G,filler,3,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_11_G_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:48:29.290,20.00796866416931,1200,2401,2026-01-06 16:48:30.400031,1.109497308731079,G,3,t,0,False Alarm,お手つき(スルー失敗),2401,4.208,4.089,4.1485,10501.27,0.09522657735683399,4.2268,4.0814,4.1541,,0.0,,
S03_5_10,S03,5,10,S,filler,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\1_day_rain_busy.jpg,,,,,,,M_5_30_S_filler_1_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:48:31.804,22.521509885787964,1351,2703,,,S,1,None,1,Correct Rejection,正解(スルー成功),2703,3.909,4.264,4.0865,10047.015,0.09953205006661182,3.8965999999999994,4.179,4.0378,,0.0,,
