day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,12:06:42.020588,t,6.444851875305176,1.3483214378356934,3_B_contrast0.9_sharpness0.61_equalization7.7.jpg,4,3,B,0.9,0,0.61,0,7.7
2023-09-02,12:06:51.929007,t,16.353270053863525,1.1901874542236328,7_1_brightness29.0_gamma0.75_contrast1.1.jpg,4,7,1,1.1,0.75,0,29.0,0
2023-09-02,12:07:04.503383,f,28.92764639854431,1.270071506500244,12_0_gamma1.1_contrast1.2_equalization14.0.jpg,4,12,0,1.2,1.1,0,0,14.0
2023-09-02,12:07:26.797136,f,51.22139930725098,1.1280877590179443,21_1_sharpness0.47_brightness25.0_contrast1.1.jpg,4,21,1,1.1,0,0.47,25.0,0
2023-09-02,12:07:34.446246,f,58.87050914764404,1.1990578174591064,24_Q_gamma1.1_contrast0.84_equalization18.0.jpg,4,24,Q,0.84,1.1,0,0,18.0
2023-09-02,12:08:14.574208,f,98.99748539924622,1.3204872608184814,40_C_contrast1.1_brightness20.0_sharpness0.58.jpg,1,40,C,1.1,0,0.58,20.0,0
2023-09-02,12:08:17.246414,f,101.67067742347716,1.5043938159942627,41_7_gamma0.97_contrast1.1_equalization25.0.jpg,0,41,7,1.1,0.97,0,0,25.0
2023-09-02,12:08:19.347980,t,103.77124381065369,1.0807263851165771,42_S_contrast0.94_sharpness0.22_equalization21.0.jpg,4,42,S,0.94,0,0.22,0,21.0
2023-09-02,12:08:31.844645,t,116.2689082622528,1.112717866897583,47_0_gamma0.91_sharpness0.12_brightness24.0.jpg,2,47,0,0,0.91,0.12,24.0,0
2023-09-02,12:08:34.666969,f,119.09123229980467,1.463267803192139,48_Q_brightness0.042_contrast0.97_gamma0.97.jpg,4,48,Q,0.97,0.97,0,0.042,0
