day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,12:00:50.297540,f,2.1803672313690186,2.085194826126098,1_B_brightness7.6_sharpness0.91_contrast1.1.jpg,2,1,B,1.1,0,0.91,7.6,0
2023-09-02,12:01:14.459101,t,26.341928005218502,1.177734375,11_B_contrast0.89_gamma0.74_equalization25.0.jpg,4,11,B,0.89,0.74,0,0,25.0
2023-09-02,12:01:27.564226,f,39.43165421485901,1.7884032726287842,16_B_contrast1.1_brightness25.0_gamma0.8.jpg,4,16,B,1.1,0.8,0,25.0,0
2023-09-02,12:01:31.941400,t,43.80846524238586,1.115825891494751,18_2_contrast1.1_sharpness0.98_equalization28.0.jpg,0,18,2,1.1,0,0.98,0,28.0
2023-09-02,12:01:34.402133,t,46.269367694854736,1.0711233615875244,19_9_gamma0.93_contrast0.84_sharpness0.86.jpg,0,19,9,0.84,0.93,0.86,0,0
2023-09-02,12:01:36.766075,t,48.64687418937683,0.9551081657409668,20_0_brightness16.0_sharpness0.9_contrast1.1.jpg,0,20,0,1.1,0,0.9,16.0,0
2023-09-02,12:01:39.312811,f,51.19563794136048,1.0242323875427246,21_7_contrast1.2_gamma0.76_brightness9.9.jpg,4,21,7,1.2,0.76,0,9.9,0
2023-09-02,12:01:39.660240,t,51.54306721687317,1.37166166305542,21_7_contrast1.2_gamma0.76_brightness9.9.jpg,4,21,7,1.2,0.76,0,9.9,0
2023-09-02,12:01:47.098679,f,58.98150610923767,1.326880693435669,24_S_brightness15.0_gamma0.98_sharpness0.0075.jpg,2,24,S,0,0.98,0.0075,15.0,0
2023-09-02,12:01:49.527268,f,61.41009473800659,1.2366459369659424,25_8_contrast1.0_sharpness0.076_equalization13.0.jpg,4,25,8,1.0,0,0.076,0,13.0
2023-09-02,12:01:54.478596,t,66.3614227771759,1.1887638568878174,27_2_sharpness0.13_contrast0.88_equalization26.0.jpg,4,27,2,0.88,0,0.13,0,26.0
2023-09-02,12:02:12.105816,f,83.9886429309845,1.3339924812316897,34_P_brightness19.0_contrast1.2_gamma0.62.jpg,4,34,P,1.2,0.62,0,19.0,0
2023-09-02,12:02:21.935459,f,93.81828546524048,1.162344217300415,38_E_gamma0.65_contrast1.0_brightness16.0.jpg,4,38,E,1.0,0.65,0,16.0,0
