day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,12:09:24.308537,f,1.819841146469116,1.7097663879394531,1_E_brightness3.2_sharpness0.81_contrast1.2.jpg,2,1,E,1.2,0,0.81,3.2,0
2023-09-02,12:09:51.683720,t,29.17942523956299,1.50482177734375,12_Q_sharpness0.68_brightness3.6_gamma1.0.jpg,4,12,Q,0,1.0,0.68,3.6,0
2023-09-02,12:10:06.280107,f,43.79141187667847,1.1412651538848877,18_P_contrast0.82_brightness8.7_gamma0.99.jpg,4,18,P,0.82,0.99,0,8.7,0
2023-09-02,12:10:11.202328,t,48.71363234519959,1.1127912998199463,20_S_contrast0.96_sharpness0.48_gamma0.89.jpg,4,20,S,0.96,0.89,0.48,0,0
2023-09-02,12:10:23.635191,t,61.14649510383606,1.0031421184539795,25_J_gamma1.1_sharpness0.81_brightness0.34.jpg,2,25,J,0,1.1,0.81,0.34,0
2023-09-02,12:10:26.315655,f,63.82695984840393,1.1578736305236816,26_9_contrast0.81_gamma1.0_sharpness0.76.jpg,4,26,9,0.81,1.0,0.76,0,0
2023-09-02,12:10:36.272500,t,73.76804828643799,1.0974137783050537,30_T_contrast0.85_sharpness0.96_equalization17.0.jpg,2,30,T,0.85,0,0.96,0,17.0
2023-09-02,12:10:38.748482,f,76.24433422088623,1.0651068687438965,31_S_gamma0.85_brightness9.0_sharpness0.85.jpg,4,31,S,0,0.85,0.85,9.0,0
2023-09-02,12:10:46.180590,f,83.69189429283142,1.0830450057983398,34_B_contrast0.94_gamma0.92_equalization17.0.jpg,2,34,B,0.94,0.92,0,0,17.0
2023-09-02,12:10:48.829485,f,86.3407895565033,1.1773817539215088,35_I_sharpness0.32_brightness14.0_contrast1.1.jpg,4,35,I,1.1,0,0.32,14.0,0
2023-09-02,12:11:13.741705,f,111.25300931930542,1.1609551906585691,45_S_gamma0.83_brightness26.0_sharpness0.062.jpg,4,45,S,0,0.83,0.062,26.0,0
