,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,1200,1395,2.7921805140395324,3,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.9516414218683482,sharpness,0.048660896206421,contrast,1.038503460362612,0,4_0_gamma0.95_sharpness0.049_contrast1.0.jpg,4,0,1.0,0.95,0.049,0.0,0.0
1,1800,1925,2.6994633167198505,5,pictures\transformed\roomBright_figureDark\P.JPG,contrast,0.8679107008011478,gamma,1.009929987814496,equalization,14.80288338786353,1,6_P_contrast0.87_gamma1.0_equalization15.0.jpg,6,P,0.87,1.0,0.0,0.0,15.0
