trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S104_4_1,S104,4,1,E,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_4_1_E_filler_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-09T12:43:28.960,1767930208.9608388,0.0,0,0,,,E,4,None,1,Correct Rejection,正解(スルー成功)
S104_4_2,S104,4,2,6,unmatch,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,,,,,,,M_4_26_6_unmatch_3_night_rain_empty_ORIG.jpg,Mismatch,2026-01-09T12:43:31.546,1767930211.5468707,2.586031913757324,155,310,2026-01-09T12:43:32.911,1.364225149154663,6,3,b,1,Correct Rejection,正解(不一致)
S104_4_3,S104,4,3,P,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,,,,,,,M_4_44_P_filler_3_night_rain_busy_ORIG.jpg,Ignore,2026-01-09T12:43:34.130,1767930214.1305578,5.169718980789185,310,620,,,P,3,None,1,Correct Rejection,正解(スルー成功)
S104_4_4,S104,4,4,I,filler,1,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_4_18_I_filler_1_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-09T12:43:36.718,1767930216.7187407,7.757901906967163,465,931,,,I,1,None,1,Correct Rejection,正解(スルー成功)
S104_4_5,S104,4,5,4,unmatch,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,brightness,45.47,,,,,M_4_7_4_unmatch_8_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-09T12:43:39.306,1767930219.3061109,10.345272064208984,621,1241,2026-01-09T12:43:40.818,1.5126001834869385,4,8,b,1,Correct Rejection,正解(不一致)
S104_4_6,S104,4,6,C,filler,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_4_2_C_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-09T12:43:41.889,1767930221.8893487,12.928509950637817,776,1551,,,C,7,None,1,Correct Rejection,正解(スルー成功)
S104_4_7,S104,4,7,8,match,8,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,,,,,,,M_4_19_8_match_8_night_sun_busy_ORIG.jpg,Match,2026-01-09T12:43:44.484,1767930224.4840372,15.523198366165161,931,1863,2026-01-09T12:43:45.654,1.1703777313232422,8,8,t,1,Hit,正解(一致)
S104_4_8,S104,4,8,G,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,brightness,43.12,,,,,M_4_15_G_filler_9_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-09T12:43:47.079,1767930227.0790076,18.118168830871582,1087,2174,,,G,9,None,1,Correct Rejection,正解(スルー成功)
S104_4_9,S104,4,9,T,filler,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_4_33_T_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-09T12:43:49.661,1767930229.6616216,20.700782775878906,1242,2484,,,T,7,None,1,Correct Rejection,正解(スルー成功)
S104_4_10,S104,4,10,A,filler,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_24_A_filler_0_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-09T12:43:52.247,1767930232.2474253,23.28658652305603,1397,2794,,,A,0,None,1,Correct Rejection,正解(スルー成功)
