,Unnamed: 0,image_name,diopter,average_diopter,grid_number
0,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
1,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
2,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
3,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
4,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
5,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
6,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
7,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
8,157,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
9,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
10,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
11,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
12,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
13,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
14,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
15,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
16,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
17,233,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
18,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
19,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
20,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
21,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
22,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
23,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
24,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
25,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
26,309,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
27,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
28,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
29,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
30,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
31,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
32,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
33,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
34,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
35,398,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
36,421,16_1_contrast0.92_gamma0.86_equalization16.0.jpg,3.47635486122048,3.2308369628233544,1
37,425,26_P_contrast0.82_gamma0.51_equalization13.0.jpg,4.056394611445817,3.2308369628233544,1
38,442,44_0_sharpness0.076_contrast0.81_equalization21.0.jpg,2.761933125247025,3.2308369628233544,1
39,446,23_1_sharpness0.96_contrast0.9_equalization20.0.jpg,3.015448141473489,3.2308369628233544,1
40,449,41_I_gamma0.95_contrast0.82_equalization19.0.jpg,3.075499346562828,3.2308369628233544,1
41,519,1_C_gamma0.72_contrast0.91_equalization15.0.jpg,2.765697366804285,3.2308369628233544,1
42,528,36_E_sharpness0.55_contrast0.92_equalization14.0.jpg,2.81377307439596,3.2308369628233544,1
43,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
44,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
45,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
46,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
47,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
48,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
49,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
50,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
51,538,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
52,562,14_7_contrast0.91_sharpness0.87_equalization15.0.jpg,2.688353698704804,3.2308369628233544,1
53,577,26_0_sharpness0.88_contrast0.89_equalization14.0.jpg,3.16180034705537,3.2308369628233544,1
54,616,38_B_gamma1.0_contrast0.83_equalization15.0.jpg,2.972236583159309,3.2308369628233544,1
55,648,25_8_contrast0.84_gamma0.9_equalization21.0.jpg,2.990506482532459,3.2308369628233544,1
56,660,29_E_contrast0.89_sharpness0.5_equalization18.0.jpg,2.417935399156845,3.2308369628233544,1
57,663,38_S_sharpness0.1_contrast0.89_equalization18.0.jpg,2.756096889958092,3.2308369628233544,1
58,698,28_1_contrast0.91_sharpness0.75_equalization22.0.jpg,3.332149174640242,3.2308369628233544,1
59,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
60,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
61,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
62,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
63,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
64,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
65,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
66,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
67,705,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
68,735,30_T_contrast0.85_sharpness0.96_equalization17.0.jpg,3.147793889075252,3.2308369628233544,1
69,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
70,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
71,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
72,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
73,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
74,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
75,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
76,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
77,775,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
78,933,22_8_contrast0.8_sharpness0.95_equalization20.0.jpg,3.125868556933866,3.2308369628233544,1
79,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
80,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
81,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
82,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
83,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
84,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
85,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
86,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
87,1001,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
88,1044,7_3_contrast0.91_equalization14.0.jpg,3.132781846297094,3.2308369628233544,1
89,1091,35_I_contrast0.91_sharpness0.51_equalization21.0.jpg,3.251395177911713,3.2308369628233544,1
90,1094,22_T_sharpness0.19_contrast0.85_equalization17.0.jpg,3.491378942612038,3.2308369628233544,1
91,1105,6_P_contrast0.87_gamma1.0_equalization15.0.jpg,2.808766295698206,3.2308369628233544,1
92,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.192357681623328,3.2308369628233544,1
93,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.100367789826563,3.2308369628233544,1
94,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.074410897817122,3.2308369628233544,1
95,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.774627381262948,3.2308369628233544,1
96,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.534895683723087,3.2308369628233544,1
97,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,3.689742775223945,3.2308369628233544,1
98,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.33801005005106,3.2308369628233544,1
99,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,4.757979810217987,3.2308369628233544,1
100,1125,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,2.78234576271812,3.2308369628233544,1
101,1137,33_P_contrast0.9_equalization20.0.jpg,3.977669136407819,3.2308369628233544,1
