frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
900,1093,2.3073227836361143,2,pictures\transformed\roomDark_figureBright\7.JPG,contrast,0.9112595408589622,gamma,0.6116213034610634,equalization,16.52588467184569,2,3_7_contrast0.911_gamma0.612_equalization16.526.jpg,3,7,0.911,0.612,0.0,0.0,16.526
3300,3505,1.9365856730983368,10,pictures\transformed\roomDark_figureBright\E.JPG,contrast,1.068850027379005,gamma,0.6981955560405952,sharpness,0.8754922935580255,1,11_E_contrast1.069_gamma0.698_sharpness0.875.jpg,11,E,1.069,0.698,0.875,0.0,0.0
3900,4720,2.9313004503044646,12,pictures\transformed\roomDark_figureBright\7.JPG,brightness,8.964215906905102,gamma,0.7164512738331844,sharpness,0.7040936176370743,2,13_7_brightness8.964_gamma0.716_sharpness0.704.jpg,13,7,0.0,0.716,0.704,8.964,0.0
4500,5693,2.854261982099962,14,pictures\transformed\roomDark_figureBright\I.JPG,contrast,0.875170563076852,sharpness,0.7375421759461214,equalization,19.39350935286753,1,15_I_contrast0.875_sharpness0.738_equalization19.394.jpg,15,I,0.875,0.0,0.738,0.0,19.394
5400,6257,2.039365854452541,17,pictures\transformed\roomDark_figureBright\8.JPG,contrast,1.038307649752095,gamma,0.5649465304128201,equalization,16.29218571785018,2,18_8_contrast1.038_gamma0.565_equalization16.292.jpg,18,8,1.038,0.565,0.0,0.0,16.292
8100,8303,3.6252110414848735,26,pictures\transformed\roomDark_figureBright\P.JPG,brightness,25.20431652623779,gamma,1.098863113562729,sharpness,0.1715333290124151,1,27_P_brightness25.204_gamma1.099_sharpness0.172.jpg,27,P,0.0,1.099,0.172,25.204,0.0
8400,8615,4.632810550967213,27,pictures\transformed\roomDark_figureBright\B.JPG,contrast,1.117380815207611,gamma,0.6613621324075604,equalization,24.25469224860397,1,28_B_contrast1.117_gamma0.661_equalization24.255.jpg,28,B,1.117,0.661,0.0,0.0,24.255
9300,9500,2.105939446981392,30,pictures\transformed\roomDark_figureBright\S.JPG,brightness,5.250857483475768,gamma,0.5549821799402911,sharpness,0.3092880565190628,1,31_S_brightness5.251_gamma0.555_sharpness0.309.jpg,31,S,0.0,0.555,0.309,5.251,0.0
11100,11314,1.9440667879084568,36,pictures\transformed\roomDark_figureBright\S.JPG,brightness,28.12264255019014,contrast,0.9691131125251616,gamma,0.5077120037303029,1,37_S_brightness28.123_contrast0.969_gamma0.508.jpg,37,S,0.969,0.508,0.0,28.123,0.0
12000,12175,2.8070450097638058,39,pictures\transformed\roomDark_figureBright\3.JPG,contrast,0.960362315959122,gamma,0.7333056781111511,equalization,17.70726420264262,2,40_3_contrast0.96_gamma0.733_equalization17.707.jpg,40,3,0.96,0.733,0.0,0.0,17.707
