trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used,FrontIsDigit_inferred,Skip_Task,Skip_Reason,task_start_frame_emr,task_end_frame_emr,diopter_baseline,diopter_onset_frame,diopter_peak_frame,diopter_peak_value,diopter_delta,diopter_descent_frame,baseline_frame_start,baseline_frame_end,miosis_frame_start,miosis_frame_end,pupil_left_baseline,pupil_right_baseline,pupil_both_baseline,pupil_left_miosis_mean,pupil_right_miosis_mean,pupil_both_miosis_mean,pupil_left_miosis_min,pupil_right_miosis_min,pupil_both_miosis_min,pupil_left_miosis_min_frame,pupil_right_miosis_min_frame,pupil_both_miosis_min_frame,pupil_left_change_rate_mean,pupil_right_change_rate_mean,pupil_both_change_rate_mean,pupil_left_change_rate_min,pupil_right_change_rate_min,pupil_both_change_rate_min
S112_5_1,S112,5,1,Q,filler,7,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_5_25_Q_filler_7_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-12T10:07:15.946,1768180035.9460533,0.0,0,0,,,Q,7,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_2,S112,5,2,4,match,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,,,,,,,M_5_7_4_match_4_night_rain_empty_ORIG.jpg,Match,2026-01-12T10:07:18.552,1768180038.5525122,2.606458902359009,156,313,2026-01-12T10:07:19.755,1.202497482299805,4,4,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_7_4_match_4_night_rain_empty_ORIG.jpg,M_5_7_4_match_4_night_rain_empty_ORIG.jpg,True,False,,313.0,612.0,0.0,377.0,385.0,3.06114749767212,3.06114749767212,527.0,193.0,312.0,377.0,527.0,3.6527208333333334,4.119661666666667,3.8861912500000004,3.859518101545255,4.279286092715232,4.069402097130244,3.7072000000000003,4.0714,3.9315333333333333,457.0,523.0,462.0,-0.056614583388023706,-0.03874697462175843,-0.047144063517265945,-0.014914681179440491,0.0117149587931374,-0.011667486342400902
S112_5_3,S112,5,3,L,filler,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_5_42_L_filler_0_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-12T10:07:21.149,1768180041.14984,5.203786849975586,312,624,,,L,0,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_4,S112,5,4,P,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,brightness,35.62,,,,,M_5_8_P_filler_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-12T10:07:23.769,1768180043.7695105,7.82345724105835,469,939,,,P,0,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_5,S112,5,5,2,unmatch,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,brightness,45.47,,,,,M_5_30_2_unmatch_6_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-12T10:07:26.368,1768180046.3684068,10.422353506088257,625,1251,2026-01-12T10:07:27.433,1.06488299369812,2,6,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_30_2_unmatch_6_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,M_5_30_2_unmatch_6_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,True,False,,1251.0,1550.0,0.0,1290.0,1302.0,3.677525448991635,3.677525448991635,1440.0,1131.0,1250.0,1290.0,1440.0,3.3687516666666673,3.8202594444444444,3.5945055555555556,2.8563695364238413,3.2365317880794704,3.0464506622516554,2.5740000000000003,2.7638000000000003,2.7229,1432.0,1439.0,1438.0,0.1520985162880293,0.15279790937075002,0.15247017561479176,0.23591874537105986,0.2765412820275295,0.24248273986068242
S112_5_6,S112,5,6,L,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,,,,,,,M_5_36_L_filler_5_night_rain_busy_ORIG.jpg,Ignore,2026-01-12T10:07:28.993,1768180048.9932745,13.047221183776855,783,1566,,,L,5,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_7,S112,5,7,9,unmatch,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,brightness,46.88,,,,,M_5_18_9_unmatch_4_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Mismatch,2026-01-12T10:07:31.592,1768180051.5920162,15.645962953567505,939,1878,2026-01-12T10:07:32.810,1.218863010406494,9,4,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_18_9_unmatch_4_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,M_5_18_9_unmatch_4_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,True,False,,1878.0,2177.0,0.0,1936.0,1961.0,3.3693032541461725,3.3693032541461725,2086.0,1758.0,1877.0,1936.0,2086.0,3.750111666666667,4.168989166666667,3.959550416666667,2.807250331125829,3.0400278145695365,2.923639072847682,2.658,2.752,2.7214,2055.0,2036.0,2036.0,0.25142220268307697,0.270799780705546,0.26162347610440656,0.2912211058604034,0.33988794645864406,0.3126997477933364
S112_5_8,S112,5,8,D,filler,9,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\9_night_rain_empty.jpg,,,,,,,M_5_31_D_filler_9_night_rain_empty_ORIG.jpg,Ignore,2026-01-12T10:07:34.215,1768180054.2159383,18.269885063171387,1096,2192,,,D,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_9,S112,5,9,3,match,3,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_5_15_3_match_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-12T10:07:36.827,1768180056.8270593,20.881006002426147,1253,2506,2026-01-12T10:07:37.939,1.1121091842651367,3,3,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_15_3_match_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,M_5_15_3_match_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,True,False,,2506.0,2805.0,0.0,2552.0,2695.0,3.6236511006820877,3.6236511006820877,2702.0,2386.0,2505.0,2552.0,2702.0,3.7343041666666674,4.1655375,3.949920833333333,2.7985642384105964,3.142234437086093,2.970399337748345,2.5698000000000008,2.6882,2.6313000000000004,2661.0,2696.0,2696.0,0.2505794617933696,0.24565930877201494,0.24798509562997276,0.3118396666938173,0.35465711207737294,0.33383474985258127
S112_5_10,S112,5,10,P,filler,7,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_5_43_P_filler_7_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-12T10:07:39.437,1768180059.437266,23.491212844848636,1409,2819,,,P,7,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_11,S112,5,11,E,filler,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,,,,,,,M_5_14_E_filler_1_night_rain_empty_ORIG.jpg,Ignore,2026-01-12T10:07:42.086,1768180062.0862107,26.140157461166385,1568,3137,,,E,1,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_12,S112,5,12,9,unmatch,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,brightness,35.62,,,,,M_5_37_9_unmatch_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-12T10:07:44.689,1768180064.6892672,28.743213891983032,1725,3449,2026-01-12T10:07:45.742,1.0534720420837402,9,0,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_37_9_unmatch_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,M_5_37_9_unmatch_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,True,False,,3449.0,3748.0,0.0,3491.0,3518.0,4.2620583615306185,4.2620583615306185,3641.0,3329.0,3448.0,3491.0,3641.0,3.7066008333333342,4.061344166666667,3.8839725000000005,2.8166794701986757,3.153422516556291,2.985050993377484,2.5822000000000007,2.8274,2.7106000000000003,3599.0,3586.0,3586.0,0.24009096289290885,0.22355200959379648,0.23144383916789224,0.30335093631384186,0.303826545111399,0.30210628422317615
S112_5_13,S112,5,13,G,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,brightness,45.47,,,,,M_5_16_G_filler_4_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-12T10:07:47.293,1768180067.2933404,31.34728717803955,1881,3762,,,G,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_14,S112,5,14,1,match,1,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\1_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_5_9_1_match_1_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-12T10:07:49.901,1768180069.9012508,33.95519757270813,2037,4075,2026-01-12T10:07:51.135,1.234076976776123,1,1,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_9_1_match_1_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,M_5_9_1_match_1_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,True,False,,4075.0,4374.0,0.0,4130.0,4248.0,4.192612694092919,4.192612694092919,4280.0,3955.0,4074.0,4130.0,4280.0,3.549769166666667,4.136809166666667,3.843289166666667,2.8036774834437095,3.093265562913907,2.9484715231788083,2.6830000000000007,2.8674,2.8018,4191.0,4256.0,4256.0,0.21018033798619043,0.2522580959647263,0.23282599999207068,0.2441762058237119,0.30685707643834187,0.2709890204722648
S112_5_15,S112,5,15,A,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,brightness,43.12,,,,,M_5_26_A_filler_7_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-12T10:07:52.504,1768180072.504651,36.558597803115845,2194,4387,,,A,7,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_16,S112,5,16,F,filler,5,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_5_12_F_filler_5_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-12T10:07:55.116,1768180075.1165142,39.17046093940735,2350,4700,,,F,5,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_17,S112,5,17,9,match,9,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\9_night_sun_empty.jpg,brightness,46.88,,,,,M_5_44_9_match_9_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Match,2026-01-12T10:07:57.726,1768180077.7269428,41.7808895111084,2507,5014,2026-01-12T10:07:58.922,1.1960365772247314,9,9,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S112\5\M_5_44_9_match_9_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,M_5_44_9_match_9_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,True,False,,5014.0,5313.0,0.0,5058.0,5118.0,3.9701128636174254,3.9701128636174254,5208.0,4894.0,5013.0,5058.0,5208.0,3.645045000000001,4.218471666666667,3.9317583333333337,2.766919205298014,3.146917218543046,2.9569182119205304,2.5378000000000007,2.8449999999999998,2.7014000000000005,5143.0,5145.0,5143.0,0.24090945233926794,0.25401485011521646,0.2479399898890369,0.3037671688552542,0.3255851349007521,0.312928270006422
S112_5_18,S112,5,18,R,filler,3,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_5_3_R_filler_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-12T10:08:00.335,1768180080.3353612,44.38930797576904,2663,5327,,,R,3,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S112_5_19,S112,5,19,B,filler,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,brightness,43.12,,,,,M_5_41_B_filler_8_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-12T10:08:02.943,1768180082.943144,46.9970908164978,2820,5640,,,B,8,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
