day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-01,21:47:07.842474,t,6.669182777404785,1.552830934524536,3_7_sharpness0.52_gamma1.0_equalization21.0.jpg,4,3,7,0,1.0,0.52,0,21.0
2023-09-01,21:47:33.054495,f,31.88120460510254,1.7208678722381592,13_8_contrast1.1_gamma0.98_equalization25.0.jpg,4,13,8,1.1,0.98,0,0,25.0
2023-09-01,21:47:40.218347,f,39.045056104660034,1.4369876384735107,16_S_gamma0.55_equalization25.0.jpg,4,16,S,0,0.55,0,0,25.0
2023-09-01,21:48:00.449473,t,59.2761824131012,1.6700079441070557,24_I_contrast0.81_sharpness0.61.jpg,4,24,I,0.81,0,0.61,0,0
2023-09-01,21:48:08.015009,f,66.84171843528748,1.7568540573120115,27_B_brightness13.0_gamma0.66.jpg,1,27,B,0,0.66,0,13.0,0
2023-09-01,21:48:10.588138,f,69.4148473739624,1.8376905918121336,28_J_contrast0.95_brightness6.4.jpg,4,28,J,0.95,0,0,6.4,0
2023-09-01,21:48:17.813021,f,76.63972973823547,1.45812726020813,31_T_gamma0.6_sharpness0.86_brightness11.0.jpg,1,31,T,0,0.6,0.86,11.0,0
2023-09-01,21:48:20.525493,f,79.35220217704773,1.6563081741333008,32_J_brightness5.4_sharpness0.75.jpg,4,32,J,0,0,0.75,5.4,0
2023-09-01,21:48:37.624262,f,96.4509711265564,1.3549978733062744,39_B_brightness0.072_gamma0.51.jpg,4,39,B,0,0.51,0,0.072,0
2023-09-01,21:48:52.759644,f,111.58635330200195,1.3943853378295898,45_7_sharpness0.57_contrast0.89_equalization19.0.jpg,4,45,7,0.89,0,0.57,0,19.0
