trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S03_7_1,S03,7,1,D,filler,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_7_33_D_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-06T16:54:29.065,0.0,0,0,,,D,0,None,1,Correct Rejection,正解(スルー成功),0,5.531,5.658,5.5945,19005.956,0.05261508550267085,5.6292,5.6887500000000015,5.658975000000001,,0.0,,
S03_7_2,S03,7,2,3,unmatch,5,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,,,,,,,M_7_28_3_unmatch_5_night_rain_busy_ORIG.jpg,Mismatch,2026-01-06T16:54:31.552,2.487388610839844,149,298,,,3,5,None,0,Omission,無反応(不正解),149,6.694,6.607,6.6505,19352.778,0.05167216820241518,6.6903999999999995,6.607,6.6487,,0.0,,
S03_7_3,S03,7,3,F,filler,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_7_29_F_filler_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-06T16:54:34.077,5.011611700057983,301,601,2026-01-06 16:54:35.359289,1.282071590423584,F,5,b,0,False Alarm,お手つき(スルー失敗),301,6.454,6.53,6.492,19611.783,0.050989754475663944,6.4414,6.3556,6.3985,,0.0,3.765244533806248,328.0
S03_7_4,S03,7,4,G,filler,4,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,,,,,,,M_7_2_G_filler_4_night_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:54:36.596,7.53116774559021,452,904,,,G,4,None,1,Correct Rejection,正解(スルー成功),452,6.052,6.005,6.028499999999999,19614.035,0.05098390004912299,6.051799999999999,5.9467,5.99925,,0.0,,
S03_7_5,S03,7,5,I,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,brightness,46.88,,,,,M_7_25_I_filler_8_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-06T16:54:39.070,10.004547595977783,600,1201,,,I,8,None,1,Correct Rejection,正解(スルー成功),600,6.175,6.135,6.154999999999999,19607.847,0.05099998995300198,6.1842,6.1528,6.1685,,0.0,,
S03_7_6,S03,7,6,0,unmatch,6,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,brightness,35.62,,,,,M_7_22_0_unmatch_6_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-06T16:54:41.561,12.49544620513916,750,1499,,,0,6,None,0,Omission,無反応(不正解),750,6.25,6.094,6.172000000000001,19598.757,0.05102364399946384,6.2516,6.14,6.1958,,0.0,2.1371245684862714,765.0
S03_7_7,S03,7,7,R,filler,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,,,,,,,M_7_31_R_filler_2_night_rain_empty_ORIG.jpg,Ignore,2026-01-06T16:54:44.068,15.002996683120728,900,1800,2026-01-06 16:54:45.524883,1.45628023147583,R,2,b,0,False Alarm,お手つき(スルー失敗),900,5.954,5.846,5.9,19589.538,0.05104765615197255,5.992400000000001,5.822800000000001,5.9076,,0.0,,
S03_7_8,S03,7,8,D,filler,8,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_7_6_D_filler_8_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-06T16:54:46.567,17.50211763381958,1050,2100,,,D,8,None,1,Correct Rejection,正解(スルー成功),1050,6.135,6.098,6.1165,19584.018,0.051062044571241715,6.139,6.1136,6.1263000000000005,,0.0,3.0949167097568147,1072.0
S03_7_9,S03,7,9,4,unmatch,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_7_30_4_unmatch_3_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Mismatch,2026-01-06T16:54:49.073,20.0075523853302,1200,2401,,,4,3,None,0,Omission,無反応(不正解),1200,5.683,5.495,5.589,19597.07,0.05102803633400299,5.657,5.4838000000000005,5.5704,,0.0,,
S03_7_10,S03,7,10,D,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,brightness,45.47,,,,,M_7_40_D_filler_5_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-06T16:54:51.563,22.497795343399048,1350,2700,2026-01-06 16:54:52.624135,1.0607335567474363,D,5,b,0,False Alarm,お手つき(スルー失敗),1350,6.168,6.103,6.1355,19584.639,0.051060425469164894,6.1704,6.1042000000000005,6.1373,,0.0,,
