trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S03_8_1,S03,8,1,I,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\7_night_rain_empty.jpg,,,,,,,M_8_3_I_filler_7_night_rain_empty_ORIG.jpg,Ignore,2026-01-06T16:57:36.002,0.0,0,0,,,I,7,None,1,Correct Rejection,正解(スルー成功),0,5.961,6.042,6.0015,8387.177,0.11922962875351266,5.885000000000001,6.0,5.942500000000001,,0.0,,
S03_8_2,S03,8,2,4,match,4,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,brightness,45.47,,,,,M_8_19_4_match_4_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-06T16:57:38.505,2.5026395320892334,150,300,,,4,4,None,0,Omission,無反応(不正解),150,5.873,5.99,5.9315,7920.398,0.12625628156564858,5.9254,6.1048,6.0151,,0.0,,
S03_8_3,S03,8,3,A,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,brightness,43.12,,,,,M_8_48_A_filler_3_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-06T16:57:41.034,5.032016277313232,302,604,2026-01-06 16:57:42.269662,1.234884262084961,A,3,t,0,False Alarm,お手つき(スルー失敗),302,,4.555,,,,5.0568,4.58,4.8184000000000005,,0.0,9.531201187189478,348.0
S03_8_4,S03,8,4,L,filler,9,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_8_28_L_filler_9_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-06T16:57:43.504,7.502080678939819,450,900,,,L,9,None,1,Correct Rejection,正解(スルー成功),450,,,,,,5.27445,4.7699,5.022175,1107.0494750000003,0.0,1.515017344169102,478.0
S03_8_5,S03,8,5,E,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,brightness,45.47,,,,,M_8_43_E_filler_6_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-06T16:57:46.003,10.001016616821287,600,1200,,,E,6,None,1,Correct Rejection,正解(スルー成功),600,,4.966,,,,,5.1132,,,0.0,,
S03_8_6,S03,8,6,6,unmatch,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,brightness,46.88,,,,,M_8_38_6_unmatch_8_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Mismatch,2026-01-06T16:57:48.522,12.519455671310425,751,1502,,,6,8,None,0,Omission,無反応(不正解),751,,4.544,,,,4.4997,4.3328,4.41625,1462.0057366336632,0.0,,
S03_8_7,S03,8,7,Q,filler,4,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,,,,,,,M_8_9_Q_filler_4_night_rain_empty_ORIG.jpg,Ignore,2026-01-06T16:57:50.988,14.985422372817991,899,1798,2026-01-06 16:57:52.286448,1.2982642650604248,Q,4,b,0,False Alarm,お手つき(スルー失敗),899,,4.939,,,,4.790633333333334,4.8914,4.8410166666666665,,0.0,8.150449194563482,957.0
S03_8_8,S03,8,8,S,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,brightness,45.47,,,,,M_8_41_S_filler_2_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-06T16:57:53.505,17.502800226211548,1050,2100,,,S,2,None,1,Correct Rejection,正解(スルー成功),1050,,4.538,,,,,4.65,,,0.0,,
S03_8_9,S03,8,9,R,filler,4,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,brightness,35.62,,,,,M_8_39_R_filler_4_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-06T16:57:56.020,20.01795864105225,1201,2402,,,R,4,None,1,Correct Rejection,正解(スルー成功),1201,,4.858,,,,4.659653333333333,4.9308,4.795226666666666,,0.0,,
S03_8_10,S03,8,10,8,match,8,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_8_17_8_match_8_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-06T16:57:58.488,22.485875844955444,1349,2698,,,8,8,None,0,Omission,無反応(不正解),1349,,,,,,4.78925,4.863,4.826125,,0.0,7.286766849363327,1397.0
