trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S01_8_1,S01,8,1,L,filler,9,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_8_28_L_filler_9_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T19:00:18.123,0.0,0,0,,,L,9,None,1,Correct Rejection,正解(スルー成功)
S01_8_2,S01,8,2,8,unmatch,9,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,,,,,,,M_8_14_8_unmatch_9_night_sun_busy_ORIG.jpg,Mismatch,2026-01-05T19:00:20.644,2.5205130577087402,151,302,,,8,9,None,0,Omission,無反応(不正解)
S01_8_3,S01,8,3,A,filler,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_8_23_A_filler_3_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T19:00:23.149,5.025757312774658,302,603,2026-01-05 19:00:24.303349,1.1536929607391357,A,3,b,0,False Alarm,お手つき(スルー失敗)
S01_8_4,S01,8,4,1,match,1,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\1_night_sun_empty.jpg,,,,,,,M_8_44_1_match_1_night_sun_empty_ORIG.jpg,Match,2026-01-05T19:00:25.638,7.514775514602661,451,902,,,1,1,None,0,Omission,無反応(不正解)
S01_8_5,S01,8,5,S,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,brightness,45.47,,,,,M_8_41_S_filler_2_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-05T19:00:28.132,10.00831151008606,600,1201,2026-01-05 19:00:29.042193,0.909982442855835,S,2,t,0,False Alarm,お手つき(スルー失敗)
S01_8_6,S01,8,6,Q,filler,4,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,,,,,,,M_8_9_Q_filler_4_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T19:00:30.640,12.516539096832275,751,1502,,,Q,4,None,1,Correct Rejection,正解(スルー成功)
S01_8_7,S01,8,7,E,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,brightness,45.47,,,,,M_8_43_E_filler_6_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-05T19:00:33.125,15.00193166732788,900,1800,,,E,6,None,1,Correct Rejection,正解(スルー成功)
S01_8_8,S01,8,8,A,filler,1,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\1_night_sun_busy.jpg,brightness,43.12,,,,,M_8_7_A_filler_1_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T19:00:35.635,17.51127338409424,1051,2101,,,A,1,None,1,Correct Rejection,正解(スルー成功)
S01_8_9,S01,8,9,6,unmatch,4,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,,,,,,,M_8_40_6_unmatch_4_night_rain_empty_ORIG.jpg,Mismatch,2026-01-05T19:00:38.141,20.01787781715393,1201,2402,,,6,4,None,0,Omission,無反応(不正解)
S01_8_10,S01,8,10,A,filler,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_8_42_A_filler_2_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T19:00:40.636,22.51235342025757,1351,2701,2026-01-05 19:00:41.439267,0.8030152320861816,A,2,b,0,False Alarm,お手つき(スルー失敗)
