trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S01_0_1,S01,0,1,8,match,8,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,,,,,,,M_0_25_8_match_8_night_rain_empty_ORIG.jpg,Match,2026-01-05T18:24:13.529,0.0,0,0,,,8,8,None,0,Omission,無反応(不正解)
S01_0_2,S01,0,2,G,filler,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_34_G_filler_5_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:24:16.040,2.5117759704589844,151,301,2026-01-05 18:24:17.940036,1.8991420269012451,G,5,b,0,False Alarm,お手つき(スルー失敗)
S01_0_3,S01,0,3,S,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,brightness,43.12,,,,,M_0_40_S_filler_7_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:24:18.546,5.017811298370361,301,602,,,S,7,None,1,Correct Rejection,正解(スルー成功)
S01_0_4,S01,0,4,4,match,4,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_27_4_match_4_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-05T18:24:21.046,7.51774263381958,451,902,,,4,4,None,0,Omission,無反応(不正解)
S01_0_5,S01,0,5,B,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,brightness,35.62,,,,,M_0_10_B_filler_8_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:24:23.575,10.04662036895752,603,1206,2026-01-05 18:24:24.657235,1.081496000289917,B,8,t,0,False Alarm,お手つき(スルー失敗)
S01_0_6,S01,0,6,5,unmatch,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,brightness,46.88,,,,,M_0_31_5_unmatch_2_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Mismatch,2026-01-05T18:24:26.056,12.527613401412964,752,1503,,,5,2,None,0,Omission,無反応(不正解)
S01_0_7,S01,0,7,S,filler,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_32_S_filler_3_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-05T18:24:28.569,15.039942264556885,902,1805,2026-01-05 18:24:29.442097,0.8730368614196777,S,3,b,0,False Alarm,お手つき(スルー失敗)
S01_0_8,S01,0,8,L,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,brightness,35.62,,,,,M_0_26_L_filler_8_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:24:31.065,17.536874532699585,1052,2104,,,L,8,None,1,Correct Rejection,正解(スルー成功)
S01_0_9,S01,0,9,5,match,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_0_41_5_match_5_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Match,2026-01-05T18:24:33.558,20.029414415359497,1202,2404,,,5,5,None,0,Omission,無反応(不正解)
S01_0_10,S01,0,10,R,filler,0,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\0_night_sun_busy.jpg,,,,,,,M_0_1_R_filler_0_night_sun_busy_ORIG.jpg,Ignore,2026-01-05T18:24:36.052,22.52354097366333,1351,2703,2026-01-05 18:24:37.263419,1.2107598781585693,R,0,t,0,False Alarm,お手つき(スルー失敗)
S01_0_11,S01,0,11,T,filler,0,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_0_24_T_filler_0_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-05T18:24:38.546,25.017181634902954,1501,3002,,,T,0,None,1,Correct Rejection,正解(スルー成功)
S01_0_12,S01,0,12,U,filler,1,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_19_U_filler_1_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:24:41.061,27.53281283378601,1652,3304,,,U,1,None,1,Correct Rejection,正解(スルー成功)
S01_0_13,S01,0,13,P,filler,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_0_18_P_filler_2_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:24:43.555,30.02596426010132,1802,3603,,,P,2,None,1,Correct Rejection,正解(スルー成功)
S01_0_14,S01,0,14,6,unmatch,0,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\0_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_43_6_unmatch_0_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Mismatch,2026-01-05T18:24:46.047,32.518352031707764,1951,3902,,,6,0,None,0,Omission,無反応(不正解)
S01_0_15,S01,0,15,C,filler,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_44_C_filler_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T18:24:48.552,35.02304744720459,2101,4203,2026-01-05 18:24:49.555013,1.0028469562530518,C,3,b,0,False Alarm,お手つき(スルー失敗)
S01_0_16,S01,0,16,R,filler,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,,,,,,,M_0_36_R_filler_2_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:24:51.041,37.51191329956055,2251,4501,,,R,2,None,1,Correct Rejection,正解(スルー成功)
S01_0_17,S01,0,17,P,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,brightness,46.88,,,,,M_0_7_P_filler_5_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:24:53.561,40.03280568122864,2402,4804,,,P,5,None,1,Correct Rejection,正解(スルー成功)
S01_0_18,S01,0,18,2,match,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_0_23_2_match_2_night_rain_busy_ORIG.jpg,Match,2026-01-05T18:24:56.043,42.514655113220215,2551,5102,,,2,2,None,0,Omission,無反応(不正解)
S01_0_19,S01,0,19,F,filler,8,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,,,,,,,M_0_9_F_filler_8_night_sun_empty_ORIG.jpg,Ignore,2026-01-05T18:24:58.541,45.01216459274292,2701,5401,2026-01-05 18:24:59.681602,1.1403191089630127,F,8,t,0,False Alarm,お手つき(スルー失敗)
S01_0_20,S01,0,20,I,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,brightness,46.88,,,,,M_0_4_I_filler_2_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:25:01.051,47.5226948261261,2851,5703,,,I,2,None,1,Correct Rejection,正解(スルー成功)
S01_0_21,S01,0,21,Q,filler,0,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\0_night_sun_busy.jpg,,,,,,,M_0_14_Q_filler_0_night_sun_busy_ORIG.jpg,Ignore,2026-01-05T18:25:03.564,50.035200357437134,3002,6004,,,Q,0,None,1,Correct Rejection,正解(スルー成功)
S01_0_22,S01,0,22,9,unmatch,4,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,,,,,,,M_0_8_9_unmatch_4_night_rain_busy_ORIG.jpg,Mismatch,2026-01-05T18:25:06.086,52.55744767189026,3153,6307,,,9,4,None,0,Omission,無反応(不正解)
S01_0_23,S01,0,23,S,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\7_night_rain_empty.jpg,brightness,35.62,,,,,M_0_42_S_filler_7_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:25:08.538,55.009610414505005,3301,6601,2026-01-05 18:25:09.526856,0.9881269931793213,S,7,b,0,False Alarm,お手つき(スルー失敗)
S01_0_24,S01,0,24,3,unmatch,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,brightness,45.47,,,,,M_0_46_3_unmatch_5_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-05T18:25:11.065,57.53604173660278,3452,6904,,,3,5,None,0,Omission,無反応(不正解)
S01_0_25,S01,0,25,C,filler,9,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_5_C_filler_9_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:25:13.598,60.06975722312927,3604,7208,2026-01-05 18:25:14.687610,1.0887343883514404,C,9,b,0,False Alarm,お手つき(スルー失敗)
S01_0_26,S01,0,26,8,unmatch,3,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,brightness,35.62,,,,,M_0_13_8_unmatch_3_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-05T18:25:16.057,62.52879071235657,3752,7503,,,8,3,None,0,Omission,無反応(不正解)
S01_0_27,S01,0,27,A,filler,5,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,,,,,,,M_0_21_A_filler_5_night_sun_empty_ORIG.jpg,Ignore,2026-01-05T18:25:18.548,65.01973724365234,3901,7802,2026-01-05 18:25:19.601921,1.0530650615692139,A,5,b,0,False Alarm,お手つき(スルー失敗)
S01_0_28,S01,0,28,E,filler,6,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,,,,,,,M_0_35_E_filler_6_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:25:21.043,67.51422262191772,4051,8102,,,E,6,None,1,Correct Rejection,正解(スルー成功)
S01_0_29,S01,0,29,P,filler,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_30_P_filler_2_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T18:25:23.573,70.04414391517639,4203,8405,,,P,2,None,1,Correct Rejection,正解(スルー成功)
S01_0_30,S01,0,30,2,unmatch,6,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,brightness,43.12,,,,,M_0_37_2_unmatch_6_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Mismatch,2026-01-05T18:25:26.065,72.53662276268005,4352,8704,,,2,6,None,0,Omission,無反応(不正解)
S01_0_31,S01,0,31,J,filler,5,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,,,,,,,M_0_48_J_filler_5_night_sun_empty_ORIG.jpg,Ignore,2026-01-05T18:25:28.561,75.03248929977417,4502,9004,2026-01-05 18:25:29.661657,1.1000492572784424,J,5,b,0,False Alarm,お手つき(スルー失敗)
S01_0_32,S01,0,32,A,filler,8,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_47_A_filler_8_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:25:31.037,77.50858998298645,4651,9301,,,A,8,None,1,Correct Rejection,正解(スルー成功)
S01_0_33,S01,0,33,7,unmatch,6,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,,,,,,,M_0_33_7_unmatch_6_night_sun_empty_ORIG.jpg,Mismatch,2026-01-05T18:25:33.552,80.02319431304932,4801,9603,,,7,6,None,0,Omission,無反応(不正解)
S01_0_34,S01,0,34,S,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,brightness,45.47,,,,,M_0_38_S_filler_7_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-05T18:25:36.063,82.53421592712402,4952,9904,2026-01-05 18:25:37.120039,1.0567045211791992,S,7,b,0,False Alarm,お手つき(スルー失敗)
S01_0_35,S01,0,35,P,filler,1,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,brightness,35.62,,,,,M_0_28_P_filler_1_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:25:38.556,85.02716279029846,5102,10203,,,P,1,None,1,Correct Rejection,正解(スルー成功)
S01_0_36,S01,0,36,6,match,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_29_6_match_6_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Match,2026-01-05T18:25:41.049,87.52034449577332,5251,10502,,,6,6,None,0,Omission,無反応(不正解)
S01_0_37,S01,0,37,B,filler,3,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,,,,,,,M_0_20_B_filler_3_night_sun_busy_ORIG.jpg,Ignore,2026-01-05T18:25:43.549,90.02069234848022,5401,10802,2026-01-05 18:25:44.879011,1.329200267791748,B,3,t,0,False Alarm,お手つき(スルー失敗)
S01_0_38,S01,0,38,G,filler,8,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_12_G_filler_8_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:25:46.058,92.52949285507202,5552,11104,,,G,8,None,1,Correct Rejection,正解(スルー成功)
S01_0_39,S01,0,39,E,filler,0,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\0_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_6_E_filler_0_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-05T18:25:48.551,95.0222339630127,5701,11403,,,E,0,None,1,Correct Rejection,正解(スルー成功)
S01_0_40,S01,0,40,3,unmatch,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,brightness,35.62,,,,,M_0_17_3_unmatch_2_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-05T18:25:51.050,97.52120923995972,5851,11703,,,3,2,None,0,Omission,無反応(不正解)
S01_0_41,S01,0,41,U,filler,8,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,,,,,,,M_0_15_U_filler_8_night_sun_empty_ORIG.jpg,Ignore,2026-01-05T18:25:53.554,100.02568435668945,6002,12003,2026-01-05 18:25:54.600374,1.0455708503723145,U,8,b,0,False Alarm,お手つき(スルー失敗)
S01_0_42,S01,0,42,8,match,8,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_3_8_match_8_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-05T18:25:56.052,102.52291870117188,6151,12303,,,8,8,None,0,Omission,無反応(不正解)
S01_0_43,S01,0,43,R,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,,,,,,,M_0_45_R_filler_7_night_sun_busy_ORIG.jpg,Ignore,2026-01-05T18:25:58.546,105.01719999313354,6301,12602,2026-01-05 18:25:59.669658,1.1233398914337158,R,7,t,0,False Alarm,お手つき(スルー失敗)
S01_0_44,S01,0,44,7,match,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,,,,,,,M_0_39_7_match_7_night_sun_empty_ORIG.jpg,Match,2026-01-05T18:26:01.063,107.53393745422363,6452,12904,,,7,7,None,0,Omission,無反応(不正解)
S01_0_45,S01,0,45,E,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,brightness,35.62,,,,,M_0_22_E_filler_5_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:26:03.554,110.02544617652893,6602,13203,2026-01-05 18:26:04.590693,1.0361287593841553,E,5,t,0,False Alarm,お手つき(スルー失敗)
S01_0_46,S01,0,46,T,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,brightness,46.88,,,,,M_0_16_T_filler_5_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:26:06.058,112.52942824363708,6752,13504,,,T,5,None,1,Correct Rejection,正解(スルー成功)
S01_0_47,S01,0,47,6,match,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_11_6_match_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-05T18:26:08.532,115.00316643714905,6900,13800,,,6,6,None,0,Omission,無反応(不正解)
S01_0_48,S01,0,48,T,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,brightness,43.12,,,,,M_0_2_T_filler_3_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:26:11.058,117.52943682670593,7052,14104,2026-01-05 18:26:12.081359,1.022803783416748,T,3,t,0,False Alarm,お手つき(スルー失敗)
