,day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2023-09-01,19:53:55.367437,f,9.251367807388306,1.6766119003295898,4_0_brightness2.2_sharpness0.061_gamma0.51.jpg,4,4,0,0.0,0.51,0.061,2.2,0.0,900.0,1133.0,2.091780673458508,2.0,pictures\transformed\roomBright_figureDark\C.JPG,brightness,13.7029836973195,contrast,0.937759795942992,sharpness,0.3239901242725909,1.0,3_C_brightness14.0_contrast0.94_sharpness0.32.jpg,3.0,C,0.94,0.0,0.32,14.0,0.0
1,2023-09-01,19:54:03.066138,t,16.950068950653076,1.802577018737793,7_3_sharpness0.11_contrast1.0_brightness17.0.jpg,2,7,3,1.0,0.0,0.11,17.0,0.0,1800.0,2057.0,2.0554789508418354,5.0,pictures\transformed\roomBright_figureDark\9.JPG,gamma,0.8808176030878342,contrast,1.00899900006001,equalization,20.93844597055373,0.0,6_9_gamma0.88_contrast1.0_equalization21.0.jpg,6.0,9,1.0,0.88,0.0,0.0,21.0
2,2023-09-01,19:54:05.305791,f,19.189722061157227,1.582273244857788,8_Q_contrast0.88_gamma0.88.jpg,4,8,Q,0.88,0.88,0.0,0.0,0.0,2100.0,2345.0,1.842925323618104,6.0,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.106485596877518,contrast,0.9992487729376172,brightness,16.96943908012069,2.0,7_3_sharpness0.11_contrast1.0_brightness17.0.jpg,7.0,3,1.0,0.0,0.11,17.0,0.0
3,2023-09-01,19:54:10.328977,f,24.19726061820984,1.6031413078308103,10_0_gamma0.87_contrast1.1.jpg,4,10,0,1.1,0.87,0.0,0.0,0.0,2700.0,2968.0,1.9436557622067203,8.0,pictures\transformed\roomBright_figureDark\T.JPG,gamma,0.8280238243844136,sharpness,0.9444478395507392,equalization,16.91543493081195,1.0,9_T_gamma0.83_sharpness0.94_equalization17.0.jpg,9.0,T,0.0,0.83,0.94,0.0,17.0
4,2023-09-01,19:54:40.252838,f,54.13676929473877,1.474226474761963,22_7_sharpness0.22_brightness27.0.jpg,0,22,7,0.0,0.0,0.22,27.0,0.0,6300.0,6556.0,1.9460092824206,20.0,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.6180183568596528,gamma,0.9893549352737444,equalization,9.01357539445578,1.0,21_S_sharpness0.62_gamma0.99_equalization9.0.jpg,21.0,S,0.0,0.99,0.62,0.0,9.0
5,2023-09-01,19:54:42.817083,t,56.701013803482056,1.5936284065246582,23_1_sharpness0.97_contrast0.99_gamma0.94.jpg,0,23,1,0.99,0.94,0.97,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,2023-09-01,19:54:45.428212,t,59.312142848968506,1.6920714378356934,24_C_sharpness0.8_gamma0.73_equalization20.0.jpg,4,24,C,0.0,0.73,0.8,0.0,20.0,,,,,,,,,,,,,,,,,,,,
7,2023-09-01,19:54:55.349584,f,69.21782994270325,1.6050655841827393,28_T_gamma1.0_contrast0.82_sharpness0.13.jpg,1,28,T,0.82,1.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,
8,2023-09-01,19:54:57.954849,f,71.83877992630005,1.7560837268829346,29_3_sharpness0.058_contrast1.1.jpg,2,29,3,1.1,0.0,0.058,0.0,0.0,,,,,,,,,,,,,,,,,,,,
9,2023-09-01,19:55:00.555899,f,74.43629217147827,1.83730697631836,30_1_gamma0.64_sharpness0.53.jpg,4,30,1,0.0,0.64,0.53,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,2023-09-01,19:55:28.164308,f,102.032555103302,1.9373595714569087,41_T_sharpness0.9_contrast0.9_gamma0.59.jpg,4,41,T,0.9,0.59,0.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,2023-09-01,19:55:43.044540,t,116.92847084999084,1.7578363418579102,47_E_sharpness0.28_gamma1.1_brightness1.4.jpg,4,47,E,0.0,1.1,0.28,1.4,0.0,,,,,,,,,,,,,,,,,,,,
