,day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2023-09-01,20:45:16.612693,f,1.8751540184021,1.7849581241607666,1_3_sharpness0.66_gamma1.0_equalization11.0.jpg,2,1,3,0.0,1.0,0.66,0.0,11.0,300,181,2.025259363991201,0,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.6579755037875248,gamma,1.043669223838731,equalization,11.39513669198154,2,1_3_sharpness0.66_gamma1.0_equalization11.0.jpg,1,3,0.0,1.0,0.66,0.0,11.0
1,2023-09-01,20:45:23.729801,t,8.991235733032227,1.381831407546997,4_3_sharpness0.007_equalization8.1.jpg,0,4,3,0.0,0.0,0.007,0.0,8.1,900,1023,1.8213633975423111,2,pictures\transformed\roomBright_figureDark\8.JPG,sharpness,0.2599546762992674,contrast,1.091184151853323,equalization,28.45649095858969,0,3_8_sharpness0.26_contrast1.1_equalization28.0.jpg,3,8,1.1,0.0,0.26,0.0,28.0
2,2023-09-01,20:45:26.249070,t,11.511530637741089,1.347439527511597,5_J_contrast0.91_sharpness0.83_equalization16.0.jpg,4,5,J,0.91,0.0,0.83,0.0,16.0,1200,1382,1.9756147883536024,3,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.0070142699678775,equalization,8.140976897911049,None,None,0,4_3_sharpness0.007_equalization8.1.jpg,4,3,0.0,0.0,0.007,0.0,8.1
3,2023-09-01,20:45:46.335154,f,31.59761428833008,1.5132622718811035,13_1_gamma0.92_brightness24.0.jpg,4,13,1,0.0,0.92,0.0,24.0,0.0,3600,3749,2.2267741819698137,11,pictures\transformed\roomBright_figureDark\P.JPG,sharpness,0.5482960939051102,gamma,0.6947630229958328,equalization,7.639788030276905,1,12_P_sharpness0.55_gamma0.69_equalization7.6.jpg,12,P,0.0,0.69,0.55,0.0,7.6
4,2023-09-01,20:46:01.524709,f,46.787169456481934,1.5833556652069092,19_T_sharpness0.92_gamma1.1_equalization14.0.jpg,4,19,T,0.0,1.1,0.92,0.0,14.0,5400,5613,2.0914191646323235,17,pictures\transformed\roomBright_figureDark\3.JPG,gamma,0.8914879473517838,brightness,17.56276120043259,sharpness,0.1540003172570877,2,18_3_gamma0.89_brightness18.0_sharpness0.15.jpg,18,3,0.0,0.89,0.15,18.0,0.0
5,2023-09-01,20:46:08.847414,f,54.1098747253418,1.4251246452331543,22_T_gamma0.5_sharpness0.79_equalization21.0.jpg,4,22,T,0.0,0.5,0.79,0.0,21.0,6300,6422,2.5261007144891794,20,pictures\transformed\roomBright_figureDark\B.JPG,gamma,1.091848262919814,sharpness,0.0319980255129104,brightness,19.22631916788252,2,21_B_gamma1.1_sharpness0.032_brightness19.0.jpg,21,B,0.0,1.1,0.032,19.0,0.0
6,2023-09-01,20:46:37.051450,t,82.31391072273254,2.1962761878967285,33_9_sharpness0.3_equalization26.0.jpg,0,33,9,0.0,0.0,0.3,0.0,26.0,9900,9930,2.422215374478081,32,pictures\transformed\roomBright_figureDark\9.JPG,sharpness,0.2950196591147511,equalization,26.47723374686353,None,None,0,33_9_sharpness0.3_equalization26.0.jpg,33,9,0.0,0.0,0.3,0.0,26.0
7,2023-09-01,20:46:48.795707,f,94.05816793441772,1.4715709686279297,38_J_sharpness0.097_gamma0.87_equalization8.8.jpg,4,38,J,0.0,0.87,0.097,0.0,8.8,11100,11237,1.7933094328732584,36,pictures\transformed\roomBright_figureDark\P.JPG,contrast,1.067402947721832,equalization,6.38107448503686,None,None,2,37_P_contrast1.1_equalization6.4.jpg,37,P,1.1,0.0,0.0,0.0,6.4
8,2023-09-01,20:46:56.415766,f,101.67822670936584,1.5204458236694336,41_B_gamma0.8_brightness15.0.jpg,1,41,B,0.0,0.8,0.0,15.0,0.0,12000,12228,1.7583499723777485,39,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.9301270841028508,brightness,22.39867202234311,contrast,1.028628185791243,2,40_I_gamma0.93_brightness22.0_contrast1.0.jpg,40,I,1.0,0.93,0.0,22.0,0.0
9,2023-09-01,20:46:58.798804,f,104.0612645149231,1.442267894744873,42_I_contrast1.1_sharpness0.5_equalization24.0.jpg,4,42,I,1.1,0.0,0.5,0.0,24.0,12300,12513,1.980829329046608,40,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.7978029303476422,brightness,15.04903863851716,None,None,1,41_B_gamma0.8_brightness15.0.jpg,41,B,0.0,0.8,0.0,15.0,0.0
