day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-01,18:21:58.882009,f,6.866759538650513,1.78519606590271,3_E_gamma0.75_equalization27.0.jpg,4,3,E,0,0.75,0,0,27.0
2023-09-01,18:22:31.318815,f,39.30362272262573,1.6600069999694824,16_E_gamma0.52_contrast0.99.jpg,4,16,E,0.99,0.52,0,0,0
2023-09-01,18:22:53.958707,f,61.95899081230164,1.8317947387695312,25_Q_brightness8.7_sharpness0.43.jpg,4,25,Q,0,0,0.43,8.7,0
2023-09-01,18:23:51.091036,f,119.09132027626038,1.4596788883209229,48_S_contrast0.98_brightness19.0.jpg,4,48,S,0.98,0,0,19.0,0
