day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-01,18:27:17.530580,t,9.17319679260254,1.5666489601135254,4_0_contrast1.1_equalization25.0.jpg,4,4,0,1.1,0,0,0,25.0
2023-09-01,18:27:27.372571,t,19.009031057357788,1.417271375656128,8_I_brightness4.1_gamma0.6_sharpness0.49.jpg,2,8,I,0,0.6,0.49,4.1,0
2023-09-01,18:27:29.770524,f,21.41717028617859,1.318140745162964,9_B_contrast1.1_sharpness0.12_equalization18.0.jpg,4,9,B,1.1,0,0.12,0,18.0
2023-09-01,18:27:42.235920,t,33.88256549835205,1.284512996673584,14_T_gamma0.72_sharpness0.24.jpg,4,14,T,0,0.72,0.24,0,0
2023-09-01,18:27:49.963254,t,41.60989952087402,1.5067696571350098,17_C_sharpness0.35_equalization7.3.jpg,4,17,C,0,0,0.35,0,7.3
2023-09-01,18:28:15.032990,f,66.66849660873413,1.5738656520843506,27_1_contrast0.91_equalization14.0.jpg,4,27,1,0.91,0,0,0,14.0
2023-09-01,18:29:07.304787,f,118.9514331817627,1.3665413856506348,48_J_gamma1.1_contrast0.98_equalization23.0.jpg,4,48,J,0.98,1.1,0,0,23.0
