day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-01,18:10:22.044226,f,19.41215777397156,1.819140672683716,8_I_sharpness0.12_equalization8.2.jpg,4,8,I,0,0,0.12,0,8.2
2023-09-01,18:10:26.730258,t,24.098171710968018,1.5042104721069336,10_Q_contrast1.1_gamma0.86.jpg,4,10,Q,1.1,0.86,0,0,0
2023-09-01,18:10:36.576197,t,33.959654331207275,1.361081838607788,14_T_gamma0.75_equalization23.0.jpg,4,14,T,0,0.75,0,0,23.0
2023-09-01,18:10:49.338403,t,46.72186064720154,1.6308791637420654,19_9_gamma0.72_contrast0.82.jpg,4,19,9,0.82,0.72,0,0,0
2023-09-01,18:10:54.152321,t,51.53577828407288,1.3953278064727783,21_9_contrast0.84_brightness15.0_sharpness0.78.jpg,4,21,9,0.84,0,0.78,15.0,0
2023-09-01,18:11:01.662703,f,59.04616022109985,1.4605598449707031,24_J_brightness1.0_gamma0.96_contrast1.0.jpg,4,24,J,1.0,0.96,0,1.0,0
2023-09-01,18:11:19.174667,f,76.55812406539917,1.4276118278503418,31_T_contrast0.92_sharpness0.62_equalization6.6.jpg,4,31,T,0.92,0,0.62,0,6.6
2023-09-01,18:11:29.990604,f,87.37406134605408,2.193199396133423,35_0_sharpness0.4_gamma0.93_equalization11.0.jpg,4,35,0,0,0.93,0.4,0,11.0
2023-09-01,18:11:41.938701,t,99.32215809822084,1.7199678421020508,40_S_sharpness0.73_brightness28.0_gamma0.99.jpg,1,40,S,0,0.99,0.73,28.0,0
2023-09-01,18:11:44.008060,f,101.391517162323,1.270850419998169,41_2_sharpness0.93_equalization7.6.jpg,4,41,2,0,0,0.93,0,7.6
2023-09-01,18:11:48.981263,f,106.36472082138062,1.2720897197723389,43_T_brightness2.4_gamma0.68.jpg,1,43,T,0,0.68,0,2.4,0
2023-09-01,18:11:51.720018,f,109.10347580909728,1.518707275390625,44_E_contrast0.86_equalization28.0.jpg,4,44,E,0.86,0,0,0,28.0
2023-09-01,18:11:59.389258,f,116.77271604537964,1.633091688156128,47_1_gamma1.0_equalization21.0.jpg,2,47,1,0,1.0,0,0,21.0
2023-09-01,18:12:01.751303,f,119.13367700576782,1.4394519329071045,48_C_contrast1.0_sharpness0.92_equalization19.0.jpg,4,48,C,1.0,0,0.92,0,19.0
