,フレーム数,両眼.注視Z座標[mm]
0,171,4.237575917106965
1,1651,3.6340978336392995
2,3453,3.504807656391456
3,5027,3.730180702115484
4,7358,3.7561743263095257
5,8861,3.6618528261866743
6,10093,4.179881334568543
7,12451,4.782232543950068
8,12762,4.371558765800266
9,14263,3.575919276892938
