trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S03_5_1,S03,5,1,D,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_40_D_filler_3_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:09.282,0.0,0,0,,,D,3,None,1,Correct Rejection,正解(スルー成功)
S03_5_2,S03,5,2,4,unmatch,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\1_day_sun_empty.jpg,,,,,,,M_5_22_4_unmatch_1_day_sun_empty_ORIG.jpg,Mismatch,2026-01-06T16:48:11.810,2.5282938480377197,152,303,,,4,1,None,0,Omission,無反応(不正解)
S03_5_3,S03,5,3,P,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\3_day_rain_empty.jpg,,,,,,,M_5_43_P_filler_3_day_rain_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:14.305,5.023366689682007,301,603,2026-01-06 16:48:15.468090,1.1621580123901367,P,3,b,0,False Alarm,お手つき(スルー失敗)
S03_5_4,S03,5,4,L,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_5_10_L_filler_9_day_rain_empty_MODEL.jpg,Ignore,2026-01-06T16:48:16.810,7.528158664703369,452,903,,,L,9,None,1,Correct Rejection,正解(スルー成功)
S03_5_5,S03,5,5,5,match,5,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,,,,,,,M_5_3_5_match_5_day_rain_busy_MODEL.jpg,Match,2026-01-06T16:48:19.297,10.014652490615845,601,1202,,,5,5,None,0,Omission,無反応(不正解)
S03_5_6,S03,5,6,A,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,,,,,,,M_5_29_A_filler_6_day_rain_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:21.791,12.509119272232056,751,1501,2026-01-06 16:48:23.092609,1.3009250164031982,A,6,t,0,False Alarm,お手つき(スルー失敗)
S03_5_7,S03,5,7,F,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\8_day_sun_empty.jpg,,,,,,,M_5_39_F_filler_8_day_sun_empty_MODEL.jpg,Ignore,2026-01-06T16:48:24.306,15.024243831634521,901,1803,,,F,8,None,1,Correct Rejection,正解(スルー成功)
S03_5_8,S03,5,8,5,match,5,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\5_day_rain_busy.jpg,,,,,,,M_5_7_5_match_5_day_rain_busy_BRIGHTONLY.jpg,Match,2026-01-06T16:48:26.809,17.52669644355774,1052,2103,,,5,5,None,0,Omission,無反応(不正解)
S03_5_9,S03,5,9,G,filler,3,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_11_G_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:48:29.290,20.00796866416931,1200,2401,2026-01-06 16:48:30.400031,1.109497308731079,G,3,t,0,False Alarm,お手つき(スルー失敗)
S03_5_10,S03,5,10,S,filler,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\1_day_rain_busy.jpg,,,,,,,M_5_30_S_filler_1_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:48:31.804,22.521509885787964,1351,2703,,,S,1,None,1,Correct Rejection,正解(スルー成功)
S03_5_11,S03,5,11,T,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\6_day_sun_empty.jpg,,,,,,,M_5_17_T_filler_6_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:34.295,25.013359308242798,1501,3002,2026-01-06 16:48:35.728694,1.432769775390625,T,6,b,0,False Alarm,お手つき(スルー失敗)
S03_5_12,S03,5,12,7,unmatch,0,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_5_45_7_unmatch_0_day_rain_busy_ORIG.jpg,Mismatch,2026-01-06T16:48:36.809,27.526436805725098,1652,3303,,,7,0,None,0,Omission,無反応(不正解)
S03_5_13,S03,5,13,T,filler,6,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\6_day_sun_busy.jpg,,,,,,,M_5_27_T_filler_6_day_sun_busy_MODEL.jpg,Ignore,2026-01-06T16:48:39.309,30.027090549468994,1802,3603,2026-01-06 16:48:40.544188,1.234532117843628,T,6,b,0,False Alarm,お手つき(スルー失敗)
S03_5_14,S03,5,14,S,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\4_day_sun_busy.jpg,,,,,,,M_5_36_S_filler_4_day_sun_busy_ORIG.jpg,Ignore,2026-01-06T16:48:41.795,32.51248574256897,1951,3901,,,S,4,None,1,Correct Rejection,正解(スルー成功)
S03_5_15,S03,5,15,0,match,0,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\0_day_sun_empty.jpg,,,,,,,M_5_16_0_match_0_day_sun_empty_MODEL.jpg,Match,2026-01-06T16:48:44.280,34.99753427505493,2100,4200,,,0,0,None,0,Omission,無反応(不正解)
S03_5_16,S03,5,16,S,filler,3,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_5_26_S_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:48:46.809,37.52658128738403,2252,4503,2026-01-06 16:48:48.111080,1.301933765411377,S,3,t,0,False Alarm,お手つき(スルー失敗)
S03_5_17,S03,5,17,E,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_5_13_E_filler_9_day_rain_empty_MODEL.jpg,Ignore,2026-01-06T16:48:49.312,40.02950167655945,2402,4804,,,E,9,None,1,Correct Rejection,正解(スルー成功)
S03_5_18,S03,5,18,2,match,2,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\2_day_sun_busy.jpg,,,,,,,M_5_25_2_match_2_day_sun_busy_MODEL.jpg,Match,2026-01-06T16:48:51.826,42.543606996536255,2553,5105,,,2,2,None,0,Omission,無反応(不正解)
S03_5_19,S03,5,19,R,filler,1,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\1_day_rain_empty.jpg,,,,,,,M_5_32_R_filler_1_day_rain_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:48:54.281,44.998491287231445,2700,5400,2026-01-06 16:48:55.325883,1.0448265075683594,R,1,t,0,False Alarm,お手つき(スルー失敗)
S03_5_20,S03,5,20,4,match,4,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,,,,,,,M_5_33_4_match_4_day_rain_empty_MODEL.jpg,Match,2026-01-06T16:48:56.812,47.53020143508911,2852,5704,,,4,4,None,0,Omission,無反応(不正解)
S03_5_21,S03,5,21,I,filler,2,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\2_day_sun_busy.jpg,,,,,,,M_5_18_I_filler_2_day_sun_busy_ORIG.jpg,Ignore,2026-01-06T16:48:59.295,50.0133900642395,3001,6002,2026-01-06 16:49:00.390709,1.0947537422180176,I,2,t,0,False Alarm,お手つき(スルー失敗)
S03_5_22,S03,5,22,2,unmatch,9,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,,,,,,,M_5_31_2_unmatch_9_day_sun_busy_BRIGHTONLY.jpg,Mismatch,2026-01-06T16:49:01.827,52.544922828674316,3153,6305,,,2,9,None,0,Omission,無反応(不正解)
S03_5_23,S03,5,23,F,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,,,,,,,M_5_19_F_filler_2_day_rain_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:49:04.295,55.0128173828125,3301,6602,2026-01-06 16:49:05.337872,1.0424892902374268,F,2,b,0,False Alarm,お手つき(スルー失敗)
S03_5_24,S03,5,24,P,filler,0,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\0_day_rain_empty.jpg,,,,,,,M_5_1_P_filler_0_day_rain_empty_MODEL.jpg,Ignore,2026-01-06T16:49:06.795,57.51264142990112,3451,6902,,,P,0,None,1,Correct Rejection,正解(スルー成功)
S03_5_25,S03,5,25,F,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_5_6_F_filler_8_day_rain_busy_MODEL.jpg,Ignore,2026-01-06T16:49:09.301,60.018919944763184,3601,7202,,,F,8,None,1,Correct Rejection,正解(スルー成功)
S03_5_26,S03,5,26,7,unmatch,2,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,,,,,,,M_5_12_7_unmatch_2_day_rain_empty_ORIG.jpg,Mismatch,2026-01-06T16:49:11.804,62.521692752838135,3751,7503,,,7,2,None,0,Omission,無反応(不正解)
S03_5_27,S03,5,27,G,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_5_4_G_filler_9_day_sun_empty_MODEL.jpg,Ignore,2026-01-06T16:49:14.307,65.02539467811584,3902,7803,2026-01-06 16:49:15.388088,1.0801279544830322,G,9,b,0,False Alarm,お手つき(スルー失敗)
S03_5_28,S03,5,28,Q,filler,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\1_day_rain_busy.jpg,,,,,,,M_5_24_Q_filler_1_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:49:16.793,67.5105950832367,4051,8101,,,Q,1,None,1,Correct Rejection,正解(スルー成功)
S03_5_29,S03,5,29,0,unmatch,7,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\7_day_rain_busy.jpg,,,,,,,M_5_42_0_unmatch_7_day_rain_busy_MODEL.jpg,Mismatch,2026-01-06T16:49:19.280,69.99752688407898,4200,8400,,,0,7,None,0,Omission,無反応(不正解)
S03_5_30,S03,5,30,R,filler,5,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\5_day_sun_busy.jpg,,,,,,,M_5_8_R_filler_5_day_sun_busy_ORIG.jpg,Ignore,2026-01-06T16:49:21.826,72.54403758049011,4353,8705,2026-01-06 16:49:22.933902,1.107299566268921,R,5,b,0,False Alarm,お手つき(スルー失敗)
