,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization,day,time,button,timeFromStart,timeFromDisplay,num,timeFromDisplay_std
0,3000.0,3194.0,3.7429615563626553,9,pictures\transformed\roomDark_figureBright\S.JPG,brightness,23.99664791356519,gamma,1.095389610208169,sharpness,0.4185425704693322,1,10_S_brightness23.997_gamma1.095_sharpness0.419.jpg,10,S,0.0,1.095,0.419,23.997,0.0,2023-11-01,20:08:21.774029,f,26.53583335876465,1.260892391204834,111,-0.6558454471810634
1,3600.0,3791.0,3.88616244412609,11,pictures\transformed\roomDark_figureBright\B.JPG,contrast,0.8259123059967061,gamma,0.5170041600647183,sharpness,0.6790936729424888,2,12_B_contrast0.826_gamma0.517_sharpness0.679.jpg,12,B,0.826,0.517,0.679,0.0,0.0,2023-11-01,20:08:27.087721,f,31.84952545166016,1.6275930404663086,111,0.7268487176269028
2,7200.0,7397.0,3.484284170612544,23,pictures\transformed\roomDark_figureBright\S.JPG,brightness,16.63241207992569,gamma,1.017025321273729,sharpness,0.3409316341840563,2,24_S_brightness16.632_gamma1.017_sharpness0.341.jpg,24,S,0.0,1.017,0.341,16.632,0.0,2023-11-01,20:08:56.794975,t,61.55678009986877,1.3348944187164309,111,-0.3768108399876544
3,7500.0,7701.0,3.710028546721209,24,pictures\transformed\roomDark_figureBright\S.JPG,contrast,0.9458432636591544,gamma,0.6378129472057472,equalization,29.31508158512345,1,25_S_contrast0.946_gamma0.638_equalization29.315.jpg,25,S,0.946,0.638,0.0,0.0,29.315,2023-11-01,20:08:59.726004,f,64.48780870437622,1.7442264556884766,111,1.1666307113978613
4,9600.0,9798.0,3.515837776795984,31,pictures\transformed\roomDark_figureBright\0.JPG,brightness,20.62172959907387,contrast,1.142520270634825,gamma,1.087966140447181,2,32_0_brightness20.622_contrast1.143_gamma1.088.jpg,32,0,1.143,1.088,0.0,20.622,0.0,2023-11-01,20:09:17.116107,f,81.87791180610657,1.6396267414093018,111,0.7722234070593627
5,10800.0,10999.0,3.423734406454116,35,pictures\transformed\roomDark_figureBright\I.JPG,contrast,0.8325726023481397,gamma,0.8945866998919263,sharpness,0.5646263836566279,2,36_I_contrast0.833_gamma0.895_sharpness0.565.jpg,36,I,0.833,0.895,0.565,0.0,0.0,2023-11-01,20:09:26.875680,f,91.6374852657318,1.4065418243408203,111,-0.10665465160895934
6,12300.0,12515.0,3.0018250518939102,40,pictures\transformed\roomDark_figureBright\3.JPG,contrast,1.039710201775966,sharpness,0.5490628926038894,equalization,20.65677950003711,0,41_3_contrast1.04_sharpness0.549_equalization20.657.jpg,41,3,1.04,0.0,0.549,0.0,20.657,2023-11-01,20:09:39.593381,t,104.3551857471466,1.613988161087036,111,0.6755496883818709
7,2100.0,2342.0,3.703843656007222,6,pictures\transformed\roomDark_figureBright\8.JPG,contrast,1.133368379568073,gamma,0.7111644912129218,equalization,24.27870143827779,0,7_8_contrast1.133_gamma0.711_equalization24.279.jpg,7,8,1.133,0.711,0.0,0.0,24.279,2023-11-01,20:11:23.022375,t,19.59207558631897,1.92139744758606,111,1.8346777878439975
8,2400.0,2601.0,3.697397922772236,7,pictures\transformed\roomDark_figureBright\9.JPG,contrast,1.030301695551364,gamma,1.050539334021314,equalization,9.852215291580473,0,8_9_contrast1.03_gamma1.051_equalization9.852.jpg,8,9,1.03,1.051,0.0,0.0,9.852,2023-11-01,20:11:25.212031,t,21.781731128692627,1.5012784004211426,111,0.25056236233405216
9,4200.0,4400.0,3.820689560563857,13,pictures\transformed\roomDark_figureBright\T.JPG,contrast,0.8496176496479086,gamma,0.7128229616111496,equalization,14.56476863601412,1,14_T_contrast0.85_gamma0.713_equalization14.565.jpg,14,T,0.85,0.713,0.0,0.0,14.565,2023-11-01,20:11:39.839158,f,36.40885806083679,1.1425011157989502,111,-1.1022556894251765
10,5700.0,5867.0,3.569937570064303,18,pictures\transformed\roomDark_figureBright\2.JPG,brightness,19.19779299486312,gamma,0.7291336049956749,sharpness,0.9268852801797772,0,19_2_brightness19.198_gamma0.729_sharpness0.927.jpg,19,2,0.0,0.729,0.927,19.198,0.0,2023-11-01,20:11:52.454218,t,49.023918867111206,1.2828421592712402,111,-0.5730808917175487
11,7800.0,8058.0,3.492242793892215,25,pictures\transformed\roomDark_figureBright\C.JPG,brightness,10.91347321995436,contrast,1.154684773972418,sharpness,0.7070222161515418,1,26_C_brightness10.913_contrast1.155_sharpness0.707.jpg,26,C,1.155,0.0,0.707,10.913,0.0,2023-11-01,20:12:10.808637,f,67.37833738327026,2.1437106132507324,111,2.6729395077062525
12,8400.0,8565.0,3.4521882930344847,27,pictures\transformed\roomDark_figureBright\8.JPG,contrast,1.025602741646889,gamma,0.5810104497683273,sharpness,0.6134708296326532,0,28_8_contrast1.026_gamma0.581_sharpness0.613.jpg,28,8,1.026,0.581,0.613,0.0,0.0,2023-11-01,20:12:15.030745,t,71.60044550895691,1.3074283599853516,111,-0.48037531202832645
13,8700.0,8912.0,4.019433751695875,28,pictures\transformed\roomDark_figureBright\1.JPG,contrast,1.148964863048556,gamma,0.5007659195133193,sharpness,0.7531939314401765,2,29_1_contrast1.149_gamma0.501_sharpness0.753.jpg,29,1,1.149,0.501,0.753,0.0,0.0,2023-11-01,20:12:17.384250,f,73.95395064353943,1.160308599472046,111,-1.035110174918204
