trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S03_5_1,S03,5,1,B,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_5_15_B_filler_9_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T17:51:28.511,1767862288.511618,0.0,0,0,,,B,9,,1,Correct Rejection,正解(スルー成功),0,4.593,4.615,4.604,1032.961,0.9680907604449732,4.614,4.583666666666667,4.598833333333333,1037.3028333333334,0.0,,
S03_5_2,S03,5,2,F,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_5_42_F_filler_3_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T17:51:32.360,1767862292.3609889,3.8493709564208975,231,462,,,F,3,,1,Correct Rejection,正解(スルー成功),462,4.146,3.949,4.047499999999999,946.379,1.0566591185983627,4.1622,3.9539999999999997,4.0581,953.2241,0.0,,
S03_5_3,S03,5,3,9,match,9,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_5_39_9_match_9_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Match,2026-01-08T17:51:36.237,1767862296.237748,7.726130247116089,464,927,2026-01-08T17:51:37.530,1.2928833961486816,9,9,t,1,Hit,正解(一致),927,4.148,4.041,4.0945,976.01,1.0245796661919448,4.1848,3.9684,4.0766,990.4227999999999,0.0,4.63981733681261,1006.0
S03_5_4,S03,5,4,Q,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,brightness,40.55,,,,,M_5_36_Q_filler_7_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T17:51:40.085,1767862300.0853343,11.573716640472412,694,1389,,,Q,7,,1,Correct Rejection,正解(スルー成功),1389,3.888,3.592,3.74,1009.118,0.9909643867218699,3.8892,3.6896,3.7894,968.6111999999999,0.0,,
S03_5_5,S03,5,5,7,unmatch,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\3_day_rain_empty.jpg,,,,,,,M_5_14_7_unmatch_3_day_rain_empty_ORIG.jpg,Mismatch,2026-01-08T17:51:43.964,1767862303.9647708,15.453152894973757,927,1854,2026-01-08T17:51:45.389,1.4243230819702148,7,3,b,1,Correct Rejection,正解(不一致),1854,3.632,3.34,3.4859999999999998,1181.33,0.8465035172221141,3.6396,3.2808,3.4602000000000004,1171.4738000000002,0.0,4.022680356671906,1954.0
S03_5_6,S03,5,6,P,filler,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\0_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_5_46_P_filler_0_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-08T17:51:47.818,1767862307.8187284,19.30711054801941,1158,2317,,,P,0,,1,Correct Rejection,正解(スルー成功),2317,3.984,3.712,3.848,1058.517,0.9447179402881578,3.9674,3.718,3.8427,1076.98,0.0,,
S03_5_7,S03,5,7,U,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_5_25_U_filler_9_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T17:51:51.663,1767862311.6638625,23.152244567871094,1389,2778,,,U,9,,1,Correct Rejection,正解(スルー成功),2778,3.903,3.516,3.7095000000000002,1205.708,0.829388210080716,3.9018,3.5052,3.7035,1183.7100000000003,0.0,,
S03_5_8,S03,5,8,C,filler,5,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\5_day_rain_empty.jpg,brightness,35.62,,,,,M_5_32_C_filler_5_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T17:51:55.526,1767862315.5263827,27.0147647857666,1621,3242,,,C,5,,1,Correct Rejection,正解(スルー成功),3242,3.97,3.599,3.7845000000000004,1191.025,0.8396129384353812,3.9497999999999998,3.6016000000000004,3.7757,1209.3844000000001,0.0,,
S03_5_9,S03,5,9,3,match,3,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_5_26_3_match_3_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-08T17:51:59.367,1767862319.3676982,30.8560802936554,1851,3703,2026-01-08T17:52:00.794,1.4266297817230225,3,3,t,1,Hit,正解(一致),3703,3.833,3.662,3.7475,1035.358,0.9658494936051105,3.8798000000000004,3.6531999999999996,3.7664999999999997,1035.358,0.0,4.251032155527122,3797.0
S03_5_10,S03,5,10,J,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\6_day_rain_empty.jpg,brightness,35.62,,,,,M_5_41_J_filler_6_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T17:52:03.230,1767862323.2301586,34.71854066848755,2083,4166,,,J,6,,1,Correct Rejection,正解(スルー成功),4166,3.792,3.511,3.6515,961.035,1.0405448292726072,3.7998,3.539,3.6694,997.5824,0.0,,
