trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S03_5_1,S03,5,1,B,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_5_15_B_filler_9_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T17:51:28.511,1767862288.511618,0.0,0,0,,,B,9,None,1,Correct Rejection,正解(スルー成功)
S03_5_2,S03,5,2,F,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_5_42_F_filler_3_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T17:51:32.360,1767862292.3609889,3.8493709564208984,231,462,,,F,3,None,1,Correct Rejection,正解(スルー成功)
S03_5_3,S03,5,3,9,match,9,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_5_39_9_match_9_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Match,2026-01-08T17:51:36.237,1767862296.2377481,7.726130247116089,464,927,2026-01-08T17:51:37.530,1.2928833961486816,9,9,t,1,Hit,正解(一致)
S03_5_4,S03,5,4,Q,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,brightness,40.55,,,,,M_5_36_Q_filler_7_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T17:51:40.085,1767862300.0853345,11.573716640472412,694,1389,,,Q,7,None,1,Correct Rejection,正解(スルー成功)
S03_5_5,S03,5,5,7,unmatch,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\3_day_rain_empty.jpg,,,,,,,M_5_14_7_unmatch_3_day_rain_empty_ORIG.jpg,Mismatch,2026-01-08T17:51:43.964,1767862303.9647708,15.453152894973755,927,1854,2026-01-08T17:51:45.389,1.4243230819702148,7,3,b,1,Correct Rejection,正解(不一致)
S03_5_6,S03,5,6,P,filler,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\0_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_5_46_P_filler_0_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-08T17:51:47.818,1767862307.8187284,19.30711054801941,1158,2317,,,P,0,None,1,Correct Rejection,正解(スルー成功)
S03_5_7,S03,5,7,U,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_5_25_U_filler_9_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T17:51:51.663,1767862311.6638625,23.152244567871094,1389,2778,,,U,9,None,1,Correct Rejection,正解(スルー成功)
S03_5_8,S03,5,8,C,filler,5,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\5_day_rain_empty.jpg,brightness,35.62,,,,,M_5_32_C_filler_5_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T17:51:55.526,1767862315.5263827,27.0147647857666,1621,3242,,,C,5,None,1,Correct Rejection,正解(スルー成功)
S03_5_9,S03,5,9,3,match,3,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_5_26_3_match_3_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-08T17:51:59.367,1767862319.3676982,30.856080293655396,1851,3703,2026-01-08T17:52:00.794,1.4266297817230225,3,3,t,1,Hit,正解(一致)
S03_5_10,S03,5,10,J,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\6_day_rain_empty.jpg,brightness,35.62,,,,,M_5_41_J_filler_6_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T17:52:03.230,1767862323.2301586,34.71854066848755,2083,4166,,,J,6,None,1,Correct Rejection,正解(スルー成功)
S03_5_11,S03,5,11,4,unmatch,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_5_12_4_unmatch_0_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Mismatch,2026-01-08T17:52:07.074,1767862327.074034,38.562416076660156,2314,4627,2026-01-08T17:52:08.554,1.4809496402740479,4,0,b,1,Correct Rejection,正解(不一致)
S03_5_12,S03,5,12,L,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,brightness,40.55,,,,,M_5_10_L_filler_4_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T17:52:10.905,1767862330.9055967,42.39397883415222,2544,5087,,,L,4,None,1,Correct Rejection,正解(スルー成功)
S03_5_13,S03,5,13,C,filler,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_5_6_C_filler_8_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T17:52:14.762,1767862334.7623222,46.250704288482666,2775,5550,,,C,8,None,1,Correct Rejection,正解(スルー成功)
S03_5_14,S03,5,14,E,filler,1,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\1_day_sun_busy.jpg,,,,,,,M_5_4_E_filler_1_day_sun_busy_ORIG.jpg,Ignore,2026-01-08T17:52:18.607,1767862338.6072423,50.0956244468689,3006,6011,,,E,1,None,1,Correct Rejection,正解(スルー成功)
