,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,900,1006,2.679202825963791,2,pictures\transformed\roomBright_figureDark\7.JPG,sharpness,0.7967628743120091,brightness,28.44571999626007,contrast,0.900373863102708,0,3_7_sharpness0.8_brightness28.0_contrast0.9.jpg,3,7,0.9,0.0,0.8,28.0,0.0
1,1200,1386,3.428093243173071,3,pictures\transformed\roomBright_figureDark\P.JPG,sharpness,0.1266179900991141,gamma,0.5617080713073137,None,None,1,4_P_sharpness0.13_gamma0.56.jpg,4,P,0.0,0.56,0.13,0.0,0.0
2,2100,2249,3.934446590996905,6,pictures\transformed\roomBright_figureDark\9.JPG,sharpness,0.7015210690082017,contrast,1.054515268200338,equalization,12.11760784078135,0,7_9_sharpness0.7_contrast1.1_equalization12.0.jpg,7,9,1.1,0.0,0.7,0.0,12.0
3,3600,3768,3.091559458212942,11,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.7938318015676875,gamma,1.01348022351156,None,None,2,12_3_sharpness0.79_gamma1.0.jpg,12,3,0.0,1.0,0.79,0.0,0.0
4,3900,4052,3.6153374737654413,12,pictures\transformed\roomBright_figureDark\P.JPG,gamma,0.743330383820055,contrast,0.9080350096398532,None,None,1,13_P_gamma0.74_contrast0.91.jpg,13,P,0.91,0.74,0.0,0.0,0.0
5,4800,4924,3.964598493482783,15,pictures\transformed\roomBright_figureDark\P.JPG,contrast,0.8365600927944891,sharpness,0.6973515472991552,brightness,28.9894298296228,1,16_P_contrast0.84_sharpness0.7_brightness29.0.jpg,16,P,0.84,0.0,0.7,29.0,0.0
6,5400,5552,3.853381139521882,17,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.6784207169780678,sharpness,0.1499144839327446,None,None,2,18_S_gamma0.68_sharpness0.15.jpg,18,S,0.0,0.68,0.15,0.0,0.0
7,5700,5818,3.898478150702505,18,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.7217969655441855,brightness,22.93109801221578,contrast,1.132396497316177,1,19_B_gamma0.72_brightness23.0_contrast1.1.jpg,19,B,1.1,0.72,0.0,23.0,0.0
8,6900,7027,3.580669880029581,22,pictures\transformed\roomBright_figureDark\B.JPG,sharpness,0.9637789059821202,contrast,0.9253903702535772,equalization,20.66886931853306,2,23_B_sharpness0.96_contrast0.93_equalization21.0.jpg,23,B,0.93,0.0,0.96,0.0,21.0
9,7200,7370,3.1705131994191658,23,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.715709986008696,sharpness,0.7716642042686175,None,None,0,24_0_gamma0.72_sharpness0.77.jpg,24,0,0.0,0.72,0.77,0.0,0.0
10,8400,8537,3.5059259629671913,27,pictures\transformed\roomBright_figureDark\P.JPG,brightness,10.03236378159412,contrast,1.175643579697557,sharpness,0.3520498980618536,1,28_P_brightness10.0_contrast1.2_sharpness0.35.jpg,28,P,1.2,0.0,0.35,10.0,0.0
11,9600,9769,2.211668380029183,31,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.7939541901905689,brightness,24.1557558500194,contrast,0.9375286597641053,1,32_S_gamma0.79_brightness24.0_contrast0.94.jpg,32,S,0.94,0.79,0.0,24.0,0.0
12,11700,11845,3.3573230707065007,38,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.8964663034034721,sharpness,0.9177280311204964,equalization,14.65319633311862,2,39_0_gamma0.9_sharpness0.92_equalization15.0.jpg,39,0,0.0,0.9,0.92,0.0,15.0
