condition,metric,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
bright,miosis_rate,sun_empty,7.972272941679218,0.012460444304556556,2.0,8.0,0.6658946868748079,5
bright,miosis_rate,sun_busy,12.734408304989943,0.0032643635552919797,2.0,8.0,0.7609715308065442,5
bright,miosis_rate,rain_empty,2.0614540159965733,0.18964120491783837,2.0,8.0,0.34009232942397344,5
bright,miosis_rate,rain_busy,25.81929601330332,0.00032378029945796935,2.0,8.0,0.8658586709017049,5
bright,miosis_rate,ALL,66.33383677775116,1.0461229464999799e-05,2.0,8.0,0.9431283691711622,5
