day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,17:25:24.758440,t,13.92583417892456,1.2762646675109863,6_9_gamma0.78_sharpness0.17_equalization24.0.jpg,4,6,9,0,0.78,0.17,0,24.0
2023-09-02,17:25:37.126146,f,26.29353976249695,1.1139249801635742,11_2_sharpness0.13_gamma0.92_equalization8.1.jpg,2,11,2,0,0.92,0.13,0,8.1
2023-09-02,17:25:39.718212,f,28.885606288909912,1.2100305557250977,12_S_contrast1.1_brightness0.75_sharpness0.13.jpg,4,12,S,1.1,0,0.13,0.75,0
2023-09-02,17:25:44.903524,t,34.07091784477234,1.444584608078003,14_Q_contrast0.96_gamma0.84_brightness6.7.jpg,4,14,Q,0.96,0.84,0,6.7,0
2023-09-02,17:26:12.355501,f,61.50721549987793,1.3337790966033936,25_I_gamma0.57_sharpness0.3_equalization30.0.jpg,4,25,I,0,0.57,0.3,0,30.0
2023-09-02,17:26:17.059730,f,66.22712469100952,1.0522925853729248,27_8_brightness22.0_sharpness0.89_gamma0.99.jpg,4,27,8,0,0.99,0.89,22.0,0
2023-09-02,17:26:22.014632,t,71.18202638626099,1.0046544075012207,29_2_gamma0.91_sharpness0.4_equalization15.0.jpg,4,29,2,0,0.91,0.4,0,15.0
2023-09-02,17:26:59.594127,f,108.74600625038148,1.0985281467437744,44_8_sharpness0.24_contrast0.91_brightness0.78.jpg,4,44,8,0.91,0,0.24,0.78,0
2023-09-02,17:27:04.720099,f,113.88682723045348,1.2229502201080322,46_B_brightness5.1_sharpness0.85_gamma0.82.jpg,4,46,B,0,0.82,0.85,5.1,0
2023-09-02,17:27:10.207194,f,119.37458777427672,1.7713651657104492,48_7_brightness22.0_sharpness0.28_gamma0.97.jpg,4,48,7,0,0.97,0.28,22.0,0
