day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,18:33:02.048767,t,6.445064067840576,1.3495848178863523,3_3_sharpness0.64_contrast1.1_gamma0.87.jpg,0,3,3,1.1,0.87,0.64,0,0
2023-09-02,18:33:04.399242,t,8.795539379119873,1.1908855438232422,4_C_brightness7.8_gamma0.99_sharpness0.9.jpg,4,4,C,0,0.99,0.9,7.8,0
2023-09-02,18:33:54.537035,t,58.93333196640015,1.3299100399017334,24_7_sharpness0.025_gamma0.62_equalization10.0.jpg,4,24,7,0,0.62,0.025,0,10.0
2023-09-02,18:34:19.435219,t,83.83151650428772,1.2405099868774414,34_3_sharpness0.012_gamma0.95_equalization4.4.jpg,4,34,3,0,0.95,0.012,0,4.4
2023-09-02,18:34:34.390889,t,98.78718566894533,1.206033706665039,40_8_contrast1.1_brightness25.0_sharpness0.32.jpg,0,40,8,1.1,0,0.32,25.0,0
2023-09-02,18:34:36.901568,t,101.29786586761476,1.1946308612823486,41_9_sharpness0.81_brightness2.1_gamma1.1.jpg,4,41,9,0,1.1,0.81,2.1,0
2023-09-02,18:34:41.850500,f,106.24543333053587,1.123133420944214,43_7_gamma1.0_contrast0.82_equalization8.7.jpg,0,43,7,0.82,1.0,0,0,8.7
2023-09-02,18:34:44.408284,t,108.80458092689514,1.2062089443206787,44_C_brightness13.0_sharpness0.86_gamma0.6.jpg,4,44,C,0,0.6,0.86,13.0,0
2023-09-02,18:34:54.427549,t,118.82384634017944,1.1603949069976809,48_7_gamma0.83_brightness19.0_contrast0.92.jpg,4,48,7,0.92,0.83,0,19.0,0
2023-09-02,18:34:54.882043,f,119.27834010124208,1.6148886680603027,48_7_gamma0.83_brightness19.0_contrast0.92.jpg,4,48,7,0.92,0.83,0,19.0,0
