day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,18:22:23.177411,f,9.308010816574097,1.7078847885131836,4_C_gamma0.92_brightness21.0_sharpness0.67.jpg,4,4,C,0,0.92,0.67,21.0,0
2023-09-02,18:22:35.076580,f,21.207179069519043,1.0349555015563965,9_0_gamma0.67_contrast0.83_equalization5.9.jpg,4,9,0,0.83,0.67,0,0,5.9
2023-09-02,18:22:45.283848,t,31.414447784423828,1.255434513092041,13_B_brightness5.4_sharpness0.14_contrast0.91.jpg,4,13,B,0.91,0,0.14,5.4,0
2023-09-02,18:22:50.270829,t,36.40142893791199,1.285956621170044,15_E_contrast1.0_sharpness0.9_equalization10.0.jpg,4,15,E,1.0,0,0.9,0,10.0
2023-09-02,18:23:02.812398,t,48.94299793243408,1.3533530235290527,20_7_brightness11.0_contrast1.0_gamma0.8.jpg,4,20,7,1.0,0.8,0,11.0,0
2023-09-02,18:23:17.816056,f,63.94665551185608,1.2696945667266846,26_J_contrast0.88_brightness6.0_sharpness0.76.jpg,4,26,J,0.88,0,0.76,6.0,0
2023-09-02,18:23:48.012018,t,94.1305935382843,1.5223767757415771,38_9_contrast0.81_sharpness0.87_equalization27.0.jpg,4,38,9,0.81,0,0.87,0,27.0
2023-09-02,18:23:52.668801,f,98.79940009117126,1.1291711330413818,40_S_sharpness0.024_gamma0.69_equalization8.4.jpg,2,40,S,0,0.69,0.024,0,8.4
2023-09-02,18:23:55.050184,f,101.18078398704527,1.0189507007598877,41_B_brightness24.0_gamma0.58_sharpness0.31.jpg,4,41,B,0,0.58,0.31,24.0,0
2023-09-02,18:24:02.513986,t,108.64458537101746,0.9683835506439208,44_Q_gamma0.5_contrast1.0_equalization4.6.jpg,4,44,Q,1.0,0.5,0,0,4.6
2023-09-02,18:24:02.938434,f,109.0669765472412,1.3907747268676758,44_Q_gamma0.5_contrast1.0_equalization4.6.jpg,4,44,Q,1.0,0.5,0,0,4.6
2023-09-02,18:24:10.275628,t,116.406227350235,1.241107702255249,47_Q_contrast1.1_brightness18.0_gamma0.73.jpg,4,47,Q,1.1,0.73,0,18.0,0
2023-09-02,18:24:26.893102,t,133.0237011909485,15.380876064300535,48_S_sharpness0.41_contrast0.87_equalization22.0.jpg,4,48,S,0.87,0,0.41,0,22.0
