day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,17:33:01.535094,f,11.224308013916016,1.0829908847808838,5_8_contrast0.93_brightness23.0_gamma0.64.jpg,4,5,8,0.93,0.64,0,23.0,0
2023-09-02,17:33:06.756617,t,16.44367742538452,1.251704216003418,7_T_contrast0.92_gamma0.87_equalization27.0.jpg,4,7,T,0.92,0.87,0,0,27.0
2023-09-02,17:33:41.576852,f,51.26606583595276,1.1918537616729736,21_I_brightness5.7_gamma0.8_contrast1.2.jpg,4,21,I,1.2,0.8,0,5.7,0
2023-09-02,17:33:51.593306,f,61.28252005577088,1.0962204933166504,25_T_gamma0.82_sharpness0.44_equalization16.0.jpg,4,25,T,0,0.82,0.44,0,16.0
2023-09-02,17:34:01.691864,t,71.36556649208069,1.255814552307129,29_Q_contrast1.0_brightness7.3_sharpness0.79.jpg,4,29,Q,1.0,0,0.79,7.3,0
2023-09-02,17:34:06.723628,t,76.41284155845642,1.284977912902832,31_T_sharpness0.82_gamma0.64_equalization26.0.jpg,1,31,T,0,0.64,0.82,0,26.0
2023-09-02,17:34:08.980583,f,78.66979670524597,0.9868941307067872,32_Q_sharpness0.51_contrast0.8_equalization4.6.jpg,4,32,Q,0.8,0,0.51,0,4.6
2023-09-02,17:34:14.023535,f,83.71274924278259,1.0585174560546875,34_J_sharpness0.17_brightness26.0_contrast1.2.jpg,4,34,J,1.2,0,0.17,26.0,0
2023-09-02,17:34:32.920508,f,102.60972142219543,0.0156943798065185,42_S_sharpness0.13_contrast0.91_gamma0.91.jpg,4,42,S,0.91,0.91,0.13,0,0
2023-09-02,17:34:34.376504,f,104.06571745872498,1.4716904163360596,42_S_sharpness0.13_contrast0.91_gamma0.91.jpg,4,42,S,0.91,0.91,0.13,0,0
