condition,metric,image_key,F,p,df1,df2,eta_sq,n_total,n_original,n_brightonly,n_model
bright,miosis_rate,sun_empty,7.760315154058853,0.0005921674477708249,2.0,173.0,0.08232855090050781,176,54,37,85
bright,miosis_rate,sun_busy,9.216595581014175,0.00015881712982130711,2.0,169.0,0.09834539468569166,172,58,68,46
bright,miosis_rate,rain_empty,6.883486267987227,0.0013328648884517683,2.0,171.0,0.07450992104822196,174,53,51,70
bright,miosis_rate,rain_busy,14.985341028426491,1.0014975100435035e-06,2.0,172.0,0.14839125041136667,175,53,65,57
bright,miosis_rate,ALL,26.808390714002226,6.096898137996107e-12,2.0,694.0,0.07171693140112827,697,218,221,258
