Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
2,pictures\transformed\roomDark_figureBright\7.JPG,contrast,1.075214639318396,gamma,0.9063883906637091,sharpness,0.8892633177789273,0,3_7_contrast1.075_gamma0.906_sharpness0.889.jpg,900,3,7,1.075,0.906,0.889,0,0
12,pictures\transformed\roomDark_figureBright\B.JPG,brightness,29.66957076913081,contrast,0.8778849665616262,gamma,0.5249693571475696,2,13_B_brightness29.67_contrast0.878_gamma0.525.jpg,3900,13,B,0.878,0.525,0,29.67,0
17,pictures\transformed\roomDark_figureBright\8.JPG,gamma,0.9907922975383004,sharpness,0.2584576698269997,equalization,12.22235743709582,0,18_8_gamma0.991_sharpness0.258_equalization12.222.jpg,5400,18,8,0,0.991,0.258,0,12.222
22,pictures\transformed\roomDark_figureBright\C.JPG,contrast,0.9159986433973553,gamma,0.9463535741751951,equalization,13.24028782657593,1,23_C_contrast0.916_gamma0.946_equalization13.24.jpg,6900,23,C,0.916,0.946,0,0,13.24
23,pictures\transformed\roomDark_figureBright\0.JPG,brightness,5.508588740469128,contrast,0.8936915634764817,sharpness,0.1159323649104157,2,24_0_brightness5.509_contrast0.894_sharpness0.116.jpg,7200,24,0,0.894,0,0.116,5.509,0
26,pictures\transformed\roomDark_figureBright\7.JPG,gamma,0.5551079656323191,sharpness,0.8728485460034899,equalization,11.56703997411521,0,27_7_gamma0.555_sharpness0.873_equalization11.567.jpg,8100,27,7,0,0.555,0.873,0,11.567
27,pictures\transformed\roomDark_figureBright\2.JPG,contrast,0.8658281295905123,gamma,0.7013906382966314,equalization,11.36218523656467,2,28_2_contrast0.866_gamma0.701_equalization11.362.jpg,8400,28,2,0.866,0.701,0,0,11.362
29,pictures\transformed\roomDark_figureBright\9.JPG,brightness,20.57465146485254,gamma,0.9688278131308707,sharpness,0.3538938206007807,0,30_9_brightness20.575_gamma0.969_sharpness0.354.jpg,9000,30,9,0,0.969,0.354,20.575,0
31,pictures\transformed\roomDark_figureBright\E.JPG,contrast,0.8737959539582085,gamma,0.6341674304273351,sharpness,0.7502513871050418,1,32_E_contrast0.874_gamma0.634_sharpness0.75.jpg,9600,32,E,0.874,0.634,0.75,0,0
44,pictures\transformed\roomDark_figureBright\T.JPG,brightness,12.22080655287798,gamma,0.9965930773680671,sharpness,0.6579085238055773,1,45_T_brightness12.221_gamma0.997_sharpness0.658.jpg,13500,45,T,0,0.997,0.658,12.221,0
