Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
2,pictures\transformed\roomDark_figureBright\T.JPG,gamma,0.643803698777581,sharpness,0.7830239125431161,equalization,25.66773044333425,2,3_T_gamma0.644_sharpness0.783_equalization25.668.jpg,900,3,T,0,0.644,0.783,0,25.668
16,pictures\transformed\roomDark_figureBright\9.JPG,brightness,21.67292814948059,contrast,0.8147175367715126,gamma,1.061274395775518,2,17_9_brightness21.673_contrast0.815_gamma1.061.jpg,5100,17,9,0.815,1.061,0,21.673,0
28,pictures\transformed\roomDark_figureBright\P.JPG,brightness,28.66229913817835,contrast,1.128138396506092,gamma,0.6552175431742284,2,29_P_brightness28.662_contrast1.128_gamma0.655.jpg,8700,29,P,1.128,0.655,0,28.662,0
29,pictures\transformed\roomDark_figureBright\2.JPG,brightness,21.33125294636198,contrast,1.158237153462284,gamma,0.8089100846813659,0,30_2_brightness21.331_contrast1.158_gamma0.809.jpg,9000,30,2,1.158,0.809,0,21.331,0
33,pictures\transformed\roomDark_figureBright\3.JPG,contrast,1.083421075444912,gamma,1.027899264756936,sharpness,0.310396830813891,2,34_3_contrast1.083_gamma1.028_sharpness0.31.jpg,10200,34,3,1.083,1.028,0.31,0,0
35,pictures\transformed\roomDark_figureBright\9.JPG,brightness,6.814662696943766,contrast,1.073095305229863,sharpness,0.03143759615406639,0,36_9_brightness6.815_contrast1.073_sharpness0.031.jpg,10800,36,9,1.073,0,0.031,6.815,0
37,pictures\transformed\roomDark_figureBright\7.JPG,gamma,0.7347653035005346,sharpness,0.944454192765843,equalization,7.933794593088249,0,38_7_gamma0.735_sharpness0.944_equalization7.934.jpg,11400,38,7,0,0.735,0.944,0,7.934
38,pictures\transformed\roomDark_figureBright\I.JPG,contrast,0.8968024625889323,sharpness,0.6325018415267654,equalization,24.10064368883729,1,39_I_contrast0.897_sharpness0.633_equalization24.101.jpg,11700,39,I,0.897,0,0.633,0,24.101
40,pictures\transformed\roomDark_figureBright\3.JPG,brightness,1.791382595173809,contrast,0.8167692796190238,gamma,0.8058253223780526,0,41_3_brightness1.791_contrast0.817_gamma0.806.jpg,12300,41,3,0.817,0.806,0,1.791,0
46,pictures\transformed\roomDark_figureBright\E.JPG,contrast,0.8851363171682985,gamma,1.080573317642418,sharpness,0.9271154822570531,1,47_E_contrast0.885_gamma1.081_sharpness0.927.jpg,14100,47,E,0.885,1.081,0.927,0,0
