trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S01_4_1,S01,4,1,8,unmatch,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,brightness,45.47,,,,,M_4_10_8_unmatch_0_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-05T18:37:45.100,0.0,0,0,,,8,0,None,0,Omission,無反応(不正解)
S01_4_2,S01,4,2,A,filler,1,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\1_night_sun_busy.jpg,,,,,,,M_4_1_A_filler_1_night_sun_busy_ORIG.jpg,Ignore,2026-01-05T18:37:47.610,2.5101284980773926,151,301,2026-01-05 18:37:49.177437,1.566967487335205,A,1,b,0,False Alarm,お手つき(スルー失敗)
S01_4_3,S01,4,3,2,match,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_4_21_2_match_2_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Match,2026-01-05T18:37:50.117,5.0172812938690186,301,602,,,2,2,None,0,Omission,無反応(不正解)
S01_4_4,S01,4,4,P,filler,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_4_43_P_filler_2_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:37:52.618,7.518640756607056,451,902,2026-01-05 18:37:53.431631,0.8126499652862549,P,2,t,0,False Alarm,お手つき(スルー失敗)
S01_4_5,S01,4,5,Q,filler,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_9_Q_filler_3_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:37:55.105,10.004679679870605,600,1201,,,Q,3,None,1,Correct Rejection,正解(スルー成功)
S01_4_6,S01,4,6,2,unmatch,5,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,,,,,,,M_4_28_2_unmatch_5_night_rain_empty_ORIG.jpg,Mismatch,2026-01-05T18:37:57.605,12.505504846572876,750,1501,,,2,5,None,0,Omission,無反応(不正解)
S01_4_7,S01,4,7,U,filler,3,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,,,,,,,M_4_17_U_filler_3_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:38:00.114,15.014132738113403,901,1802,2026-01-05 18:38:00.982211,0.8677375316619873,U,3,b,0,False Alarm,お手つき(スルー失敗)
S01_4_8,S01,4,8,6,unmatch,4,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,brightness,35.62,,,,,M_4_42_6_unmatch_4_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-05T18:38:02.622,17.52173113822937,1051,2103,,,6,4,None,0,Omission,無反応(不正解)
S01_4_9,S01,4,9,D,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,brightness,46.88,,,,,M_4_14_D_filler_3_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:38:05.090,19.990541696548462,1199,2399,2026-01-05 18:38:05.937304,0.8464212417602539,D,3,b,0,False Alarm,お手つき(スルー失敗)
S01_4_10,S01,4,10,A,filler,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_4_25_A_filler_6_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-05T18:38:07.617,22.516793727874756,1351,2702,,,A,6,None,1,Correct Rejection,正解(スルー成功)
S01_4_11,S01,4,11,0,match,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,brightness,35.62,,,,,M_4_45_0_match_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Match,2026-01-05T18:38:10.126,25.026402711868286,1502,3003,,,0,0,None,0,Omission,無反応(不正解)
S01_4_12,S01,4,12,T,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,brightness,46.88,,,,,M_4_35_T_filler_5_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:38:12.615,27.515604972839355,1651,3302,2026-01-05 18:38:13.753789,1.1378436088562012,T,5,t,0,False Alarm,お手つき(スルー失敗)
S01_4_13,S01,4,13,G,filler,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_38_G_filler_2_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:38:15.102,30.002081871032715,1800,3600,,,G,2,None,1,Correct Rejection,正解(スルー成功)
S01_4_14,S01,4,14,J,filler,3,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_4_18_J_filler_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T18:38:17.645,32.545650243759155,1953,3905,,,J,3,None,1,Correct Rejection,正解(スルー成功)
S01_4_15,S01,4,15,6,match,6,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,,,,,,,M_4_16_6_match_6_night_sun_empty_ORIG.jpg,Match,2026-01-05T18:38:20.104,35.00414299964905,2100,4200,,,6,6,None,0,Omission,無反応(不正解)
S01_4_16,S01,4,16,D,filler,1,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_41_D_filler_1_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:38:22.628,37.5280020236969,2252,4503,2026-01-05 18:38:23.452948,0.8246059417724609,D,1,t,0,False Alarm,お手つき(スルー失敗)
S01_4_17,S01,4,17,5,match,5,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,,,,,,,M_4_23_5_match_5_night_sun_busy_ORIG.jpg,Match,2026-01-05T18:38:25.114,40.01393938064575,2401,4802,,,5,5,None,0,Omission,無反応(不正解)
S01_4_18,S01,4,18,G,filler,9,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\9_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_4_36_G_filler_9_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T18:38:27.655,42.55497074127197,2553,5107,2026-01-05 18:38:28.548135,0.8928234577178955,G,9,t,0,False Alarm,お手つき(スルー失敗)
S01_4_19,S01,4,19,E,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\2_night_sun_busy.jpg,brightness,43.12,,,,,M_4_29_E_filler_2_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:38:30.099,44.9995596408844,2700,5400,,,E,2,None,1,Correct Rejection,正解(スルー成功)
S01_4_20,S01,4,20,S,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\7_night_rain_empty.jpg,,,,,,,M_4_6_S_filler_7_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:38:32.615,47.51498079299927,2851,5702,,,S,7,None,1,Correct Rejection,正解(スルー成功)
S01_4_21,S01,4,21,9,match,9,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_7_9_match_9_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Match,2026-01-05T18:38:35.108,50.0086236000061,3001,6001,,,9,9,None,0,Omission,無反応(不正解)
S01_4_22,S01,4,22,L,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,brightness,35.62,,,,,M_4_33_L_filler_8_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:38:37.634,52.53419542312622,3152,6304,2026-01-05 18:38:38.576711,0.9421749114990234,L,8,t,0,False Alarm,お手つき(スルー失敗)
S01_4_23,S01,4,23,U,filler,8,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,,,,,,,M_4_26_U_filler_8_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:38:40.144,55.04370141029358,3303,6605,,,U,8,None,1,Correct Rejection,正解(スルー成功)
S01_4_24,S01,4,24,0,unmatch,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,,,,,,,M_4_48_0_unmatch_7_night_sun_empty_ORIG.jpg,Mismatch,2026-01-05T18:38:42.612,57.51201319694519,3451,6901,,,0,7,None,0,Omission,無反応(不正解)
S01_4_25,S01,4,25,I,filler,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\0_night_sun_busy.jpg,brightness,43.12,,,,,M_4_2_I_filler_0_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:38:45.105,60.00480937957764,3600,7201,2026-01-05 18:38:46.223362,1.1182115077972412,I,0,b,0,False Alarm,お手つき(スルー失敗)
S01_4_26,S01,4,26,7,unmatch,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,brightness,45.47,,,,,M_4_5_7_unmatch_0_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-05T18:38:47.613,62.51336216926575,3751,7502,,,7,0,None,0,Omission,無反応(不正解)
S01_4_27,S01,4,27,L,filler,0,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,,,,,,,M_4_30_L_filler_0_night_sun_empty_ORIG.jpg,Ignore,2026-01-05T18:38:50.131,65.03120255470276,3902,7804,2026-01-05 18:38:51.022274,0.890730619430542,L,0,b,0,False Alarm,お手つき(スルー失敗)
S01_4_28,S01,4,28,S,filler,9,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\9_night_rain_empty.jpg,,,,,,,M_4_31_S_filler_9_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:38:52.606,67.50601005554199,4050,8101,,,S,9,None,1,Correct Rejection,正解(スルー成功)
S01_4_29,S01,4,29,B,filler,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\2_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_4_46_B_filler_2_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-05T18:38:55.132,70.03240442276001,4202,8404,,,B,2,None,1,Correct Rejection,正解(スルー成功)
S01_4_30,S01,4,30,C,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,brightness,43.12,,,,,M_4_22_C_filler_8_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:38:57.615,72.5154037475586,4351,8702,,,C,8,None,1,Correct Rejection,正解(スルー成功)
S01_4_31,S01,4,31,5,match,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_4_34_5_match_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-05T18:39:00.109,75.00962805747986,4501,9001,,,5,5,None,0,Omission,無反応(不正解)
S01_4_32,S01,4,32,B,filler,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_4_3_B_filler_2_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-05T18:39:02.616,77.51654577255249,4651,9302,2026-01-05 18:39:03.526899,0.91001296043396,B,2,t,0,False Alarm,お手つき(スルー失敗)
S01_4_33,S01,4,33,5,unmatch,9,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,brightness,43.12,,,,,M_4_32_5_unmatch_9_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Mismatch,2026-01-05T18:39:05.111,80.01075601577759,4801,9601,,,5,9,None,0,Omission,無反応(不正解)
S01_4_34,S01,4,34,F,filler,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_4_24_F_filler_2_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:39:07.611,82.5107159614563,4951,9901,2026-01-05 18:39:08.456601,0.8455445766448975,F,2,b,0,False Alarm,お手つき(スルー失敗)
S01_4_35,S01,4,35,I,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,brightness,46.88,,,,,M_4_40_I_filler_6_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:39:10.103,85.00347423553467,5100,10200,,,I,6,None,1,Correct Rejection,正解(スルー成功)
S01_4_36,S01,4,36,4,unmatch,0,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,,,,,,,M_4_37_4_unmatch_0_night_sun_empty_ORIG.jpg,Mismatch,2026-01-05T18:39:12.611,87.51134204864502,5251,10501,,,4,0,None,0,Omission,無反応(不正解)
S01_4_37,S01,4,37,I,filler,8,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,,,,,,,M_4_44_I_filler_8_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:39:15.122,90.0225179195404,5401,10803,2026-01-05 18:39:16.005132,0.8822734355926514,I,8,b,0,False Alarm,お手つき(スルー失敗)
S01_4_38,S01,4,38,T,filler,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_4_T_filler_5_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:39:17.617,92.51693892478943,5551,11102,,,T,5,None,1,Correct Rejection,正解(スルー成功)
S01_4_39,S01,4,39,D,filler,1,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,,,,,,,M_4_47_D_filler_1_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:39:20.100,95.00052332878113,5700,11400,,,D,1,None,1,Correct Rejection,正解(スルー成功)
S01_4_40,S01,4,40,4,unmatch,7,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_4_19_4_unmatch_7_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Mismatch,2026-01-05T18:39:22.626,97.52574896812439,5852,11703,,,4,7,None,0,Omission,無反応(不正解)
S01_4_41,S01,4,41,I,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,brightness,46.88,,,,,M_4_20_I_filler_7_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:39:25.108,100.00836992263794,6001,12001,2026-01-05 18:39:25.912870,0.80415940284729,I,7,b,0,False Alarm,お手つき(スルー失敗)
S01_4_42,S01,4,42,S,filler,4,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_4_8_S_filler_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:39:27.620,102.52007174491882,6151,12302,,,S,4,None,1,Correct Rejection,正解(スルー成功)
S01_4_43,S01,4,43,F,filler,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_4_27_F_filler_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-05T18:39:30.126,105.02644419670105,6302,12603,,,F,6,None,1,Correct Rejection,正解(スルー成功)
S01_4_44,S01,4,44,2,match,2,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_4_12_2_match_2_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Match,2026-01-05T18:39:32.604,107.50464272499084,6450,12901,,,2,2,None,0,Omission,無反応(不正解)
S01_4_45,S01,4,45,R,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,brightness,43.12,,,,,M_4_15_R_filler_8_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:39:35.124,110.0238184928894,6601,13203,2026-01-05 18:39:36.045074,0.9209151268005371,R,8,t,0,False Alarm,お手つき(スルー失敗)
S01_4_46,S01,4,46,P,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,brightness,46.88,,,,,M_4_11_P_filler_7_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:39:37.650,112.54992985725403,6753,13506,,,P,7,None,1,Correct Rejection,正解(スルー成功)
S01_4_47,S01,4,47,7,match,7,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_4_39_7_match_7_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-05T18:39:40.105,115.00535202026367,6900,13801,,,7,7,None,0,Omission,無反応(不正解)
S01_4_48,S01,4,48,F,filler,1,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,,,,,,,M_4_13_F_filler_1_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:39:42.606,117.50566625595093,7050,14101,2026-01-05 18:39:43.625320,1.0193133354187012,F,1,t,0,False Alarm,お手つき(スルー失敗)
