,フレーム数,両眼.注視Z座標[mm]
0,1395,2.7579847963516397
1,2312,2.7025289580236516
2,4973,3.389000474059742
3,6188,3.2986228827346764
4,7703,3.12726974300825
5,10132,2.9327437639364287
6,12755,3.584356571610902
7,13665,3.6161859434652457
