trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S107_6_1,S107,6,1,9,unmatch,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,brightness,35.62,,,,,M_6_45_9_unmatch_3_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-10T12:12:32.520,1768014752.520214,0.0,0,0,2026-01-10T12:12:34.179,1.6593644618988037,9,3,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S107\6\M_6_45_9_unmatch_3_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,M_6_45_9_unmatch_3_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,0,7.769,7.269,7.519,19677.849,0.05081856253699274,,,,19679.9895,0.050811255464251075,0.050811255464251075,1.0
S107_6_2,S107,6,2,S,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,,,,,,,M_6_47_S_filler_3_night_sun_busy_ORIG.jpg,Ignore,2026-01-10T12:12:35.122,1768014755.1220777,2.6018636226654053,156,312,,,S,3,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,312,5.215,4.908,5.0615000000000006,14656.213,0.06823044943465273,5.2238,4.925,5.0744,13855.163,0.07165905666526386,0.07165905666526386,313.0
S107_6_3,S107,6,3,C,filler,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,brightness,45.47,,,,,M_6_36_C_filler_3_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-10T12:12:37.719,1768014757.719095,5.198880910873413,312,624,,,C,3,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,624,6.011,5.938,5.9745,19645.611,0.05090195464014838,6.0139,5.8932,5.95355,19644.376,0.05090807853939154,0.05091901388110755,630.0
S107_6_4,S107,6,4,0,match,0,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,,,,,,,M_6_42_0_match_0_night_rain_empty_ORIG.jpg,Match,2026-01-10T12:12:40.329,1768014760.329105,7.80889081954956,469,937,2026-01-10T12:12:41.934,1.6056859493255615,0,0,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S107\6\M_6_42_0_match_0_night_rain_empty_ORIG.jpg,M_6_42_0_match_0_night_rain_empty_ORIG.jpg,937,6.974,6.731,6.8525,19611.423,0.050990690476667606,6.9828,6.7462,6.8645,19614.3114,0.0509826032208075,0.0509826032208075,938.0
S107_6_5,S107,6,5,F,filler,7,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_6_44_F_filler_7_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-10T12:12:42.920,1768014762.9205017,10.400287389755247,624,1248,,,F,7,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,1248,6.004,5.597,5.8004999999999995,19639.812,0.050916984337731945,5.9826,5.6144,5.7985,19638.6538,0.050921558000403266,0.0509434896702972,1258.0
S107_6_6,S107,6,6,B,filler,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,,,,,,,M_6_30_B_filler_2_night_rain_busy_ORIG.jpg,Ignore,2026-01-10T12:12:45.522,1768014765.5221784,13.001964330673218,780,1560,,,B,2,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,1560,6.395,6.278,6.336499999999999,19626.082,0.050952604804158065,6.3982,6.2988,6.3485,19625.5474,0.050954457607411976,0.05096031472206876,1569.0
S107_6_7,S107,6,7,2,unmatch,0,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,,,,,,,M_6_22_2_unmatch_0_night_sun_empty_ORIG.jpg,Mismatch,2026-01-10T12:12:48.126,1768014768.1267269,15.606512784957886,936,1873,2026-01-10T12:12:49.559,1.4322888851165771,2,0,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S107\6\M_6_22_2_unmatch_0_night_sun_empty_ORIG.jpg,M_6_22_2_unmatch_0_night_sun_empty_ORIG.jpg,1873,6.269,6.243,6.256,19619.017,0.050970953335735425,6.2818000000000005,6.227600000000001,6.254700000000001,19620.087999999996,0.05096765872597429,0.05096765872597429,1874.0
S107_6_8,S107,6,8,R,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,brightness,45.47,,,,,M_6_40_R_filler_2_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-10T12:12:50.715,1768014770.7154589,18.19524478912353,1092,2183,,,R,2,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,2183,5.77,5.575,5.672499999999999,19574.926,0.051085761448089254,5.786199999999999,5.6212,5.7036999999999995,19574.8734,0.05108504085420418,0.05108504085420418,2184.0
S107_6_9,S107,6,9,2,unmatch,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,brightness,35.62,,,,,M_6_6_2_unmatch_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-10T12:12:53.320,1768014773.320116,20.799901962280277,1248,2496,2026-01-10T12:12:54.944,1.6248114109039309,2,0,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S107\6\M_6_6_2_unmatch_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,M_6_6_2_unmatch_0_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,2496,6.24,6.187,6.2135,19598.661,0.05102389392826377,6.269,6.0642000000000005,6.166600000000001,19599.6212,0.051021371654384515,0.05102462269554845,2501.0
S107_6_10,S107,6,10,T,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_6_34_T_filler_4_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-10T12:12:55.924,1768014775.9242032,23.40398907661438,1404,2808,,,T,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,2808,5.174,5.001,5.0875,19641.741,0.050911983820578835,5.1734,4.933,5.0532,19642.5528,0.05090985346274681,0.0509408996430679,2819.0
S107_6_11,S107,6,11,D,filler,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,brightness,45.47,,,,,M_6_13_D_filler_8_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-10T12:12:58.531,1768014778.5312238,26.011009693145752,1561,3121,,,D,8,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,3121,5.905,5.728,5.8165,19579.682,0.051073352468135075,5.9018999999999995,5.7808,5.84135,19579.3774,0.05107414702573739,0.05107787651822786,3129.0
S107_6_12,S107,6,12,U,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\2_night_sun_busy.jpg,brightness,43.12,,,,,M_6_23_U_filler_2_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-10T12:13:01.116,1768014781.116398,28.59618377685547,1716,3432,,,U,2,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,3432,6.395,6.267,6.3309999999999995,19598.223,0.051025034259483626,6.3834,6.2401,6.31175,19598.549600000002,0.05102433116353004,0.05102433116353004,3433.0
