番号,フレームカウンタ,時刻カウンタ,CUEシグナル,CUEスイッチ,リセットスイッチ,TTL入力,両眼.タイムアウト,両眼.映像X座標[pixel],両眼.映像Y座標[pixel],両眼.注視X座標[mm],両眼.注視Y座標[mm],両眼.注視Z座標[mm],左眼.タイムアウト,左眼.適用検出方式,左眼.映像X座標[pixel],左眼.映像Y座標[pixel],左眼.注視X座標[mm],左眼.注視Y座標[mm],左眼.注視Z座標[mm],左眼.視軸 vx,左眼.視軸 vy,左眼.視軸 vz,左眼.眼球X座標[mm],左眼.眼球Y座標[mm],左眼.眼球Z座標[mm],左眼.瞳孔径[mm],左眼.瞳孔中心X座標[pixel],左眼.瞳孔中心Y座標[pixel],左眼.瞳孔楕円長軸長[pixel],左眼.瞳孔楕円短軸長[pixel],左眼.瞳孔楕円回転角[deg],左眼.瞳孔二値化閾値,左眼.角膜反射像X座標[pixel],左眼.角膜反射像Y座標[pixel],左眼.眼球画像X座標[pixel],左眼.眼球画像Y座標[pixel],左眼.眼球画像幅[pixel],左眼.眼球画像高さ[pixel],左眼.眼球画像不透明度,右眼.タイムアウト,右眼.適用検出方式,右眼.映像X座標[pixel],右眼.映像Y座標[pixel],右眼.注視X座標[mm],右眼.注視Y座標[mm],右眼.注視Z座標[mm],右眼.視軸 vx,右眼.視軸 vy,右眼.視軸 vz,右眼.眼球X座標[mm],右眼.眼球Y座標[mm],右眼.眼球Z座標[mm],右眼.瞳孔径[mm],右眼.瞳孔中心X座標[pixel],右眼.瞳孔中心Y座標[pixel],右眼.瞳孔楕円長軸長[pixel],右眼.瞳孔楕円短軸長[pixel],右眼.瞳孔楕円回転角[deg],右眼.瞳孔二値化閾値,右眼.角膜反射像X座標[pixel],右眼.角膜反射像Y座標[pixel],右眼.眼球画像X座標[pixel],右眼.眼球画像Y座標[pixel],右眼.眼球画像幅[pixel],右眼.眼球画像高さ[pixel],右眼.眼球画像不透明度
1,4401438,6519403057,,,,,,1051.583,564.584,2754.064,-739.293,19781.608,,Both,1003.672,676.453,29.875,-93.345,450.000,0.121163,-0.075820,0.989733,-33.000,-54.000,-63.600,4.323,167.094,70.375,34.234,33.406,35.969,Auto,165.672,80.672,1590,10,320,240,1.000,,Both,1117.774,653.741,107.930,-77.808,450.000,0.144213,-0.045822,0.988485,33.000,-54.000,-63.600,4.042,105.797,137.969,32.016,30.563,79.844,Auto,110.156,146.953,10,10,320,240,1.000
2,4401439,6519403807,,,,,,1049.081,572.431,2680.015,-975.680,19790.385,,Both,1004.498,676.883,30.440,-93.640,450.000,0.122231,-0.076374,0.989559,-33.000,-54.000,-63.600,4.289,167.063,70.391,33.969,33.453,56.047,Auto,165.688,80.656,1590,10,320,240,0.000,,Both,1111.013,657.465,103.305,-80.356,450.000,0.135448,-0.050776,0.989483,33.000,-54.000,-63.600,4.116,106.156,138.156,32.594,31.688,108.625,Auto,110.188,146.953,10,10,320,240,0.000
3,4401440,6519404557,,,,,,1049.001,568.941,2678.044,-870.824,19793.607,,Both,1003.545,674.775,29.788,-92.197,450.000,0.121019,-0.073622,0.989916,-33.000,-54.000,-63.600,4.369,167.125,70.297,34.609,33.672,23.328,Auto,165.703,80.672,1590,10,320,240,1.000,,Both,1112.026,654.981,103.999,-78.656,450.000,0.136780,-0.047501,0.989462,33.000,-54.000,-63.600,4.164,106.109,138.016,32.984,31.953,142.578,Auto,110.188,146.953,10,10,320,240,1.000
4,4401441,6519405307,,,,,,1048.878,568.493,2675.807,-857.812,19804.447,,Both,1003.248,674.598,29.586,-92.077,450.000,0.120636,-0.073394,0.989980,-33.000,-54.000,-63.600,4.369,167.141,70.266,34.609,33.609,21.781,Auto,165.688,80.656,1590,10,320,240,0.000,,Both,1108.269,649.533,101.429,-74.930,450.000,0.131959,-0.040361,0.990433,33.000,-54.000,-63.600,4.419,106.313,137.703,35.000,33.469,155.781,Auto,110.203,146.922,10,10,320,240,0.000
5,4401442,6519406057,,,,,,1049.049,569.390,2679.857,-884.450,19796.273,,Both,1004.277,673.732,30.289,-91.484,450.000,0.121982,-0.072245,0.989900,-33.000,-54.000,-63.600,4.434,167.078,70.219,35.125,33.906,17.828,Auto,165.688,80.656,1590,10,320,240,1.000,,Both,1110.878,653.851,103.213,-77.884,450.000,0.135305,-0.046026,0.989734,33.000,-54.000,-63.600,4.151,106.188,137.922,32.875,32.531,169.922,Auto,110.203,146.906,10,10,320,240,1.000
6,4401443,6519406807,,,,,,1050.780,567.414,2731.609,-824.904,19794.006,,Both,1004.925,674.654,30.733,-92.114,450.000,0.122813,-0.073447,0.989708,-33.000,-54.000,-63.600,4.466,167.016,70.250,35.375,33.813,21.609,Auto,165.672,80.641,1590,10,320,240,0.000,,Both,1112.149,650.632,104.082,-75.682,450.000,0.136974,-0.041780,0.989693,33.000,-54.000,-63.600,4.155,106.141,137.750,32.906,32.266,9.813,Auto,110.219,146.906,10,10,320,240,0.000
7,4401444,6519407557,,,,,,1050.200,567.969,2714.280,-841.623,19794.803,,Both,1004.875,673.826,30.698,-91.548,450.000,0.122757,-0.072361,0.989795,-33.000,-54.000,-63.600,4.434,167.016,70.219,35.125,33.828,22.109,Auto,165.656,80.656,1590,10,320,240,1.000,,Both,1111.824,651.724,103.861,-76.429,450.000,0.136546,-0.043219,0.989690,33.000,-54.000,-63.600,4.077,106.156,137.797,32.297,31.984,153.703,Auto,110.219,146.891,10,10,320,240,1.000
8,4401445,6519408307,,,,,,1049.180,569.646,2684.017,-892.233,19797.892,,Both,1004.410,674.083,30.380,-91.724,450.000,0.122150,-0.072704,0.989845,-33.000,-54.000,-63.600,4.404,167.063,70.250,34.891,33.922,15.922,Auto,165.688,80.672,1590,10,320,240,0.000,,Both,1110.059,652.821,102.653,-77.179,450.000,0.134253,-0.044677,0.989939,33.000,-54.000,-63.600,4.173,106.281,137.844,33.047,32.297,161.375,Auto,110.266,146.891,10,10,320,240,0.000
9,4401446,6519409057,,,,,,1048.841,567.898,2674.067,-839.721,19799.765,,Both,1002.710,675.047,29.217,-92.384,450.000,0.119930,-0.073989,0.990021,-33.000,-54.000,-63.600,4.361,167.203,70.328,34.547,33.391,25.141,Auto,165.719,80.688,1590,10,320,240,1.000,,Both,1110.315,651.703,102.828,-76.414,450.000,0.134593,-0.043203,0.989959,33.000,-54.000,-63.600,4.162,106.297,137.781,32.969,32.422,163.656,Auto,110.281,146.891,10,10,320,240,1.000
10,4401447,6519409807,,,,,,1048.422,569.976,2662.030,-902.460,19804.030,,Both,1005.083,670.828,30.841,-89.497,450.000,0.123062,-0.068425,0.990037,-33.000,-54.000,-63.600,4.468,167.141,70.078,35.391,33.781,23.438,Auto,165.797,80.688,1590,10,320,240,0.000,,Both,1108.065,651.652,101.289,-76.379,450.000,0.131678,-0.043152,0.990353,33.000,-54.000,-63.600,4.232,106.453,137.781,33.516,32.859,167.313,Auto,110.328,146.891,10,10,320,240,0.000
