,フレーム数,両眼.注視Z座標[mm]
0,238,5.392637970642479
1,406,1.544079612744833
2,822,2.6320360904788727
3,1040,1.7776260870183522
4,1529,1.7872813484680317
5,1705,4.206098843322818
6,1909,1.7215348516123037
7,2217,2.669934666698706
8,2439,2.618561938154804
9,2644,1.5349712499884878
10,2959,1.7987067298612296
11,3312,2.3715621242556257
12,3783,4.765331262002678
13,4058,3.5500647886823935
14,4326,5.9608609867609275
15,4645,3.981446459498736
16,4972,7.356294781444483
17,5245,3.711332553953497
18,5537,2.808349785582494
19,5835,6.626597838403785
20,6112,5.846277967132225
21,6427,5.648568652703405
22,6788,3.7699145737357593
23,7057,4.098226287662699
24,7358,4.359939135249672
25,8247,1.7832909207309353
26,8841,3.61576037632834
27,9146,2.635309991514302
28,9571,1.8347613892813242
29,9777,2.082192465378345
30,10402,2.450980392156863
31,10972,2.3769455299162363
32,11877,3.817872223452426
33,12151,3.7926770990571406
