,フレーム数,両眼.注視Z座標[mm]
0,13,1.3954124420554983
1,550,1.446771818042402
2,1112,1.1510804616753516
3,1377,1.5441845238738647
4,1951,2.6767813310562847
5,2035,2.9856539328526432
6,2598,5.107930573007652
7,2936,3.507590425681174
8,3781,5.113807792420314
9,4345,5.032180796191645
10,4962,2.8200789622109417
11,5342,5.153921876852191
12,5741,4.358039056746026
13,6920,1.283206167602124
14,8271,1.1258294548508614
15,8586,1.01764598131602
16,9175,4.749758949733301
17,9527,2.4038519323363756
18,10149,1.057779065917618
19,10636,2.266057852456973
20,10659,2.6419590654862395
21,10986,4.301149267084165
22,11188,1.268797230976923
23,11403,1.058147311036053
24,12202,1.0452269710367605
25,13252,4.834865179784462
26,13685,6.598787142923131
27,13939,5.505607461199231
28,14413,1.0874494200088518
