,フレーム数,両眼.注視Z座標[mm]
0,230,3.555214254987077
1,672,2.8881366897332517
2,1237,3.0348921551072685
3,2886,6.046826625386997
4,3175,5.2226957466365835
5,3462,2.4485798237022527
6,3783,5.1957768725579845
7,4067,4.409443263693526
8,5364,3.099151142502069
9,5588,3.187291630809636
10,6164,3.9814306076459394
11,6440,5.779044030536469
12,6740,4.390663692723792
13,7482,2.58637188924121
14,7997,4.446381090430499
15,8495,5.523763229412935
16,8591,4.744328155689873
17,9221,1.916593676390824
18,9223,2.372873312293857
19,10022,1.389749761657916
20,10409,3.0638944549638154
21,11867,5.546065621048428
22,12452,3.8741820633118826
23,12744,5.907791195028003
24,13076,2.9962726368397714
25,13722,1.4018383708395188
26,14664,1.1508128766754397
