,フレーム数,両眼.注視Z座標[mm]
0,543,1.2530904342835518
1,825,4.757645536376958
2,1407,2.997188637058439
3,2019,3.343005763341936
4,2631,3.560112499554986
5,2970,1.1093546329422859
6,3747,1.126356978569932
7,4072,1.000030000900027
8,4484,1.2077513481524424
9,5335,3.3967968205981762
10,5369,3.4380919964656416
11,5711,1.0720928861276542
12,6004,1.1014356111756063
13,6543,3.2542337581193137
14,6579,1.7023913491281204
15,7055,3.4885992576260776
16,7106,3.713496331065625
17,7697,3.325286140872422
18,7760,3.420218278330523
19,8221,1.1298337110744041
20,8415,1.19786875191659
21,8943,1.0482652782043635
22,9467,4.533029922530519
23,9791,3.707438604816704
24,10109,3.6405337022407487
25,10283,1.1499817727889015
26,10722,3.7503609722435782
27,11103,2.3832221163012393
28,11458,1.8133911684223316
29,12115,1.470821836409312
30,12278,1.0587803062627914
31,12812,3.294914628761969
32,12955,1.1243863661406788
33,13583,1.0718894839066513
34,14128,1.0009268582707587
35,14386,1.1157115617842013
