,フレーム数,両眼.注視Z座標[mm]
0,1805,3.485207038724135
1,2065,2.813446021224637
2,2310,2.3507674080203484
3,3128,5.208251954396546
4,3137,2.268283499144857
5,3475,2.7213253943200497
6,4358,4.414134057251319
7,4674,2.2349714929386075
8,4988,2.107814723085841
9,5517,5.350855601810729
10,5541,2.704252166105985
11,5856,5.745310390393841
12,7684,2.412044786847602
13,8002,2.5759585785860564
14,10547,1.0206383276228619
15,11009,2.762301217898607
16,12218,2.751039205059711
17,12817,2.5090199266362574
18,13270,1.0562796352455164
19,14019,7.026764947685735
20,14648,3.7638131944235345
21,14806,3.6785803622665942
