,フレーム数,両眼.注視Z座標[mm]
0,212,6.694112528031597
1,759,7.977789833104636
2,1063,3.7366275441762795
3,1381,6.033546518643658
4,1963,4.684411216354217
5,2248,6.182380216383308
6,3159,6.058843487955019
7,3777,4.081132922499286
8,4066,3.7336838017861944
9,4664,5.459856405776528
10,5294,6.298855497956022
11,5580,6.2122605173570555
12,5830,6.43546196963749
13,6113,4.707410876943572
14,6419,6.499964250196624
15,6793,5.3841598018629195
16,7088,3.738038277511962
17,7314,2.6237560116809617
18,7669,3.4325453353425166
19,7950,4.942396370304106
20,8248,4.252008010783093
21,8515,7.378875754490046
22,8841,3.367354841751159
23,9140,5.316434161279346
24,9521,1.5346226209512819
25,10057,3.7161459107530397
26,10352,3.795455321797679
27,10717,7.55520969484508
28,10974,3.9681752346183607
29,11279,6.924920017173801
30,11551,3.3054463840069284
31,11877,3.550543765777729
32,12443,7.557722102558289
33,12725,7.986710114369689
34,13028,5.5436367365719255
35,13329,6.842566236041165
36,13621,7.364258308724437
37,13944,3.645776368077582
38,14248,4.817953622378432
