,Unnamed: 0.1,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization,day,time,button,timeFromStart,timeFromDisplay,num,timeFromDisplay_std
0,0,1500,1793,4.787047274197815,4,pictures\transformed\roomBright_figureDark\7.JPG,sharpness,0.9850180365685488,gamma,0.6220611173264438,equalization,10.2822765432379,0,5_7_sharpness0.99_gamma0.62_equalization10.0.jpg,5,7,0.0,0.62,0.99,0.0,10.0,2023-09-02,11:49:33.415603,t,14.538483142852783,1.8654439449310305,15,2.506461354376886
1,1,2100,2259,5.895024890597061,6,pictures\transformed\roomBright_figureDark\E.JPG,brightness,0.5107264476747253,contrast,0.8971175621172319,None,None,2,7_E_brightness0.51_contrast0.9.jpg,7,E,0.9,0.0,0.0,0.51,0.0,2023-09-02,11:49:37.883347,f,19.006227493286133,1.334165096282959,15,0.23838649536741865
2,2,5100,5276,4.533634085335678,16,pictures\transformed\roomBright_figureDark\E.JPG,brightness,20.23252778307227,sharpness,0.4571056534064026,None,None,1,17_E_brightness20.0_sharpness0.46.jpg,17,E,0.0,0.0,0.46,20.0,0.0,2023-09-02,11:50:02.890594,f,44.01347398757935,1.3346776962280271,15,0.2405748283889518
3,3,5700,5892,3.046226592412756,18,pictures\transformed\roomBright_figureDark\1.JPG,sharpness,0.6198592432672806,contrast,0.8097532727839475,None,None,2,19_1_sharpness0.62_contrast0.81.jpg,19,1,0.81,0.0,0.62,0.0,0.0,2023-09-02,11:50:07.999610,f,49.1224901676178,1.472024917602539,15,0.826921867325355
4,4,6300,6550,3.325975363837625,20,pictures\transformed\roomBright_figureDark\C.JPG,contrast,0.8614970344158221,gamma,0.8298022635311901,None,None,1,21_C_contrast0.86_gamma0.83.jpg,21,C,0.86,0.83,0.0,0.0,0.0,2023-09-02,11:50:13.299340,f,54.42221975326538,1.8352408409118648,15,2.3775217192601583
5,5,7200,7372,5.5515091596444455,23,pictures\transformed\roomBright_figureDark\P.JPG,contrast,1.048948651113891,gamma,0.7633310921794212,brightness,2.717125212469553,1,24_P_contrast1.0_gamma0.76_brightness2.7.jpg,24,P,1.0,0.76,0.0,2.7,0.0,2023-09-02,11:50:20.421794,f,61.54363656044006,1.337484359741211,15,0.2525567150538361
6,6,8700,8898,3.2501944805927536,28,pictures\transformed\roomBright_figureDark\1.JPG,contrast,1.080234667324564,sharpness,0.4101661132151895,brightness,14.93206790154539,0,29_1_contrast1.1_sharpness0.41_brightness15.0.jpg,29,1,1.1,0.0,0.41,15.0,0.0,2023-09-02,11:50:33.133968,t,74.25684809684753,1.5686969757080078,15,1.2396231542590597
7,7,10500,10702,2.950697573014604,34,pictures\transformed\roomBright_figureDark\9.JPG,sharpness,0.384724330481174,contrast,1.016873664200387,gamma,0.6495990283428217,0,35_9_sharpness0.38_contrast1.0_gamma0.65.jpg,35,9,1.0,0.65,0.38,0.0,0.0,2023-09-02,11:50:47.748538,t,88.87141823768616,1.203887939453125,15,-0.3177778331408108
8,0,2400,2577,2.878577423983599,7,pictures\transformed\roomBright_figureDark\8.JPG,contrast,1.125890088552812,sharpness,0.233031303825717,brightness,28.30639995485875,0,8_8_contrast1.1_sharpness0.23_brightness28.0.jpg,8,8,1.1,0.0,0.23,28.0,0.0,2023-09-02,11:52:26.782055,f,22.09306693077088,1.88250994682312,15,2.5793175765542835
9,1,4200,4328,3.0218685076769325,13,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.8580230090864509,contrast,1.081867727611331,equalization,5.973948795660943,2,14_7_gamma0.86_contrast1.1_equalization6.0.jpg,14,7,1.1,0.86,0.0,0.0,6.0,2023-09-02,11:52:41.022601,f,36.32696986198425,1.1749017238616943,15,-0.44152246744734497
10,2,6000,6145,2.440657037431748,19,pictures\transformed\roomBright_figureDark\Q.JPG,sharpness,0.1718742676995115,gamma,1.069448778935978,equalization,24.02809434832349,2,20_Q_sharpness0.17_gamma1.1_equalization24.0.jpg,20,Q,0.0,1.1,0.17,0.0,24.0,2023-09-02,11:52:55.988386,f,51.29939794540405,1.095677137374878,15,-0.7797390053039038
11,3,8400,8537,2.3390891795982807,27,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.3696546024647976,contrast,0.8474848601024675,equalization,15.40003144198001,2,28_S_sharpness0.37_contrast0.85_equalization15.0.jpg,28,S,0.85,0.0,0.37,0.0,15.0,2023-09-02,11:53:15.995206,f,71.3062174320221,1.1309597492218018,15,-0.6291145166877448
12,4,9600,9743,2.2646654389625898,31,pictures\transformed\roomBright_figureDark\T.JPG,sharpness,0.2604313032770349,brightness,19.24654162619107,gamma,0.8833372429402995,1,32_T_sharpness0.26_brightness19.0_gamma0.88.jpg,32,T,0.0,0.88,0.26,19.0,0.0,2023-09-02,11:53:26.106617,f,81.41762900352478,1.2692539691925049,15,-0.03872465972272234
13,0,4800,4919,2.158494945370093,15,pictures\transformed\roomBright_figureDark\9.JPG,brightness,12.66254039689026,contrast,0.9597991701255816,sharpness,0.5473690719010231,0,16_9_brightness13.0_contrast0.96_sharpness0.55.jpg,16,9,0.96,0.0,0.55,13.0,0.0,2023-09-02,11:55:48.792667,t,41.28044652938843,1.1135051250457764,15,-0.703629800644261
14,1,10500,10658,2.08353485665136,34,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.5877742451713182,contrast,1.101271700189238,equalization,25.88573177942333,0,35_8_gamma0.59_contrast1.1_equalization26.0.jpg,35,8,1.1,0.59,0.0,0.0,26.0,2023-09-02,11:56:36.405786,t,88.87810373306274,1.1937496662139893,15,-0.36105898898950545
15,2,12300,12428,2.13775397129148,40,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.5092282201261277,contrast,1.044390104019155,equalization,10.82976188283842,0,41_2_gamma0.51_contrast1.0_equalization11.0.jpg,41,2,1.0,0.51,0.0,0.0,11.0,2023-09-02,11:56:51.314988,t,103.78726553916933,1.190340518951416,15,-0.3756129303266756
