,Unnamed: 0.1,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization,day,time,button,timeFromStart,timeFromDisplay,num,timeFromDisplay_std
0,1,2400,2605,3.547046215529891,7,pictures\transformed\roomBright_figureDark\E.JPG,contrast,0.9386717600207422,brightness,18.21176255838652,sharpness,0.6738369529870116,1,8_E_contrast0.94_brightness18.0_sharpness0.67.jpg,8,E,0.94,0.0,0.67,18.0,0.0,2023-08-25,19:36:13.511445,f,22.29179215431213,2.089560031890869,2,2.9300696571872664
1,2,4500,4707,3.645718814810654,14,pictures\transformed\roomBright_figureDark\C.JPG,gamma,0.815165551794824,sharpness,0.2878282445698434,None,None,1,15_C_gamma0.82_sharpness0.29.jpg,15,C,0.0,0.82,0.29,0.0,0.0,2023-08-25,19:36:30.592883,f,39.38113594055176,1.6328673362731934,2,0.9114289923317361
2,3,8100,8284,3.737016805997948,26,pictures\transformed\roomBright_figureDark\T.JPG,contrast,1.077573224435598,gamma,0.93904886970965,equalization,15.54418031866394,2,27_T_contrast1.1_gamma0.94_equalization16.0.jpg,27,T,1.1,0.94,0.0,0.0,16.0,2023-08-25,19:37:00.417337,f,69.2055892944336,1.5160510540008545,2,0.39508594595729635
3,4,8400,8646,3.6739055393316167,27,pictures\transformed\roomBright_figureDark\8.JPG,contrast,1.14086588567241,brightness,3.366666345689931,gamma,0.7470953098421167,2,28_8_contrast1.1_brightness3.4_gamma0.75.jpg,28,8,1.1,0.75,0.0,3.4,0.0,2023-08-25,19:37:02.950677,f,71.73892903327942,1.5216856002807615,2,0.41999136782581836
4,5,9300,9584,4.117642156654775,30,pictures\transformed\roomBright_figureDark\7.JPG,sharpness,0.3865512825526074,brightness,26.70023161579323,gamma,0.9362703228698819,0,31_7_sharpness0.39_brightness27.0_gamma0.94.jpg,31,7,0.0,0.94,0.39,27.0,0.0,2023-08-25,19:37:10.853420,t,79.641672372818,1.9459903240203853,2,2.2954730163173864
5,6,13800,14054,4.140993328979749,45,pictures\transformed\roomBright_figureDark\2.JPG,contrast,0.8563176798005921,sharpness,0.0338513576642435,None,None,0,46_2_contrast0.86_sharpness0.034.jpg,46,2,0.86,0.0,0.034,0.0,0.0,2023-08-25,19:37:47.842914,t,116.63116669654846,1.483224391937256,2,0.24998786234677015
6,0,300,427,4.398288934707423,0,pictures\transformed\roomBright_figureDark\7.JPG,sharpness,0.3228244706952882,equalization,30.25964143711921,None,None,0,1_7_sharpness0.32_equalization30.0.jpg,1,7,0.0,0.0,0.32,0.0,30.0,2023-08-25,19:39:19.415666,t,1.653313159942627,1.540219783782959,2,0.5019148513114218
7,1,600,957,3.5805786508532296,1,pictures\transformed\roomBright_figureDark\3.JPG,brightness,2.567576622962026,contrast,1.072374003518693,sharpness,0.2981281632078436,2,2_3_brightness2.6_contrast1.1_sharpness0.3.jpg,2,3,1.1,0.0,0.3,2.6,0.0,2023-08-25,19:39:24.434978,f,6.672625303268433,1.5453722476959229,2,0.5246894068905125
8,2,6300,6361,3.710882483663822,20,pictures\transformed\roomBright_figureDark\7.JPG,contrast,1.058886673213949,equalization,29.73196895651553,None,None,0,21_7_contrast1.1_equalization30.0.jpg,21,7,1.1,0.0,0.0,0.0,30.0,2023-08-25,19:40:11.683720,t,53.91931772232056,1.218867540359497,2,-0.9185035450016513
9,3,9900,9665,3.8656551353157473,32,pictures\transformed\roomBright_figureDark\E.JPG,sharpness,0.2756344270642069,gamma,0.5162831704588353,equalization,10.0779384313245,2,33_E_sharpness0.28_gamma0.52_equalization10.0.jpg,33,E,0.0,0.52,0.28,0.0,10.0,2023-08-25,19:40:41.956175,f,84.1938226222992,1.4844119548797607,2,0.2552370438441294
10,4,10200,10283,3.720575564040167,33,pictures\transformed\roomBright_figureDark\T.JPG,sharpness,0.0146187207885853,contrast,0.8674909343914083,equalization,19.02456658213569,1,34_T_sharpness0.015_contrast0.87_equalization19.0.jpg,34,T,0.87,0.0,0.015,0.0,19.0,2023-08-25,19:40:44.581226,f,86.81887292861938,1.6199300289154053,2,0.8542444238532668
11,5,12300,12402,3.41857651692774,40,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.9992419295374696,brightness,6.40729379455189,None,None,0,41_8_gamma1.0_brightness6.4.jpg,41,8,0.0,1.0,0.0,6.4,0.0,2023-08-25,19:41:01.833667,t,104.05588102340698,1.350426197052002,2,-0.3369973007336623
12,0,2400,2603,6.319251903069266,7,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.6835544960748711,equalization,21.86748111133943,None,None,1,8_S_sharpness0.68_equalization22.0.jpg,8,S,0.0,0.0,0.68,0.0,22.0,2023-08-25,20:45:37.174030,f,22.349283456802368,2.150853157043457,2,3.200993182122892
13,1,2700,2904,5.466089200580809,8,pictures\transformed\roomBright_figureDark\7.JPG,contrast,1.14925831931234,equalization,21.31843964675693,None,None,0,9_7_contrast1.1_equalization21.0.jpg,9,7,1.1,0.0,0.0,0.0,21.0,2023-08-25,20:45:39.023588,t,24.19884133338928,1.4867630004882812,2,0.2656289689084676
14,2,3600,3783,6.674109296319512,11,pictures\transformed\roomBright_figureDark\P.JPG,contrast,0.940046293502496,gamma,0.7898953153317456,None,None,2,12_P_contrast0.94_gamma0.79.jpg,12,P,0.94,0.79,0.0,0.0,0.0,2023-08-25,20:45:46.381333,f,31.556586980819706,1.338789463043213,2,-0.3884331671306017
