,day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2023-09-02,18:22:23.177411,f,9.308010816574097,1.7078847885131836,4_C_gamma0.92_brightness21.0_sharpness0.67.jpg,4,4,C,0.0,0.92,0.67,21.0,0.0,900.0,1063.0,3.5171167701615302,2.0,pictures\transformed\roomBright_figureDark\1.JPG,sharpness,0.2265814595539355,gamma,0.993758458498724,equalization,26.09783215673514,2.0,3_1_sharpness0.23_gamma0.99_equalization26.0.jpg,3.0,1,0.0,0.99,0.23,0.0,26.0
1,2023-09-02,18:22:35.076580,f,21.207179069519043,1.0349555015563965,9_0_gamma0.67_contrast0.83_equalization5.9.jpg,4,9,0,0.83,0.67,0.0,0.0,5.9,2400.0,2502.0,3.240403456069905,7.0,pictures\transformed\roomBright_figureDark\C.JPG,contrast,0.8722217765107101,gamma,0.9058713226122068,equalization,25.42124196471326,2.0,8_C_contrast0.87_gamma0.91_equalization25.0.jpg,8.0,C,0.87,0.91,0.0,0.0,25.0
2,2023-09-02,18:22:45.283848,t,31.414447784423828,1.255434513092041,13_B_brightness5.4_sharpness0.14_contrast0.91.jpg,4,13,B,0.91,0.0,0.14,5.4,0.0,3600.0,3753.0,3.331550282029796,11.0,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.8272820154583368,contrast,1.124470218942853,equalization,8.887098780842859,0.0,12_2_sharpness0.83_contrast1.1_equalization8.9.jpg,12.0,2,1.1,0.0,0.83,0.0,8.9
3,2023-09-02,18:22:50.270829,t,36.40142893791199,1.285956621170044,15_E_contrast1.0_sharpness0.9_equalization10.0.jpg,4,15,E,1.0,0.0,0.9,0.0,10.0,4200.0,4310.0,3.440352126798153,13.0,pictures\transformed\roomBright_figureDark\1.JPG,contrast,1.135118745836551,gamma,0.9402565383699132,brightness,15.82948698310602,0.0,14_1_contrast1.1_gamma0.94_brightness16.0.jpg,14.0,1,1.1,0.94,0.0,16.0,0.0
4,2023-09-02,18:23:02.812398,t,48.94299793243408,1.3533530235290527,20_7_brightness11.0_contrast1.0_gamma0.8.jpg,4,20,7,1.0,0.8,0.0,11.0,0.0,5700.0,5809.0,3.937118181868232,18.0,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.5115257055351471,contrast,1.150734253812566,equalization,15.21137390134657,0.0,19_0_gamma0.51_contrast1.2_equalization15.0.jpg,19.0,0,1.2,0.51,0.0,0.0,15.0
5,2023-09-02,18:23:17.816056,f,63.94665551185608,1.2696945667266846,26_J_contrast0.88_brightness6.0_sharpness0.76.jpg,4,26,J,0.88,0.0,0.76,6.0,0.0,7500.0,7626.0,3.6199873703842025,24.0,pictures\transformed\roomBright_figureDark\9.JPG,contrast,0.8516874858490711,gamma,0.6613750438014466,sharpness,0.3003081867543277,2.0,25_9_contrast0.85_gamma0.66_sharpness0.3.jpg,25.0,9,0.85,0.66,0.3,0.0,0.0
6,2023-09-02,18:23:48.012018,t,94.1305935382843,1.5223767757415771,38_9_contrast0.81_sharpness0.87_equalization27.0.jpg,4,38,9,0.81,0.0,0.87,0.0,27.0,11100.0,11230.0,3.632994832924509,36.0,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.8631007445722745,brightness,26.55506505230543,sharpness,0.9328694006592416,0.0,37_1_gamma0.86_brightness27.0_sharpness0.93.jpg,37.0,1,0.0,0.86,0.93,27.0,0.0
7,2023-09-02,18:23:52.668801,f,98.79940009117126,1.1291711330413818,40_S_sharpness0.024_gamma0.69_equalization8.4.jpg,2,40,S,0.0,0.69,0.024,0.0,8.4,11700.0,11806.0,3.517321078093651,38.0,pictures\transformed\roomBright_figureDark\B.JPG,gamma,1.022817245387974,sharpness,0.0641979724997193,equalization,28.77104327035652,1.0,39_B_gamma1.0_sharpness0.064_equalization29.0.jpg,39.0,B,0.0,1.0,0.064,0.0,29.0
8,2023-09-02,18:23:55.050184,f,101.18078398704527,1.0189507007598877,41_B_brightness24.0_gamma0.58_sharpness0.31.jpg,4,41,B,0.0,0.58,0.31,24.0,0.0,12000.0,12095.0,3.68016542102429,39.0,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.024488047230936,gamma,0.6946057784935873,equalization,8.402088484962672,2.0,40_S_sharpness0.024_gamma0.69_equalization8.4.jpg,40.0,S,0.0,0.69,0.024,0.0,8.4
9,2023-09-02,18:24:02.513986,t,108.64458537101746,0.9683835506439208,44_Q_gamma0.5_contrast1.0_equalization4.6.jpg,4,44,Q,1.0,0.5,0.0,0.0,4.6,12900.0,12999.0,3.877725417098407,42.0,pictures\transformed\roomBright_figureDark\I.JPG,contrast,0.9198951536825182,sharpness,0.6504487658903955,equalization,9.830238415059524,1.0,43_I_contrast0.92_sharpness0.65_equalization9.8.jpg,43.0,I,0.92,0.0,0.65,0.0,9.8
10,2023-09-02,18:24:02.938434,f,109.0669765472412,1.3907747268676758,44_Q_gamma0.5_contrast1.0_equalization4.6.jpg,4,44,Q,1.0,0.5,0.0,0.0,4.6,13800.0,13974.0,4.42269477004456,45.0,pictures\transformed\roomBright_figureDark\C.JPG,brightness,19.02100187133164,gamma,0.9203657510802769,contrast,1.078371547468895,1.0,46_C_brightness19.0_gamma0.92_contrast1.1.jpg,46.0,C,1.1,0.92,0.0,19.0,0.0
11,2023-09-02,18:24:10.275628,t,116.406227350235,1.241107702255249,47_Q_contrast1.1_brightness18.0_gamma0.73.jpg,4,47,Q,1.1,0.73,0.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,
12,2023-09-02,18:24:26.893102,t,133.0237011909485,15.380876064300535,48_S_sharpness0.41_contrast0.87_equalization22.0.jpg,4,48,S,0.87,0.0,0.41,0.0,22.0,,,,,,,,,,,,,,,,,,,,
