,day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2023-09-02,18:14:36.147998,f,11.38005518913269,1.2081832885742188,5_T_contrast1.1_sharpness0.13_equalization32.0.jpg,4,5,T,1.1,0.0,0.13,0.0,32.0,1200,1315,3.629574604025071,3,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.940422019462396,brightness,5.594839085005587,sharpness,0.116336294487243,2,4_2_gamma0.94_brightness5.6_sharpness0.12.jpg,4,2,0.0,0.94,0.12,5.6,0.0
1,2023-09-02,18:14:44.175675,t,19.392175436019897,1.6154229640960691,8_J_sharpness0.46_contrast0.88_equalization21.0.jpg,4,8,J,0.88,0.0,0.46,0.0,21.0,2100,2347,4.0207509686980965,6,pictures\transformed\roomBright_figureDark\3.JPG,gamma,0.540092052760826,contrast,1.179643501261442,sharpness,0.771424813858071,0,7_3_gamma0.54_contrast1.2_sharpness0.77.jpg,7,3,1.2,0.54,0.77,0.0,0.0
2,2023-09-02,18:14:53.692666,f,28.908976793289185,1.226065158843994,12_3_brightness28.0_contrast0.86_sharpness0.77.jpg,4,12,3,0.86,0.0,0.77,28.0,0.0,3300,3402,3.82079708585969,10,pictures\transformed\roomBright_figureDark\S.JPG,contrast,0.8208671211619045,gamma,1.050016697116322,sharpness,0.5214279243807265,1,11_S_contrast0.82_gamma1.1_sharpness0.52.jpg,11,S,0.82,1.1,0.52,0.0,0.0
3,2023-09-02,18:15:00.934046,t,36.16610383987427,1.080651044845581,15_1_contrast1.1_gamma0.67_equalization13.0.jpg,4,15,1,1.1,0.67,0.0,0.0,13.0,4200,4300,3.737175511531926,13,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.8622491634156517,brightness,16.79111356704596,contrast,0.9191355916060964,0,14_1_gamma0.86_brightness17.0_contrast0.92.jpg,14,1,0.92,0.86,0.0,17.0,0.0
4,2023-09-02,18:15:34.093868,f,69.32592558860779,1.6593401432037354,28_2_contrast0.81_gamma1.1_equalization31.0.jpg,4,28,2,0.81,1.1,0.0,0.0,31.0,8100,8240,4.281741602564986,26,pictures\transformed\roomBright_figureDark\I.JPG,sharpness,0.3229000006200817,gamma,0.9537479172220508,equalization,15.8119357652529,1,27_I_sharpness0.32_gamma0.95_equalization16.0.jpg,27,I,0.0,0.95,0.32,0.0,16.0
5,2023-09-02,18:15:41.290469,f,76.52252650260925,1.4276793003082275,31_P_contrast1.1_brightness3.7_gamma0.86.jpg,1,31,P,1.1,0.86,0.0,3.7,0.0,9000,9106,3.895132765225926,29,pictures\transformed\roomBright_figureDark\C.JPG,contrast,0.8628985883216131,brightness,18.04552611536288,gamma,1.025347695246005,1,30_C_contrast0.86_brightness18.0_gamma1.0.jpg,30,C,0.86,1.0,0.0,18.0,0.0
6,2023-09-02,18:15:43.720342,f,78.95239925384521,1.2009379863739014,32_Q_brightness7.1_gamma0.79_sharpness0.19.jpg,4,32,Q,0.0,0.79,0.19,7.1,0.0,9300,9403,4.030550499024828,30,pictures\transformed\roomBright_figureDark\P.JPG,contrast,1.135705110881155,brightness,3.677618097386695,gamma,0.8593616697630787,1,31_P_contrast1.1_brightness3.7_gamma0.86.jpg,31,P,1.1,0.86,0.0,3.7,0.0
7,2023-09-02,18:15:58.530882,f,93.76089572906494,1.089817762374878,38_B_gamma1.0_contrast0.83_equalization15.0.jpg,2,38,B,0.83,1.0,0.0,0.0,15.0,11100,11196,4.171936914552959,36,pictures\transformed\roomBright_figureDark\C.JPG,sharpness,0.0136132219542711,contrast,0.9705743162006526,equalization,17.68636883177363,1,37_C_sharpness0.014_contrast0.97_equalization18.0.jpg,37,C,0.97,0.0,0.014,0.0,18.0
8,2023-09-02,18:16:01.013219,f,96.24527645111084,1.159050703048706,39_C_sharpness0.076_contrast1.0_equalization18.0.jpg,4,39,C,1.0,0.0,0.076,0.0,18.0,11400,11509,3.839233339806749,37,pictures\transformed\roomBright_figureDark\B.JPG,gamma,1.018525582393087,contrast,0.8253610058295897,equalization,15.37344803822207,2,38_B_gamma1.0_contrast0.83_equalization15.0.jpg,38,B,0.83,1.0,0.0,0.0,15.0
9,2023-09-02,18:16:21.393188,f,116.62524509429932,1.5032005310058594,47_1_contrast0.92_sharpness0.94_equalization20.0.jpg,4,47,1,0.92,0.0,0.94,0.0,20.0,13800,13912,3.89368856046904,45,pictures\transformed\roomBright_figureDark\0.JPG,sharpness,0.1663162212674634,gamma,0.8367445521739094,equalization,14.79897573233823,2,46_0_sharpness0.17_gamma0.84_equalization15.0.jpg,46,0,0.0,0.84,0.17,0.0,15.0
