,image_name
929,17_0_contrast1.0_sharpness0.37_equalization30.0.jpg
1136,39_C_sharpness0.42_contrast1.0_equalization25.0.jpg
1251,39_C_sharpness0.42_contrast1.0_equalization25.0.jpg
