trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S120_4_1,S120,4,1,C,filler,2,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_4_34_C_filler_2_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-08T18:32:41.024,1767864761.0244372,0.0,0,0,,,C,2,None,1,Correct Rejection,正解(スルー成功)
S120_4_2,S120,4,2,I,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\1_night_sun_busy.jpg,brightness,43.12,,,,,M_4_28_I_filler_1_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-08T18:32:43.618,1767864763.6180434,2.5936062335968018,156,311,,,I,1,None,1,Correct Rejection,正解(スルー成功)
S120_4_3,S120,4,3,4,match,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_4_9_4_match_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-08T18:32:46.214,1767864766.2145357,5.190098524093628,311,623,2026-01-08T18:32:47.259,1.0445594787597656,4,4,t,1,Hit,正解(一致)
S120_4_4,S120,4,4,J,filler,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_4_8_J_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-08T18:32:48.803,1767864768.8032324,7.77879524230957,467,933,,,J,7,None,1,Correct Rejection,正解(スルー成功)
S120_4_5,S120,4,5,U,filler,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,,,,,,,M_4_10_U_filler_4_night_sun_empty_ORIG.jpg,Ignore,2026-01-08T18:32:51.392,1767864771.392219,10.3677818775177,622,1244,,,U,4,None,1,Correct Rejection,正解(スルー成功)
S120_4_6,S120,4,6,4,unmatch,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,brightness,45.47,,,,,M_4_7_4_unmatch_8_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-08T18:32:53.980,1767864773.980558,12.956120729446411,777,1555,2026-01-08T18:32:54.986,1.0058910846710205,4,8,b,1,Correct Rejection,正解(不一致)
S120_4_7,S120,4,7,E,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_4_1_E_filler_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-08T18:32:56.570,1767864776.5701184,15.545681238174438,933,1865,,,E,4,None,1,Correct Rejection,正解(スルー成功)
S120_4_8,S120,4,8,Q,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_4_6_Q_filler_4_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-08T18:32:59.177,1767864779.1772013,18.152764081954956,1089,2178,,,Q,4,None,1,Correct Rejection,正解(スルー成功)
S120_4_9,S120,4,9,0,unmatch,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,brightness,43.12,,,,,M_4_45_0_unmatch_3_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Mismatch,2026-01-08T18:33:01.769,1767864781.7697437,20.745306491851807,1245,2489,2026-01-08T18:33:03.000,1.2305233478546143,0,3,b,1,Correct Rejection,正解(不一致)
S120_4_10,S120,4,10,C,filler,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_4_2_C_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-08T18:33:04.357,1767864784.3570185,23.332581281661987,1400,2800,,,C,7,None,1,Correct Rejection,正解(スルー成功)
